,Video Id,Primary Label,Predicted Label,Response,Languages
16,GSLtGcppYck,excluded,appropriate,"The video is appropriate for young children. It promotes charity and shows happy children. There is no violence, graphic content, or anything else that would be considered harmful to children. The video uses both English and Arabic languages.","['English', 'Arabic']"
17,QHB4jfB1PuU,excluded,appropriate,"The video is an advertisement for Scientology.tv. It shows various locations and activities related to Scientology, including buildings, events, and volunteer work. There is no violence, graphic content, or other inappropriate material present. The language used is English, and it is not offensive or inappropriate for children.",['English']
18,m24PlfBMr14,inaudible,appropriate,The video shows a panel discussion about a play.  The discussion includes the play's themes and its reception by the audience. There is no inappropriate content present.,['Arabic']
19,5wRioKSF_YE,inaudible,appropriate,"The video shows a man in a white shirt and glasses presenting an online seminar.  There is no violence, sexual content, or other inappropriate material present. The language used is German, and the content is focused on self-improvement and stress reduction.",['German']
20,2cmSK4OVhyI,inaudible,appropriate,"The video shows two hosts playing games and interacting with the audience. There is no violent, graphic, sexual, or otherwise inappropriate content present.  The language used is Vietnamese.",['Vietnamese']
21,LQYoreruLIU,inaudible,inappropriate,"The music video contains several elements that would be considered inappropriate for young children.  The lyrics, while not explicitly visible, are implied to contain references to violence and possibly drug use based on the context of the video and the artist's genre.  The visual content shows scenes in dark, potentially unsafe locations, and the overall aesthetic is suggestive of a lifestyle that is not suitable for children. The presence of a firearm is also visible in the video.  Therefore, the video is classified as inappropriate.",['French']
22,uQMcpv-eSuI,excluded,inappropriate,"The video contains religious themes and imagery, which might not be suitable for all young children.  The lyrics, while not explicitly violent or sexual, are in a language (Hindi) that a young child may not understand, and the overall tone and style of the video might be too intense or overwhelming for some children.",['Hindi']
23,nFX-GWQjeeI,inaudible,inappropriate,"The music video contains several elements that would be considered inappropriate for young children.  These include: the presence of weapons (baseball bats), depictions of smoking, and the overall style and themes which are suggestive of gang culture and violence. The lyrics, while not explicitly analyzed, are also likely to contain mature themes given the context of the video.",['French']
24,udNcin69XAE,inaudible,inappropriate,"The music video contains a woman in a low-cut top and short skirt.  While not overtly sexual, the clothing is suggestive and could be considered inappropriate for young children. The lyrics, though not explicitly explicit, deal with themes of heartbreak and longing, which are complex emotions not suitable for very young audiences.",['Arabic']
25,4QtUgqup_CY,inaudible,appropriate,"The video is appropriate for young children. Although there are some abstract images, there is no violent, graphic, sexual, or otherwise harmful content. The song is upbeat and positive, and the visuals are colorful and engaging. The language used is Arabic.",['Arabic']
26,-K_OvS5gQ-0,inaudible,inappropriate,"The music video contains vulgar dancing and the singer is wearing inappropriate clothing in multiple instances. Therefore, it is inappropriate for young children.",['Albanian']
27,D4MEXlLNjCA,inaudible,inappropriate,"The video contains weapons (a cane is used as a prop, but it could be interpreted as a weapon by children), and the lyrics contain violent themes. Therefore, it is inappropriate for young children.",['Arabic']
28,n4VmTxvEedo,inaudible,appropriate,"The video shows a music video. The lyrics talk about heartbreak and longing for a past relationship. There is no violent or graphic content, self-harm or suicide, elements of horror or creepy themes, loud and violent sounds, zombies, skeletons, scary masks, scary clowns, fire in dangerous settings, extremely distressing scenes (such as car crashes), extreme stunts (depictions of life endangering or high-risk physical activities), fight sports (such as boxing, wrestling, martial arts), first-person shooter and battle games (games intended for children over 13 should be considered inappropritae), weapons (such as firearms, explosives, swords, axes etc.), sexual content (innuendos, overt sexual behavior, nudity, sexual themes, sexual suggestiveness etc.), vulgar dancing (such as twerking etc.), discrimination (based on race/ethnicity/gender/ability), profane or explicit language (from mild words such as ""idiot"" and ""stupid"" to severe swearing, hate speech or signs), drinking, drugs, smoking, gambling, crude humour, inappropriate clothing (with significant skin exposure), significant romantic intimacy. Therefore, the video is appropriate for young children.",['Spanish']
29,SswRvbJlmCQ,inaudible,inappropriate,"The lyrics contain references to drugs and alcohol.  The visual content shows pills and capsules, reinforcing the drug theme. This makes the video inappropriate for young children.",['Spanish']
30,zBv03aKE3K4,inaudible,inappropriate,"The music video contains depictions of drug and alcohol use, which is inappropriate for young children.",['French']
31,TZ2tr__Hfrg,inaudible,inappropriate,"The music video contains several elements that make it inappropriate for young children.  The lyrics contain references to drug use (crack), and the artist is shown in a setting that appears to be a drug den.  Additionally, there is some profane language used in the song. The video also shows the artist in what appears to be a parking garage at night, which could be perceived as a dangerous setting for children. The overall tone and imagery of the video are not suitable for young audiences.",['Spanish']
32,Tqd67GuwTxQ,inaudible,inappropriate,"The video contains a song with lyrics that include references to drugs and sex.  While there is no explicit visual content depicting these activities, the lyrical content alone makes it inappropriate for young children.","['Thai', 'English']"
33,G-uIluMU7Vw,inaudible,appropriate,"The video contains a song with lyrics in Arabic. The visuals are animated and feature a woman singing. There is no violent, graphic, sexual, or otherwise inappropriate content present. Therefore, the video is appropriate for young children.",['Arabic']
34,s8UBhncev2A,inaudible,appropriate,"The video shows a man visiting a group of children at a religious school. He interacts with them, plays games, and gives them gifts. There is no violence, sexual content, or other inappropriate material present. The language spoken is Bengali.",['Bengali']
35,W9dHVieO37g,inaudible,appropriate,"The video contains a music video with lyrics about love and relationships. While the theme of romance might not be suitable for very young children, there is no explicit sexual content, violence, or other harmful elements present. The visuals are simple and not disturbing. Therefore, the video is considered appropriate for older children and teenagers.",['Turkish']
36,ciBYXhBGZx0,inaudible,appropriate,"The video is appropriate for young children. It features a musical performance by a band. The band members are dressed in formal attire, and there is no inappropriate content in the video. The song is in Spanish, and the lyrics do not contain any explicit or offensive language.",['Spanish']
37,pOkV65zAAOI,inaudible,appropriate,"The video shows two people cleaning their home with the help of a cleaning expert. The cleaning expert gives them tips and tricks on how to clean their home. There is no violence, graphic content, self-harm, suicide, horror, creepy themes, loud and violent sounds, zombies, skeletons, scary masks, scary clowns, fire in dangerous settings, extremely distressing scenes, extreme stunts, fight sports, first-person shooter and battle games, weapons, sexual content, vulgar dancing, discrimination, profane or explicit language, drinking, drugs, smoking, gambling, crude humor, inappropriate clothing, or significant romantic intimacy. Therefore, the video is appropriate for young children.",['Swedish']
38,ulN4LSNaluo,excluded,appropriate,"The video shows a devotional song and dance performance dedicated to a Hindu goddess. The lyrics are in Hindi and express reverence and devotion. The visuals are colorful and festive, featuring women in traditional attire performing a dance. There is no violence, sexual content, or other inappropriate material present. Therefore, the video is appropriate for young children.",['Hindi']
39,ndAW3VgSdb4,inaudible,inappropriate,"The video contains a music performance by a band. While there is no explicit violence or sexual content, the lyrics allude to a lifestyle that may not be suitable for young children.  The lyrics mention hardship, struggles, and a focus on material possessions, which are not necessarily harmful but may not be appropriate for very young audiences. The overall tone and themes are not explicitly inappropriate, but the context and implied lifestyle could be considered unsuitable for young children.",['Spanish']
40,Gl3Kw8Zu1jY,inaudible,appropriate,"The video features a solo female artist singing and playing various percussion instruments.  The setting is a dark stage with some lighting effects. The clothing is modest (a white, loose-fitting shirt and jeans). There is no violence, sexual content, or other inappropriate material present. The lyrics appear to be about love and relationships, but are not explicit or suggestive. Therefore, the video is appropriate for young children.",['Arabic']
41,rXjhDWK-GzM,inaudible,inappropriate,"The music video contains significant romantic intimacy, including kissing.  This makes it inappropriate for young children.",['Albanian']
42,9ZpbadFMqLo,inaudible,inappropriate,"The lyrics of the song contain romantic themes and innuendos, making it inappropriate for young children.  While the visuals are not overtly sexual, the combination of suggestive lyrics and the singer's attire (though modest compared to some music videos) makes the overall content unsuitable for a young audience.",['Arabic']
43,QsDLXpIH9Cg,inaudible,inappropriate,"The lyrics contain some suggestive themes and innuendos that are not suitable for young children.  The visual content, while not overtly sexual, features a man in a dark setting, which could be considered somewhat unsettling for very young viewers. The overall mood and style of the video are not appropriate for young children.",['Arabic']
44,O85rODOt9BQ,inaudible,inappropriate,"The music video contains lyrics that may be interpreted as referencing drug use and emotional distress.  While there is no explicit violence or sexual content, the themes and potential interpretations are not suitable for young children.",['Turkish']
45,3kf_B3-z9-c,inaudible,appropriate,"The music video does not contain any violent or graphic content, self-harm or suicide, elements of horror or creepy themes, loud and violent sounds, zombies, skeletons, scary masks, scary clowns, fire in dangerous settings, extremely distressing scenes, extreme stunts, fight sports, first-person shooter and battle games, weapons, sexual content, vulgar dancing, discrimination, profane or explicit language, drinking, drugs, smoking, gambling, crude humor, inappropriate clothing, or significant romantic intimacy. Therefore, it is considered appropriate for young children.",['Spanish']
46,vYLlWWT1mCI,inaudible,inappropriate,"The music video contains several elements that would be considered inappropriate for young children.  The lyrics contain references to violence and death (""dem killing you for vanity""), and the overall tone and imagery are dark and intense.  Additionally, the video shows the artist smoking, which is another element that makes it unsuitable for young audiences.",['English']
47,ggP_MVVOxAs,irrelevant,appropriate,"This video is a family vlog showing a family's trip to Helsinki, Finland. The family visits a buffet, a kids' disco, Sea Life Helsinki, and does some shopping. There is no inappropriate content present in the video.",['Swedish']
48,fnMwCP9Wljo,inappropriate,inappropriate,"The music video contains multiple instances of suggestive dancing and romantic intimacy, including a scene where the man and woman kiss.  The video also features a man holding a gun, which is inappropriate for young children. The lyrics are in Punjabi.",['Punjabi']
49,qYzYsaX-22c,irrelevant,appropriate,"The music video is appropriate for young children. Although there are some suggestive lyrics, the overall tone and visuals are not harmful or inappropriate for children. The dance moves are not vulgar, and there is no violence, sexual content, or other inappropriate elements present.",['Arabic']
50,BXGozbc8RN8,irrelevant,appropriate,"The video contains a song in Hindi. The visuals show a group of musicians playing instruments and a male singer singing the song. There is no violent, graphic, sexual, or otherwise inappropriate content present in the video. Therefore, the video is appropriate for young children.",['Hindi']
51,WP7SVKcWJEY,irrelevant,appropriate,"The video shows Becky G receiving an award at the Billboard Women in Music Awards.  Her acceptance speech is heartfelt and inspirational, focusing on her personal journey, her family, and her community. While she does get emotional and teary-eyed, there is nothing violent, graphic, or sexually suggestive in the video. The language used is appropriate, although she does use some Spanish phrases. Overall, the content is positive and uplifting, making it suitable for young children.","['English', 'Spanish']"
52,8PtIYM7mHz8,irrelevant,inappropriate,"The music video contains elements that are inappropriate for young children. The lyrics contain the profane phrase ""the world is a f***.""  Additionally, the video depicts a destroyed city and a car crash, which could be considered distressing for young viewers. The overall tone and imagery are dark and apocalyptic, not suitable for children.",['English']
53,Gym3vzboXlY,inappropriate,inappropriate,"The music video contains scenes of violence, including multiple instances of fighting and a shooting.  There is also a scene that appears to show a man's death. The presence of weapons (guns) and violence makes this video inappropriate for young children.",['Punjabi']
54,1rAgIaxYm3A,irrelevant,inappropriate,"The music video contains vulgar dancing and inappropriate clothing. The singer is wearing a sparkly jumpsuit that reveals significant skin exposure.  The dance moves are suggestive and sexually provocative. Therefore, the video is inappropriate for young children.",['Arabic']
55,Wedg9LQnCgE,inappropriate,inappropriate,"The music video contains scenes of men fighting, and the lyrics contain suggestive themes and innuendos.  The clothing worn by the female lead in some scenes is also inappropriate for young children. Therefore, the video is inappropriate for young children.",['Punjabi']
56,iSUSSjw3RVc,irrelevant,inappropriate,"The music video contains a scene with a couple breaking up, which might be emotionally distressing for young children.  Additionally, some of the dance moves and outfits worn by the female lead could be considered suggestive or inappropriate for young audiences. The lyrics, while not explicitly profane, deal with themes of heartbreak and moving on, which may be too mature for very young children.",['Korean']
57,33PoMiGR3JQ,inappropriate,inappropriate,"The music video contains significant romantic intimacy, including hugging, kissing, and suggestive dancing.  The lyrics, while not explicitly vulgar, deal with themes of romantic relationships and longing, which are not suitable for young children. The overall tone and imagery are not appropriate for a young audience.","['Hindi', 'English']"
58,Fm9krnyIunE,inappropriate,inappropriate,"The music video contains several elements that would be considered inappropriate for young children.  These include: the repeated use of the phrase ""Rao Saab,"" which could be interpreted as glorifying a powerful figure, potentially promoting unhealthy power dynamics; scenes that depict or allude to criminal activity, including the use of crime scene tape and implied violence; and the presence of alcohol and implied drug use. The lyrics, while not explicitly vulgar, contain suggestive themes and references to potentially dangerous behavior. The overall aesthetic and style of the video, with its focus on flashy cars and a gangster-like persona, is also not suitable for young children.","['Hindi', 'English']"
59,tiOk6kAjlJs,irrelevant,appropriate,"The video is appropriate for young children. Although there is dancing, it is not vulgar. There is no violence, sexual content, or other inappropriate elements present.",['Hindi']
60,e0OpD2pjfzY,irrelevant,inappropriate,"The music video contains several elements that make it inappropriate for young children.  The visuals include a woman interacting with what appears to be a UFO, and other surreal and potentially frightening imagery. The lyrics contain the phrase ""I don't even fucking matter to her"", which is clearly profane and unsuitable for children. The overall tone and style of the video are also not suitable for young audiences.",['English']
61,c0JoY05GDww,irrelevant,inappropriate,"The music video contains men in what seems to be a Bhangra dance. While the dance itself is not inappropriate, the video shows the men drinking and smoking. This makes the video inappropriate for young children.",['Punjabi']
62,8M-tXjPGOB4,irrelevant,appropriate,"The video is appropriate for young children. The lyrics are positive and uplifting, focusing on self-acceptance and perseverance. The visuals are simple and cartoonish, and there is no violent, sexual, or otherwise inappropriate content.",['English']
63,9aJIa5iJkWM,inappropriate,inappropriate,"The video contains fight sports (boxing), vulgar dancing (twerking), and inappropriate clothing (with significant skin exposure). Therefore, it is inappropriate for young children.",['Korean']
64,LKtXc08x7Bw,irrelevant,appropriate,"This video is an educational video about app growth and user retention. It uses simple animations and graphics to explain the concepts, and the audio is clear and easy to understand. There is no violent, graphic, sexual, or discriminatory content. The language used is appropriate for all ages. Therefore, this video is appropriate for young children.",['English']
65,C5M7YUxHZZc,inappropriate,inappropriate,"The video contains a song with romantic themes and lyrics.  While the visuals are not overtly sexual, the romantic intimacy implied in the song makes it inappropriate for young children.",['Hindi']
66,QNXeE1ehBh0,irrelevant,inappropriate,"The audio contains violent sounds and the lyrics mention losing someone. The visual content shows a cartoon shark wearing a camouflage jacket. While the visual content is not inherently violent, the combination of violent sounds and lyrics in the audio makes the video inappropriate for young children.",['English']
67,Lp-VL7MxNbQ,irrelevant,appropriate,The video is a song dedicated to mothers. It shows a musical performance with a large group of children and adults. There is no inappropriate content present in the video. The song is in Bengali.,['Bengali']
68,NLeg435A9CE,irrelevant,inappropriate,"The music video contains scenes that are inappropriate for young children.  The lyrics mention wanting to die and there are scenes of a couple arguing and showing distress. While there is no graphic violence, the themes of sadness, conflict, and implied emotional pain are not suitable for young audiences.",['Punjabi']
69,2sF1WlSLvYE,irrelevant,inappropriate,"The video is an advertisement for a smartwatch. Although the product itself is not inappropriate, the advertisement uses a countdown timer creating a sense of urgency, which is a manipulative sales tactic that could be considered inappropriate for children.  Additionally, the advertisement mentions the death of the inventor's father, which is a sensitive topic that may be upsetting for young children. The advertisement is in Swedish.",['Swedish']
70,zXOoza3sxiw,irrelevant,appropriate,"The music video is appropriate for young children. There is no violent or graphic content, self-harm, horror, loud or violent sounds, weapons, sexual content, vulgar dancing, discrimination, profane language, drinking, drugs, smoking, gambling, or inappropriate clothing. The romantic intimacy is minimal and not explicit. The video features a group of young men singing and dancing in various settings, including a street, a field of flowers, and a bank vault. The overall tone of the video is upbeat and positive.",['Korean']
71,YDJcbH_HgjY,irrelevant,appropriate,"The video is appropriate for young children. There is no violent or graphic content, self-harm, horror, loud or violent sounds, or any other elements that would be considered harmful to children. The song has a positive message about self-acceptance and body positivity. While some of the clothing choices might be considered slightly revealing by some standards, it is not overtly sexual or suggestive. The dance moves are not vulgar. The lyrics do not contain any profane or explicit language, references to drugs or alcohol, or any other inappropriate content. Overall, the video is a positive and uplifting message that is suitable for children.","['English', 'Korean']"
72,Ju5fRjOJk7M,inaudible,appropriate,"The music video is appropriate for young children. There is no violent or graphic content, self-harm, horror, loud or violent sounds, weapons, sexual content, vulgar dancing, discrimination, profane language, drinking, drugs, smoking, gambling, or inappropriate clothing. The romantic intimacy is minimal and not explicit. The video features two singers performing their song in various locations, including a park and streets with colorful murals. The overall tone is upbeat and positive.",['Spanish']
73,9jKIxTegjZ4,irrelevant,appropriate,"The video shows a sunset over the ocean with palm trees. The audio is a song in Hindi, which seems to be about love and longing. There is no violent, graphic, sexual, or otherwise inappropriate content in either the visuals or the audio. Therefore, the video is appropriate for young children.",['Hindi']
74,XljKLCQgh54,irrelevant,appropriate,"The video is about the relationship between a mother and her daughter. It shows the mother's love and care for her daughter throughout her life, from childhood to adulthood. The video also shows the daughter's achievements and her eventual success. There is no violence, graphic content, or any other inappropriate content in the video. The language spoken is Hindi.",['Hindi']
75,53xUYob6o2Q,inappropriate,inappropriate,"The music video contains scenes of violence (a person is shown to be hit by a car), and significant romantic intimacy.  Therefore, it is inappropriate for young children.",['French']
76,LJIYPaDiASA,inappropriate,inappropriate,"The music video contains scenes of violence (men fighting), weapons (axe), and suggestive dancing.  The lyrics also contain suggestive themes. This makes it inappropriate for young children.",['Punjabi']
77,rss4fwYspec,inappropriate,inappropriate,"The music video contains significant romantic intimacy and the woman is shown in inappropriate clothing in several scenes. Therefore, it is inappropriate for young children.",['Punjabi']
78,9eDd9rGftA4,inappropriate,inappropriate,"The video contains significant romantic intimacy, including multiple scenes of the couple kissing.  This makes it inappropriate for young children.",['Punjabi']
79,UwPCvNkjR_w,inappropriate,inappropriate,"The music video contains several elements that would be considered inappropriate for young children.  These include the use of scary masks, potentially violent imagery (the dancers' movements and the overall dark aesthetic), and the repetition of the phrase ""yasqut"" (falls) which, in context, could be interpreted as violent. While there is no explicit gore or graphic violence, the overall tone and imagery are likely to be frightening or disturbing for young children.",['Arabic']
80,WuQPgslOExk,irrelevant,inappropriate,"The video contains lyrics that refer to heartbreak and sadness, which might be emotionally distressing for young children.  Additionally, the video features some scenes that could be considered intense or unsettling for young audiences, such as the person walking alone in dark and empty spaces. While there is no explicit violence or sexual content, the overall mood and imagery might be too mature for young children.","['French', 'Chinese']"
81,LU1wQ9xP2dI,irrelevant,appropriate,"The video shows two men, one older and one younger, singing a song together. The song is about a past love, and the lyrics are not explicit or inappropriate for children. The visuals are also not inappropriate; they show the two men in a room with a piano, and there is no violence, sexual content, or other inappropriate material. Therefore, the video is appropriate for young children.",['Spanish']
82,AtDwRIp91tc,irrelevant,appropriate,"The video shows a business presentation at a trade show. There is no violence, sexual content, or other inappropriate material present. The language used is Portuguese.",['Portuguese']
83,07JGCc2n9iQ,irrelevant,appropriate,"The video shows a woman singing in a recording studio. There is no violent or graphic content, self-harm, horror, loud or violent sounds, sexual content, vulgar dancing, discrimination, profane language, drinking, drugs, smoking, gambling, crude humor, inappropriate clothing, or significant romantic intimacy. The song is about love and relationships, and the video is simply a visual accompaniment to the song. Therefore, the video is appropriate for young children.",['Spanish']
84,tnpOnWgKW7w,inappropriate,inappropriate,"The video contains scenes of violence and weapons, making it inappropriate for young children.  The presence of a gun in one scene is particularly concerning.  Additionally, while not explicitly sexual, some of the imagery and the discussion of certain topics might be considered suggestive or inappropriate for a young audience.",['French']
85,3hJawHSCqfg,irrelevant,inappropriate,"The music video contains several elements that would be considered inappropriate for young children.  The lyrics contain suggestive themes and innuendo.  The visuals include fast driving scenes that could be perceived as dangerous or exciting, and the overall style and tone of the video are not suitable for a young audience.  The presence of suggestive dancing and the overall style of the video would also be considered inappropriate.",['English']
86,96taVO8ln7Y,irrelevant,inappropriate,The video shows two women drinking alcohol in multiple instances. This is inappropriate for young children.,['English']
87,OuUPTy4i4Oo,irrelevant,appropriate,"The video is appropriate for young children. The video features a woman singing and playing the guitar. The lyrics are in multiple languages, but they do not contain any inappropriate content. The visuals are also appropriate, showing the woman singing and playing the guitar in a bright, clean setting. There is no violence, sexual content, or other inappropriate material present.","['English', 'Hindi', 'Korean', 'Bengali', 'Japanese', 'Chinese']"
88,SVEKXcznKns,irrelevant,inappropriate,"The video contains multiple instances of romantic intimacy and the lyrics are suggestive.  Therefore, it is inappropriate for young children.",['Punjabi']
89,oUiEhA2pvGk,inappropriate,inappropriate,"The video contains fight sports (boxing), which is explicitly listed as inappropriate content for young children.  The lyrics also contain references to pain and broken hearts, which may be emotionally disturbing for some children. Therefore, the video is classified as inappropriate.",['English']
90,DqjHWE1AUOM,inappropriate,inappropriate,"The video contains significant romantic intimacy (kissing scenes) and shows a childbirth scene, which might be disturbing for young children.  The song's lyrics, while not explicitly vulgar, deal with adult themes of relationships and time passing. Therefore, it's inappropriate for young children.",['Italian']
91,mN5AuduCUCM,irrelevant,appropriate,"The video is a promotional video for the Tamil movie ""Maamannan."" While the video includes scenes of adults interacting, there is no violence, sexual content, or other elements that would be considered inappropriate for children. The lyrics of the song are in Tamil, and while some may not understand the meaning, there is nothing offensive or explicit in the lyrics or the visuals. Therefore, the video is deemed appropriate for young children.",['Tamil']
92,SKEzE5cQH6g,inaudible,appropriate,"The video contains a woman singing a song in Sinhala. The visuals show nature scenes, including mountains, forests, and a river. There is no violent, graphic, sexual, or otherwise inappropriate content present. The song appears to be a religious hymn, and the overall tone is peaceful and uplifting. Therefore, the video is appropriate for young children.",['Sinhala']
93,88-At_qSBn4,irrelevant,inappropriate,"The video contains intense choreography with some moves that could be considered vulgar.  While there is no overt violence or sexual content, the overall style and some of the dance moves might be unsettling or confusing for young children. The lyrics, though not explicitly harmful, deal with themes of destruction and obsession that are not suitable for young audiences.",['Korean']
94,J2qQM5FcDWY,irrelevant,appropriate,"The video shows two young adults talking and walking at night. There is no violence, sexual content, or other inappropriate material present. The conversation is somewhat ambiguous, but not harmful to children. Therefore, the video is appropriate for young children.",['Korean']
95,XlUrLwkXTAc,inaudible,inappropriate,"The music video contains significant romantic intimacy between a man and a woman.  There are scenes of dancing that could be considered suggestive, and the overall tone and imagery are not suitable for young children.",['Sinhala']
96,59JHu2voGZM,irrelevant,inappropriate,"The lyrics contain profane language, specifically the phrase ""I don't even fucking matter to her.""  This makes the video inappropriate for young children.",['English']
97,KWT0iPimrbA,irrelevant,appropriate,"The video shows a young woman walking around the streets of Stockholm, Sweden. She is well-dressed and the video is generally lighthearted and positive. There is no violence, sexual content, or other inappropriate material present. The song is in Arabic, and while some viewers might find the lyrics romantic, they are not overtly sexual or suggestive. Overall, the video is suitable for young children.",['Arabic']
98,v5Bi0CSfSHI,inappropriate,inappropriate,"The music video contains vulgar dancing and inappropriate clothing (significant skin exposure). Therefore, it is inappropriate for young children.",['Sinhala']
99,1Tz5ddp6_CU,child directed,appropriate,"The video is appropriate for young children. It shows a child visiting different pavilions at Expo 2020 Dubai, interacting with a robot that serves ice cream, playing carnival games, and trying on traditional clothing. There is no violence, graphic content, or any other inappropriate elements present in the video.",['English']
100,8u_jzS1APjs,inappropriate,inappropriate,"The music video contains weapons (guns), and scenes that might be considered violent.  Therefore, it is inappropriate for young children.",['Punjabi']
101,dkomGdeG6Dk,inappropriate,inappropriate,"The lyrics contain sexual innuendos and suggestive language, making it inappropriate for young children.  The visuals, while animated, accompany the suggestive lyrics and do not mitigate the inappropriate nature of the content.",['Spanish']
102,Fe0Yn8O5kNw,inappropriate,inappropriate,"The music video contains multiple scenes of significant romantic intimacy, including kissing.  There is also a scene showing a man shirtless. This content is inappropriate for young children.",['Hindi']
103,LbgSHWiAYo0,irrelevant,appropriate,"The video shows a fashion show of wedding dresses. The models are wearing elegant dresses and there is no inappropriate content. The audio is music and there is no inappropriate language. Therefore, the video is appropriate for young children.",[]
104,1VUvCY1VlIw,inappropriate,inappropriate,"The video contains significant romantic intimacy, including kissing and embracing.  This is inappropriate for young children.",['Spanish']
105,91RtI6ZG2bc,inappropriate,inappropriate,"The music video contains vulgar dancing and suggestive movements.  While there is no overt sexual content or nudity, the dancing style and suggestive choreography would be considered inappropriate for young children.",['Telugu']
106,CrM0k0bJ73Q,inappropriate,inappropriate,"The music video contains scenes of romantic intimacy and the lyrics mention alcohol.  Therefore, it is inappropriate for young children.",['Punjabi']
107,qYgly9fnr1Q,irrelevant,appropriate,"The video shows a walkthrough of a house. It does not contain any violent or graphic content, self-harm or suicide, elements of horror or creepy themes, loud and violent sounds, zombies, skeletons, scary masks, scary clowns, fire in dangerous settings, extremely distressing scenes (such as car crashes), extreme stunts (depictions of life endangering or high-risk physical activities), fight sports (such as boxing, wrestling, martial arts), first-person shooter and battle games (games intended for children over 13 should be considered inappropritae), weapons (such as firearms, explosives, swords, axes etc.), sexual content (innuendos, overt sexual behavior, nudity, sexual themes, sexual suggestiveness etc.), vulgar dancing (such as twerking etc.), discrimination (based on race/ethnicity/gender/ability), profane or explicit language (from mild words such as ""idiot"" and ""stupid"" to severe swearing, hate speech or signs), drinking, drugs, smoking, gambling, crude humour, inappropriate clothing (with significant skin exposure), significant romantic intimacy. Therefore, it is appropriate for young children.",['English']
