,Video Id,Primary Label,Predicted Label,Response,Languages
14,7ANyt4o3DaI,child directed,appropriate,"The video shows a family enjoying an aperitif together.  There is no violence, inappropriate language, or other content that would be considered unsuitable for young children. The only potentially questionable element is the presence of alcoholic beverages, but these are shown in a context of a family gathering, not as the focus of the advertisement.  The overall tone is positive and family-oriented.",['French']
15,wmV_novRLI0,irrelevant,appropriate,"The video is an advertisement for McDonald's sauces. While it shows food being dipped in sauces in a somewhat suggestive manner, there is no explicit or inappropriate content. The overall tone is lighthearted and playful, and there is nothing that would be considered harmful or offensive to young children. The language used is French.",['French']
16,pLRjAsL54UM,irrelevant,appropriate,"The video is an advertisement for bedding. It shows various beddings with different patterns. There is no inappropriate content. The audio is instrumental music. Therefore, the video is appropriate for young children.",['French']
17,DCIVu0nOh48,irrelevant,appropriate,The video shows a group of friends enjoying a sunset. There is no inappropriate content present.,['French']
18,UNIH4MDMOko,irrelevant,appropriate,"The video is an advertisement for Maybelline New York's new sunscreen. It shows diverse women in various settings, applying the product. There is no inappropriate content present. The audio is in Arabic.",['Arabic']
19,UNgTc25GfqE,irrelevant,appropriate,The video is an advertisement for Reveley Actifit cereal. It shows a person eating the cereal and highlights its nutritional benefits. There is no inappropriate content present in the video. The language spoken is French.,['French']
20,DdSY3NAtboQ,irrelevant,appropriate,"The video is an advertisement for Maybelline New York's Fit Me Fresh Tint. It features diverse women of different ethnicities and appearances using the product. There is no violence, sexual content, or other inappropriate elements present. The audio is a voiceover describing the product's features. Therefore, the video is appropriate for young children.",['English']
21,arrcOsc-DTY,irrelevant,appropriate,The video shows a mother and her baby.  There is no inappropriate content. The audio is a commercial for diapers. The overall tone is loving and gentle.,['Arabic']
22,ICTKhr95XAE,irrelevant,appropriate,"The video is an advertisement for Colgate Optic White toothpaste. It shows a woman drinking from a cup and then smiling, with a focus on her white teeth.  The ad highlights the product's effectiveness against coffee and tea stains. There is no inappropriate content present; therefore, it is appropriate for young children.",['French']
23,u7-0jdMoDiM,irrelevant,appropriate,"The video is an advertisement for a laundry product.  It shows a woman in a red dress jumping and running. There is no violence, sexual content, or other inappropriate material. The audio is a voiceover describing the product's benefits. Therefore, the video is appropriate for young children.",['English']
24,rBVi7AUjrrI,irrelevant,appropriate,"The video is an advertisement for Vinted, an online platform for buying and selling secondhand clothing.  It shows a young woman using the app to sell her clothes. There is no inappropriate content present. The audio is a voiceover explaining the app's benefits.",['English']
25,YsbcuirOiaA,irrelevant,appropriate,The video is an advertisement for Vim Liquid dishwashing soap.  It shows a bottle of the product and mentions a price reduction. There is no inappropriate content present. The language spoken is Bengali.,['Bengali']
26,DT59KQ1MNsg,child directed,appropriate,"The video is an advertisement for ""Poppers"" which seems to be a children's snack. The advertisement features a child and cartoonish visuals. The song is catchy and upbeat. There is nothing inappropriate in the video.",['Bengali']
27,Qyf5basTo4g,irrelevant,appropriate,The video is an advertisement for s'mores. It shows the ingredients and the final product. There is no inappropriate content.,[]
28,QbdcZ3_DYdw,irrelevant,appropriate,"The video is an advertisement for Surf Excel detergent. It shows a comparison between Surf Excel and a regular detergent, highlighting Surf Excel's effectiveness and value. There is no inappropriate content present in the video. The language used is Bengali.",['Bengali']
29,S8d_ntH7OSo,irrelevant,appropriate,The video is an advertisement for Pond's Bright Beauty face wash. It shows a woman using the product and highlights its benefits. There is no inappropriate content in the video. The language spoken is Bengali.,['Bengali']
30,4NFUR9vn2MU,irrelevant,appropriate,This is an advertisement for a clothing brand. It shows people shopping and carrying bags with the brand's logo. There is no inappropriate content. The audio is in Hindi.,['Hindi']
31,B0nDsGkKZQo,irrelevant,appropriate,"The video shows young people dancing and having fun.  There is no violence, sexual content, or other inappropriate material. The audio is upbeat music with a promotional message in Urdu. Therefore, the video is appropriate for young children.",['Urdu']
32,XDnwfv8zp9s,irrelevant,appropriate,"The video is an advertisement for Nestle Milk Pak Dairy Cream. It shows the cream being used in different food items, such as bread and fruit salad. There is no inappropriate content in the video. The language spoken is Urdu.",['Urdu']
33,SsVKhvrj5zs,irrelevant,appropriate,"The video is an advertisement for Tresemme Keratin Smooth shampoo. It shows a woman with smooth hair, and the audio describes the product's benefits. There is no inappropriate content present in the video.",['Hindi']
34,q3RYaK8WeOk,irrelevant,appropriate,This is a Dove hair product advertisement. The video shows a woman washing her hair with Dove shampoo and conditioner. There is no inappropriate content in this video. The language spoken is Hindi.,['Hindi']
35,TMi9bCJaHHs,irrelevant,appropriate,"This is an advertisement for Surf Excel liquid detergent. It shows a family, including young children, doing laundry and spending time together. There is no inappropriate content present in the video. The audio includes background music and a voiceover that promotes the product. The language used is primarily English, with some Hindi words or phrases possibly included.","['English', 'Hindi']"
36,Dag3bf4Jt-s,irrelevant,appropriate,The video is an advertisement for Lipton tea. It shows tea being poured into a cup and a person drinking it. There is no inappropriate content.,['Urdu']
37,vfXa8FYrrc4,irrelevant,appropriate,The video is an advertisement for Royal Canin Kitten food. It shows a kitten playing and eating. There is no inappropriate content.,['French']
38,IHcdHuAdNNQ,irrelevant,appropriate,"The video is an advertisement for Pandora jewelry. It shows a family exchanging gifts, and the overall tone is heartwarming and positive. There is no inappropriate content present. The language spoken is French.",['French']
39,-tnEqm9rric,irrelevant,appropriate,"The video is an advertisement for travel experiences. It shows various activities such as sailing, skydiving, exploring a city, dune buggy riding, and visiting an aquarium. There is no inappropriate content present. Therefore, it is appropriate for young children.",['English']
40,0V2YFTNOj1w,irrelevant,appropriate,This is an advertisement for clothing. It shows a family celebrating and wearing clothes from the brand. There is no inappropriate content.,['English']
41,j1Azv8PkzOE,irrelevant,appropriate,"The video is an advertisement for a mobile app called Free Now. It shows people using various modes of transportation, including e-scooters and bicycles. There is no violence, sexual content, or other inappropriate material present. The audio is upbeat and positive. Therefore, the video is appropriate for young children.",['English']
42,yoseoGqKc8c,child directed,appropriate,"The video is an advertisement for Jump Yard Trampoline Park. It shows children and young adults performing acrobatic feats on trampolines. There is no violence, sexual content, or other inappropriate material. The audio is upbeat and energetic, and the overall tone of the video is positive and fun. Therefore, the video is appropriate for young children.",['English']
43,aWQ-XiskDrY,inappropriate,inappropriate,"The video contains a man with minimal clothing, which is inappropriate for young children.  The ad is for perfume, but the visual elements are suggestive.",['French']
44,TZ6ryPWaI9A,child directed,appropriate,The video is an advertisement for Diamond milk powder. It shows children drinking milk and a family enjoying time together. There is no inappropriate content present in the video. The language spoken is Sinhala.,['Sinhala']
45,QpVZwIjg-r4,irrelevant,appropriate,"The video shows a man sitting on a beach, thinking.  He is wearing a light blue shirt and a dark tie. There is no inappropriate content. The audio is a question about wearing white after Labor Day. ",['English']
46,FstubBHXVZQ,irrelevant,appropriate,"The video shows children riding bikes, playing on a beach, and sitting around a campfire. There is no inappropriate content present. The audio is mostly background music.",[]
47,RZEZTd5NP4M,irrelevant,appropriate,"The video is an advertisement for a water tank.  It shows a black water tank and text describing its features. There is no inappropriate content present. The audio is a voiceover describing the product, which is also appropriate.",['English']
48,WURChfw46U8,irrelevant,appropriate,"This is an advertisement for Nescafe Classic coffee. The video shows a young girl making coffee and drinking it. There is no inappropriate content in the video. Therefore, it is appropriate for young children.",['English']
49,jlw4MLCPoWE,irrelevant,appropriate,The video is an advertisement for electrical switches.  It shows a factory production line and various switch designs. There is no inappropriate content present. The audio is a voiceover advertisement and background factory sounds. ,['English']
50,cjkYpV5t0w0,irrelevant,appropriate,The video is an advertisement for modular switches.  It shows a living room being decorated and then displays different switch options. There is no inappropriate content present.,['English']
51,5QiOO1bQc0k,irrelevant,appropriate,The video is an advertisement for Nescafe Classic coffee. It shows a man making coffee and drinking it. There is no inappropriate content in the video. The language used is English.,['English']
52,9BL7IIYINKk,irrelevant,appropriate,"The video is an advertisement for ACO skin care products. It shows a woman using the products and smiling. There is no violence, sexual content, or other inappropriate material. The language spoken is Swedish.",['Swedish']
53,IYy690eJYXg,irrelevant,appropriate,"The video is an advertisement for McDonald's El Maco & Co. It shows a hamburger, french fries, and a Coca-Cola. There is no inappropriate content. The language spoken is Swedish.",['Swedish']
54,gVSwW54UmX4,irrelevant,appropriate,The video is an advertisement for travel deals. It shows beautiful scenery and does not contain any inappropriate content for children. The language spoken is Swedish.,['Swedish']
55,J_zO_edh3is,irrelevant,appropriate,"The video shows two children playing in a field. There is no violence, sexual content, or other inappropriate material. The audio is a voiceover in Swedish advertising a vaccine.  Therefore, the video is appropriate for young children.",['Swedish']
56,OEZ5melqSdE,irrelevant,appropriate,"The video shows scenic views of nature, people hiking and enjoying the outdoors. There is no inappropriate content present.  There is no spoken language.",[]
57,BwThbXS6Wjo,child directed,appropriate,The video is an advertisement for Ritz Fresh Stacks crackers.  It uses animation and live-action footage of the product. There is no inappropriate content present. The audio is a voiceover describing the product and its suitability for a playground day.,['English']
58,VA6Jr6L9Yc8,irrelevant,appropriate,"The video is an advertisement for hair dye. It shows models with different colored hair, and there is upbeat music playing in the background. There is no violence, sexual content, or other inappropriate material present. Therefore, the video is appropriate for young children.",['English']
59,gm7Q2--7uYQ,irrelevant,appropriate,"The video is an advertisement for Pizza Hut's $6.99 Melts. It shows people eating the melts and does not contain any inappropriate content for children. Therefore, it is labeled as ""appropriate"".",['English']
60,vwD8raSjRgg,irrelevant,appropriate,The video is an advertisement for a moisturizing cream.  It shows a woman applying the cream to her face and does not contain any inappropriate content as defined in the prompt. The audio is primarily the voiceover describing the product's benefits.,['French']
61,lCqgsuPWGbk,irrelevant,appropriate,"The video is an advertisement for Chloe Eau De Parfum. It features a woman in a natural setting, and the overall tone is serene and sophisticated. There is no violence, sexual content, or other inappropriate material present. The language spoken is French.",['French']
62,s623SVMgrCM,irrelevant,appropriate,"The video is an advertisement for L'Oréal Paris Glycolic-Bright serum. It shows a woman applying the serum to her face and then smiling at the camera. The audio is in Arabic and describes the product's benefits. There is no violence, sexual content, or other inappropriate material present. Therefore, the video is appropriate for young children.",['Arabic']
63,3_HD_ndZnFQ,irrelevant,appropriate,"The video shows a cooking demonstration using a tomato sauce product.  There is no violence, sexual content, or other inappropriate material present. The language is Arabic.",['Arabic']
64,xfedYImS2Dk,irrelevant,appropriate,The video is an advertisement for a cereal bar.  It shows the cereal bar being made and someone eating it. There is no inappropriate content.,['English']
65,UX1BBLHsss0,irrelevant,appropriate,The video is an advertisement for diapers. It shows a mother interacting with her baby in a loving and caring way. There is no inappropriate content in the video. The language spoken is Arabic.,['Arabic']
66,i0M1sPrC1T4,irrelevant,appropriate,"The video is an advertisement for Google Workspace. It shows people enjoying themselves by a pool and uses Google Workspace icons. There is no inappropriate content present in the video. The audio contains upbeat music and some speech, but no inappropriate language or sounds.",['English']
67,WekZgFOHAfc,irrelevant,appropriate,"The video is a trailer for the movie ""Ruby Gillman, Teenage Kraken"".  It features cartoonish animation and does not contain any violence, gore, sexual content, or other elements that would be considered inappropriate for young children.  The only potentially questionable element is the brief scene of the main character looking sad, but this is not presented in a disturbing or frightening way. Therefore, the video is appropriate.",['English']
68,xOTa1wsic7c,irrelevant,inappropriate,"The video contains scenes of people drinking alcohol and eating food. While not explicitly violent or sexual, the overall tone and context suggest a mature audience. The presence of alcohol consumption makes it inappropriate for young children.",['unidentified']
69,6xYdOO8dSdw,irrelevant,appropriate,"The video is an advertisement for the Isle of Man Steam Packet Company. It shows scenic views of the Isle of Man, including coastal areas, a ferry, and people enjoying outdoor activities. There is no inappropriate content present in the video. The background music is upbeat and positive. The only language used is English.",['English']
70,0aDEdewRq4M,irrelevant,appropriate,"The video shows a lighthearted advertisement for workspace. It features people having fun at a company offsite, with scenes of people playing mini golf and jumping in a bouncy castle. There is no inappropriate content present. The audio is background music and does not contain any inappropriate language.",['English']
71,qjVREjzHFuQ,irrelevant,appropriate,The video is an advertisement for Pepsodent toothpaste. It shows a mother and daughter brushing their teeth with the product.  There is no inappropriate content present. The advertisement focuses on oral hygiene and the benefits of using the toothpaste. The language used is Bengali.,['Bengali']
72,RJjfACkbhv8,irrelevant,appropriate,The video is an advertisement for a skin cream. It shows a woman with dark spots and dark circles under her eyes. The cream is applied and the dark spots and circles disappear. The video is not inappropriate for children. The language spoken is Bengali.,['Bengali']
73,Ve-xhsC6DW4,irrelevant,appropriate,The video is an advertisement for Purdue University Global's online degree programs.  It features a man studying on a laptop and the university's logo. The audio is a voiceover that promotes online learning and mentions the number of programs available. There is no inappropriate content present.,['English']
74,bG7CxJwCQVA,child directed,appropriate,"The video shows a family enjoying various activities at an entertainment center, including bowling, pool, laser tag, and dining.  There is no violence, inappropriate language, or other content that would be considered unsuitable for young children. The advertisement promotes family fun and togetherness. ",['English']
75,mr7lps2J0cI,irrelevant,appropriate,The video is an advertisement for Temptations cat treats. It features a cat wearing a cape and a man offering the cat a treat. There is no inappropriate content present in the video. The language used is English.,['English']
76,E-ZiUhrhkqY,irrelevant,appropriate,"The video is an advertisement for Dawn dish soap. It shows a person using the soap to wash dishes. There is no violence, sexual content, or other inappropriate material. The language used is English.",['English']
77,_q74KMT1_Oc,irrelevant,appropriate,The video shows a woman relaxing on a float in a swimming pool. There is no inappropriate content present. The audio is a question about how 2-in-1 shampoo and conditioner works.,['English']
78,_rrErcP4E5Q,irrelevant,appropriate,The video is an advertisement for Nido Growth milk powder. It shows a young boy engaging in everyday activities and a mother hugging her son.  There is no inappropriate content present. The audio is a Hindi advertisement jingle promoting the product.,['Hindi']
79,Dr11r9Meemc,irrelevant,appropriate,"The video is an advertisement for Nido, a nutritional drink for children. It shows a young boy reaching for a book on a high shelf, emphasizing the importance of nutrition for growth and learning.  A mother and son embrace, highlighting the positive family aspect. There is no inappropriate content present. The language used is Hindi.",['Hindi']
80,L6ncifAaAU0,irrelevant,appropriate,"The video is an advertisement for Lipton Green Tea.  It shows different varieties of the tea and uses calming visuals and music. There is no inappropriate content present. The audio consists of a voiceover promoting the tea and a gentle background melody.  Therefore, it is appropriate for young children.",['English']
81,7dc20mK0yko,irrelevant,appropriate,"The video is an advertisement for Supreme, a brand of tea. It shows a family enjoying tea together. There is no inappropriate content in the video. The language spoken is Urdu.",['Urdu']
82,Lugz1-Z7Yeg,irrelevant,appropriate,"The video is an advertisement for Pond's Bright Beauty Face Wash. It features a woman with glowing skin and uses upbeat music. There is no inappropriate content present. Therefore, it is appropriate for young children.",['English']
83,hml_A7h0yQg,irrelevant,appropriate,"The video is an advertisement for Lipton Green Tea. It shows a box of the tea, some berries, and an animation of a teacup.  The audio is a voiceover that says ""Two cups everyday for healthy living."" There is no inappropriate content present in the video. Therefore, it is appropriate for young children.",['English']
84,Etvl8z6CNOg,irrelevant,appropriate,The video is an advertisement for Nestle's milk product. It shows children drinking the product and emphasizes its nutritional benefits. There is no inappropriate content present in the video. The language spoken is Urdu.,['Urdu']
85,beKT_DKihxY,irrelevant,appropriate,The video shows a family enjoying tea together. There is no inappropriate content present.,['Urdu']
86,3LZO5FIhzvo,irrelevant,appropriate,The video is an advertisement for Nestle Milk Pak Active milk. It shows a family drinking the milk and highlights its health benefits. There is no inappropriate content present in the video. The language spoken is Urdu.,['Urdu']
87,NOAq51QOdNE,child directed,appropriate,"The video is an advertisement for Nestle Cerelac, a baby food product. It shows a happy family, including a young child, enjoying the product. There is no inappropriate content present. The audio is a voiceover describing the product's benefits.",['English']
88,r2SJZir8zis,irrelevant,appropriate,"The video is an advertisement for Google Ads. It contains no inappropriate content such as violence, sexual content, or discrimination. The video shows a woman in a headset and some product images. The audio is a voiceover in French advertising Google Ads services. Therefore, it is appropriate for young children.",['French']
89,lLQs7sfJXTw,irrelevant,appropriate,"The video is an advertisement for Tapal Danedar tea. It shows the product and mentions a promotion where customers can win an Umrah pilgrimage.  There is no inappropriate content such as violence, sexual content, or harmful themes. The advertisement uses religious imagery (Kaaba) to promote the product, which is not inherently inappropriate, but could be considered culturally sensitive. However, it does not promote any harmful stereotypes or practices. The language used is Urdu.",['Urdu']
90,iUPJ00AHpMU,irrelevant,appropriate,The video is an advertisement for Hill's Science Diet cat food. It shows a cat eating the food and the packaging of the product. There is no inappropriate content present in the video. The language used is English.,['English']
91,Vp4vm73t2UY,irrelevant,appropriate,"The video shows a man doing core strengthening exercises using a Hefty trash bag as a fitness ball.  There is no violence, sexual content, or other inappropriate material present. The audio is simply the man grunting during his workout and a voiceover stating the product's slogan. Therefore, the video is appropriate for young children.",['English']
92,YSs1BYZkeiI,child directed,appropriate,"The video is a trailer for the movie ""The Little Mermaid"". It shows scenes of underwater life, mermaids, and a castle. There is no violence, sexual content, or other inappropriate material. The language used is English. Therefore, the video is appropriate for young children.",['English']
93,ad6swDchVsE,irrelevant,appropriate,The video is an advertisement for a hair dryer. It shows the product and its features. There is no inappropriate content in the video. The language spoken is German.,['German']
94,R3bOs9ovU0M,irrelevant,appropriate,The video is an advertisement for a hair styling product. It shows the product and its features. There is no inappropriate content. The language spoken is German.,['German']
95,UDL75pNyw64,irrelevant,appropriate,The video is an advertisement for YouTube Premium. It shows the YouTube interface and some of its features. There is no inappropriate content present in the video. The audio is a voiceover explaining the benefits of YouTube Premium.,['English']
96,FOb6OV_FiLQ,irrelevant,appropriate,"The video is an advertisement for Kai Aluminum. It shows the company logo and the tagline ""The better is now the best.""  There is no inappropriate content present. The background music is upbeat and there are no violent, sexual, or otherwise harmful elements. Therefore, it is appropriate for young children.",['English']
97,yVZydkgAKa0,inappropriate,inappropriate,"The video shows a gorilla and a robot fighting.  There is also a bag of chips shown in the video. While the violence is cartoonish, the presence of fighting and the implied threat still makes it inappropriate for young children.",['English']
98,stZF4lcAAjU,irrelevant,appropriate,"The video is an advertisement for a mobile phone service. It features a young man sitting on a beanbag chair, using his phone. The background is a solid orange color. Text on the screen advertises a mobile phone plan. There is upbeat background music.  There is nothing inappropriate in the video.",['Urdu']
99,AFLRSFqcqiI,irrelevant,appropriate,The video is an advertisement for an e-reader. It shows a person using the device to write and read. There is no inappropriate content present.,['Swedish']
100,e08cYB9K97c,irrelevant,appropriate,"The video shows two women sitting on a couch in an office setting, talking to each other. There is nothing inappropriate in the video. The language spoken is Swedish.",['Swedish']
101,1Vjhcjq9c8Q,irrelevant,appropriate,"The video is an advertisement for a bank. It contains no inappropriate content such as violence, sexual content, or hate speech. The only content shown is a lightbulb-shaped award and text in Swedish. Therefore, it is appropriate for young children.",['Swedish']
102,6xnbGZADld8,child directed,appropriate,"The video shows children and adults playing with toy guns in a safe and playful manner.  There is no violence, graphic content, or other inappropriate elements present. The audio is lively and upbeat. Therefore, the video is appropriate for young children.",[]
103,u9PcmUSr3TQ,irrelevant,appropriate,"The video is an advertisement for Samsung products. It shows a mother and daughter embracing, and promotes sales for Mother's Day. There is no inappropriate content present.",['Spanish']
104,KOezlfBaIHg,child directed,appropriate,"The video is an advertisement for Chips Ahoy! cookies. It features an animated cookie character performing a magic trick. The overall tone is lighthearted and playful, and there is no inappropriate content present. Therefore, the video is appropriate for young children.",[]
105,QDrNLfZe8tU,irrelevant,appropriate,"The video shows an advertisement for Garnier Ultra Doux hair products. It features a woman with long hair, showcasing the product's effects. The visuals are not violent, sexual, or disturbing in any way. The audio contains a song and some spoken words in Arabic, but there is nothing inappropriate in the lyrics or speech. Therefore, the video is appropriate for young children.",['Arabic']
106,WM0YIyL4pa8,child directed,appropriate,"The video is an advertisement for Chips Ahoy cookies. It features an animated cookie playing soccer and missing a shot. The overall tone is lighthearted and humorous, and there is no inappropriate content present.  The language used is simple and suitable for children.",['English']
107,daZaS7-HmJQ,irrelevant,appropriate,"The video is an advertisement for Always sanitary pads. It shows a woman sleeping comfortably in different positions while using the product. The audio is in Spanish and promotes the product's features, such as its absorbency and comfort. There is no inappropriate content, violence, or sexual suggestions. The video is suitable for all ages.",['Spanish']
108,j7Kx1oJPsAM,irrelevant,appropriate,The video shows a man enjoying a bowl of noodles. There is no inappropriate content present.,['Tamil']
109,Gwl3HdDkRdc,irrelevant,appropriate,"The video is an advertisement for Apoteket, a Swedish pharmacy. It shows various sunscreens and promotes a sale.  There is no inappropriate content present; the visuals are family-friendly, and the audio is a simple advertisement announcement. Therefore, it's appropriate for young children.",['Swedish']
110,ozb_fBPGe4g,irrelevant,appropriate,"The video is an advertisement for Vinted, an online platform for buying and selling used clothing.  The video shows a young woman taking pictures of her clothes to sell on the app. There is no inappropriate content present. The audio is in Swedish and promotes the app's features.",['Swedish']
111,lM01TQKLYF0,child directed,appropriate,"The video is an advertisement for a new theater show at a theme park.  The characters are cartoon animals, and the content is lighthearted and family-friendly. There is no violence, sexual content, or other inappropriate material present. The language used is Swedish.",['Swedish']
112,6ieS_k8HAjY,irrelevant,appropriate,"The video shows a young man skateboarding down a tree-lined street.  The audio contains upbeat music and a short phrase in Swedish that translates to ""We are inspired by the best to be able to give you the best."" There is no inappropriate content present; therefore, the video is appropriate for young children.",['Swedish']
113,1vYQjBJXFHc,irrelevant,appropriate,"The video shows a man brushing his teeth and drinking from a mug.  There is text on the screen in Swedish, but no other concerning content. Therefore, it is appropriate for young children.",['Swedish']
114,awjbc_gYjX8,irrelevant,appropriate,The video shows people gardening and relaxing in a garden. There is no inappropriate content.,['Swedish']
115,naWkoM1gvFg,irrelevant,appropriate,"The video is an advertisement for Dressmann, a clothing brand. It shows various clothing items, mostly shirts and shorts, and some people wearing them in different settings. There is background music, and some lyrics are audible, but they are not explicit or inappropriate for children. The overall tone and content of the video are suitable for all ages.","['Swedish', 'English']"
116,szKD0YhOyPs,irrelevant,appropriate,"The video shows a young man practicing pole vaulting. There is no inappropriate content. The only text is in Swedish and it says ""We are inspired by the best to be able to give you the best"".",['Swedish']
117,UpxUMf4i9CU,irrelevant,appropriate,"The video is an advertisement for Purina ONE Bifensis cat food. It shows a cat eating the food, and then shows the product packaging. The video also includes some text that explains the benefits of the food. There is no inappropriate content in the video. The language used is English and Swedish.","['English', 'Swedish']"
118,dPgDGrHF4-Q,irrelevant,appropriate,The video shows a couple working on a home project. There is no inappropriate content present. The language spoken is Swedish.,['Swedish']
119,4zb7Uzn5kiw,irrelevant,appropriate,"The video shows scenic views of France and promotes Bouygues Telecom's 4G and 5G network. There is no inappropriate content present. The audio is mostly background music and a voiceover in French promoting the network.  Therefore, the video is appropriate for young children.",['French']
120,Rs3CwFHRVqE,irrelevant,appropriate,The advertisement for Ricoré shows a father and child playfully dancing together.  There is no inappropriate content present. The audio is the advertisement's voiceover in French.,['French']
121,xMpgWFVXAhY,irrelevant,inappropriate,The video contains sexual content.  A close-up shot focuses on a woman's face with a substance dripping from her nose. This is suggestive and inappropriate for children.,[]
122,7T3qIOIDJ5w,irrelevant,appropriate,"The video shows three men playing video games and drinking tea.  There is no violence, sexual content, or other inappropriate material. The advertisement for Colgate Optic White toothpaste is appropriate for all ages. The language spoken is French.",['French']
123,q9BqjQZO9DI,irrelevant,appropriate,"The video is an advertisement for Colgate Optic White toothpaste. It shows a woman drinking coffee and then smiling, highlighting the product's effectiveness in removing coffee stains. There is no inappropriate content present. The language spoken is French.",['French']
124,XDrxAPGnCUs,irrelevant,appropriate,"The video shows three people, two men and a woman, who appear to be television presenters. They are professionally dressed and the setting is a studio. The audio is an advertisement for a television show called ""100% Pronos."" There is no inappropriate content in the video or audio.",['Arabic']
125,WOj4Agh7x3o,irrelevant,appropriate,"The video is an advertisement for Farfetch, an online luxury fashion retailer. It features models showcasing clothing from the brand. There is no violence, sexual content, or other inappropriate material present. The background music is generic and non-lyrical. Therefore, the video is appropriate for young children.",[]
126,CZRZQ_auuwY,irrelevant,appropriate,"The video is an advertisement for Vinted, an online platform for buying and selling secondhand clothing.  The visuals are simple, showing a young woman taking photos of clothes to list on the app, and then some lifestyle shots of people wearing the clothes. The audio is a voiceover explaining how to use the app to make extra money. There is nothing violent, sexual, or otherwise inappropriate for children in the video.",['English']
127,zRUCy6DKG0Y,irrelevant,appropriate,The video is an advertisement for YouTube Premium. It shows a young man playing the drums and using the YouTube Premium download feature to play music offline. There is no inappropriate content present in the video. The language used is English.,['English']
128,prFicXqS1OU,irrelevant,appropriate,"The video is an advertisement for YouTube Music Premium.  It shows the app interface, album art, and brief snippets of music videos. There is no violent, graphic, sexual, or otherwise inappropriate content. The audio is upbeat and the advertisement uses playful language, but nothing that would be considered inappropriate for children. ",['English']
129,xVkHIB1HR74,irrelevant,appropriate,"The video shows a group of young adults enjoying a new strawberry lemonade drink. There is no violence, sexual content, or other inappropriate material present. The audio is upbeat and cheerful. Therefore, the video is appropriate for young children.",['English']
