,Unnamed: 0,Video Id,Primary Label,Predicted Label (Child Directed or not),Responses
22,18,0PrY1FnDOB8,True,Child Directed,"The video's thumbnail features cartoonish and colorful animated characters, which are appealing to children. The title suggests a playful and imaginative theme with terms like 'Fairy Creative Cave' and 'Cartoon', indicating content designed to engage a young audience. No mature themes are indicated."
23,19,bXoa4AXKASY,True,Child Directed,"The video features colorful, cartoonish visuals and anthropomorphic animals, which are elements that commonly appeal to children. The presence of themes like 'Magic Pet Dogs' and 'Floor is Lava' are playful and whimsical, suggesting a light-hearted narrative suitable for children. Despite the potential peril with 'alligators inside our house,' it's presented in a non-threatening, animated way that's appropriate for a young audience."
24,20,c1x9tb4MXeg,True,Child Directed,"The thumbnail and title suggest that the video features cartoonish and colorful dinosaur characters engaging in playful and whimsical activities, which are elements commonly enjoyed by children. The emphasis on a 'funny dinosaur family' and 'help baby dinosaur' indicates a family-friendly and light-hearted narrative, suitable for a child audience."
25,21,CohWIxiD2E8,True,Not Child Directed,"The thumbnail shows a realistic portrayal of legs stepping over obstacles, lacking cartoonish or animated visuals typical for children. It includes items that might not be appealing to a young audience, like a realistic depiction of poop, which may not fit light-hearted or whimsical themes usually directed at children. Without additional child-oriented elements, it does not meet the criteria for child-directed content."
26,22,cWGo1tJqJXg,True,Not Child Directed,"The video title 'Wonka's Origins - Charlie and the Chocolate Factory' suggests a focus on backstory or origins, potentially appealing to older audiences interested in deeper narratives. The thumbnail with a contraption on a person’s head does not present child-appealing visuals, such as colorful or cartoonish elements. The content might include mature themes or conflicts, excluding it from being child-directed."
27,23,DT6BgaNLnhU,True,Child Directed,"The video features animated, cartoonish visuals and whimsical themes, which are commonly enjoyed by children. The title indicates that it involves a playful song and cartoon characters, suggesting light-hearted and family-friendly content, aligning with the criteria for child-directed material."
28,24,EapwjK5JszE,True,Child Directed,"The title and thumbnail suggest animated content featuring storytelling and cartoonish characters, which are appealing and appropriate for children. The format resembles bedtime stories, likely designed for young audiences, and includes playful, non-violent themes."
29,25,ELZo29FsCTA,True,Child Directed,"The thumbnail and title suggest that 'Fall Guys' is a video with cartoonish and colorful visuals, which is commonly appealing to children. The game 'Fall Guys' is known for its non-violent and playful gameplay, making it suitable for a younger audience. The mentioned 'Cinematic Trailer' likely depicts these elements in an entertaining manner for children."
30,26,eMoSqI5O9kQ,True,Child Directed,"The title 'RED SHOES AND THE SEVEN DWARFS' suggests elements of fairy tale and fantasy, which are commonly appealing to children. The animation style shown in the thumbnail appears to be cartoonish and colorful. These features align with content that is explicitly created with children as the intended audience and include child-appealing elements like fantasy creatures and playful themes."
31,27,F2W_EIdcsd4,True,Not Child Directed,"The thumbnail and title suggest that the video content might be related to a casual mobile game walkthrough. While the game visuals appear cartoonish, they include elements like bombs, which may not align with child-directed content criteria. Additionally, the elements do not strongly indicate an explicit focus on children as an audience, considering the absence of clear child-oriented educational or whimsical themes."
32,28,FcqZynKuqhI,True,Child Directed,"The video likely contains cartoonish or whimsical elements, indicated by the character turning violet, which aligns with child-appealing visuals. The playful theme suggested by the title may appeal to children's sense of humor and curiosity."
33,29,fM66POefeQA,True,Child Directed,"The title ""Wonka's First Shop - Charlie and the Chocolate Factory"" suggests content related to a well-known family-friendly story, which is generally considered suitable for children. The theme of a whimsical candy factory and fantasy elements associated with Willy Wonka are typically appealing to children. The content of 'Charlie and the Chocolate Factory' is designed for a family audience, often rated G or PG, aligning with child-directed criteria."
34,30,FoOQmnoe6DU,True,Child Directed,"The video appears to be child-directed because it features colorful and cartoonish dinosaurs and a dragon, which are appealing to children. The title suggests a light-hearted and whimsical theme with fantastical elements, and there is no indication of mature content. The animated visuals and theme of 'saving' resonate with typical child-friendly narrative styles."
35,31,Gbz1Z4eoHu0,True,Child Directed,"The video is likely child-directed as it features cartoonish 3D dinosaurs in a colorful setting, which are appealing to children. The title suggests a comedic adventure theme, aligning with family-friendly and whimsical elements. Such content is typically designed to entertain children, making it suitable for a younger audience."
36,32,gKBPKJnRlnU,True,Child Directed,"The video titled 'THE SUPER MARIO BROS. MOVIE Clips, Spots & Trailers (2023)' is likely child-directed as it features characters from the popular Nintendo franchise, which usually targets a wide-ranging audience including children. It involves cartoonish graphics and likely contains non-violent, family-friendly themes appealing to young viewers. The Super Mario franchise typically includes whimsical and playful content."
37,33,GxcGVCEEdcU,True,Child Directed,"The video titled 'The Lion and the Mouse' is likely based on a classic fable, which is educational and appropriate for children. The thumbnail features colorful, cartoonish, and anthropomorphic characters, typical of content designed for children. Such elements align with being child-directed according to the established criteria."
38,34,H9GOCS1vfDc,True,Child Directed,"The video thumbnail features animated and cartoonish characters with colorful visuals, appealing to a child audience. The game 'Fall Guys' is also known for its non-violent, family-friendly gameplay, fitting the criteria for being child-directed."
39,35,harPlrV-7-I,True,Not Child Directed,"The video title suggests that it is intended for teenagers, and while it may be a fairy tale, the specified audience (teenagers) indicates it is not designed primarily for children. The cartoonish style might appeal to children, but without more context suggesting it's suitable for younger children, it should not be labeled as child-directed."
40,36,Hh2Fk4ekBiY,True,Child Directed,"The thumbnail features an anthropomorphic cartoon character with colorful visuals, which aligns with child-appealing elements. Animated movies or clips with such characters are often suitable for family viewing, indicating that the content may be child-directed."
41,37,HHruVzAwGfk,True,Child Directed,"The video titled 'Goldilocks and the Three Bears in English | Stories for Teenagers | @EnglishFairyTales' has a thumbnail featuring colorful and cartoonish animals, specifically bears, which are appealing to children. The story 'Goldilocks and the Three Bears' is a classic fairy tale often told to children, making it designed with children as the intended audience. Despite the mention of 'Teenagers,' the primary content style and story suggest it is directed towards a younger audience as well, fitting the child-directed criteria."
42,38,Hkmj9BO-VOk,True,Child Directed,"The video thumbnail and title suggest a playful and colorful animation featuring dinosaurs and crocodiles, which are appealing to children. The elements of a 'swimming race' and 'elephant rescue' indicate a light-hearted and whimsical theme suitable for a young audience. The overall appearance and concept are consistent with entertainment designed for children."
43,39,hscsM7yVZ6c,True,Child Directed,"The video title 'ADLEY the ANiMAL DOCTOR!! Vet Clinic gone Crazy with Dr Dad & Niko! pet check up new family cartoon!' suggests it is an animated family cartoon featuring playful themes such as animal care and interactions within a family-friendly context. The thumbnail contains colorful, cartoonish visuals with anthropomorphic characters, indicating that the content is child-appealing and likely designed for a young audience."
44,40,HvsGKwzTIWY,True,Child Directed,"The thumbnail features cartoonish, animated characters which are typical elements enjoyed by children. As it's a trailer for 'DREAMBUILDERS' (2020), the film is likely to be animated and suitable for family viewing, meeting the criteria for being child-directed."
45,41,it3Td-JNc8o,True,Child Directed,"The video is likely child-directed because it features characters from a well-known, family-friendly franchise (Super Mario Bros) that appeals to children. It includes colorful, animated visuals and elements typical of animated movies suitable for children. Additionally, the Super Mario Bros content is generally known for non-violent, playful themes."
46,42,J29j9gUxSpA,True,Child Directed,"The video 'The Secret Life of Pets Trailer' features colorful, cartoonish visuals with anthropomorphic animal characters that are typically appealing to children. The content aligns with the criteria of having whimsical and playful themes suitable for family viewing."
47,43,jcu_WQgJgFo,True,Not Child Directed,"The video title and thumbnail suggest a focus on gameplay, possibly with elements that may not be child-appropriate, such as the depiction of stepping on obstacles like a poop emoji. The theme, while playful, might be more aligned with casual or humorous games for older audiences rather than explicitly being child-directed. Additionally, there's no clear indication of educational content or simplified elements aimed specifically at children."
48,44,_xkF0plKTD8,True,Child Directed,"The thumbnail features cartoonish and colorful visuals, with playful themes such as oversized footwear and whimsical elements. The game appears light-hearted, suitable for family-friendly audiences, and the title suggests it is a gameplay walkthrough, which aligns with child-appealing gaming content."
49,45,JzhGHL6Mdhs,True,Child Directed,"The video thumbnail displays cartoon-like visuals with colorful and playful imagery, which are elements commonly appealing to children. The inclusion of a fun, non-realistic setting and object interactions suggests the content is designed to be light-hearted and engaging for a younger audience. Additionally, the title suggests a game walkthrough with potentially simple and non-violent gameplay, which fits the criteria for child-friendly gaming content."
50,46,KbEzQbHZZS8,True,Child Directed,"The thumbnail depicts characters with cartoonish graphics and the title suggests a playful crossover between 'Fall Guys', a game known for its colorful and whimsical gameplay, and 'Disney's Encanto', a family-friendly animated movie. These elements are appealing to children and align with the criteria for child-directed content."
51,47,kOtsC7Iao8w,True,Child Directed,"The video features 3D cartoonish characters and a whimsical theme involving a 'Pirate Dad' and 'Fairy Adley' on an island, which suggests a playful narrative. The elements such as colorful visuals, cartoonish style, and family-friendly conflict comply with child-appealing features. Such content is likely designed to entertain children."
52,48,LfPK1IC9h3Q,True,Child Directed,"The video involves content from 'Encanto,' which is an animated movie with family-friendly themes, colorful visuals, and likely has a G/PG rating. Such elements are attractive and suitable for children, making the content child-directed."
53,49,lHSumsnr9ZE,True,Child Directed,"The video is likely child-directed because 'Fall Guys' is known for its colorful and cartoonish visuals, featuring anthropomorphic characters and whimsical themes. The content typically includes family-friendly gameplay that appeals to children."
54,50,LXtPnXbMtuQ,True,Child Directed,"The video has a cartoonish visual style and appears to tell a fairy tale story, which typically involves whimsical and playful themes. Such stories are commonly designed to appeal to children, fitting into the child-directed criteria."
55,51,lzmzZaB0kss,True,Child Directed,"The title 'Augustus Gloop Song' suggests a connection to 'Charlie and the Chocolate Factory', a story known for its appeal to children through its whimsical and playful themes. Such content is typically suitable for family viewing with colorful visuals and characters popular among children."
56,52,MehMlxlLtaU,True,Child Directed,"The title ""UGLYDOLLS \""Lou\"" Clip"" suggests it is from the movie 'UglyDolls,' which is an animated film suitable for family viewing. The thumbnail features a cartoonish character, which aligns with child-appealing elements such as colorful and animated visuals. These characteristics indicate the content is designed for children."
57,53,Mj86wPhhj9M,True,Child Directed,"The thumbnail and title ""Fall Guys Free for All Cinematic Trailer"" suggest a video game that is colorful and cartoonish. 'Fall Guys' is known for its playful, non-violent, and whimsical gameplay, which is appealing and suitable for children."
58,54,mKjOmB9grX0,True,Child Directed,"The thumbnail features a cartoonish car and helicopter, which are colorful and appealing to children. The concept of 'shape-shifting' and gameplay typical of mobile games suggests a straightforward, non-violent, and engaging theme suitable for younger audiences. These elements fit within the child-appealing category provided."
59,55,MMF-1d5af8U,True,Child Directed,"The video is likely child-directed as it features Disney princesses, which are characters traditionally appealing to children. The animated style is colorful and cartoonish, and 'Wreck-It Ralph 2' involves family-friendly content adhering to animated themes suitable for families and children."
60,56,NA75jaXcROY,True,Child Directed,"The video titled 'TURKEY FEET the Cartoon!! Adley has a Doctor visit for STiCKER POX from Dr Dad! new 3D animation' appears to be child-directed because it features elements appealing to children, such as cartoonish 3D animation, playful themes involving a doctor visit with whimsical elements ('Sticker Pox'), and light-hearted, non-violent storytelling."
61,57,nbRhQeOGU-M,True,Child Directed,"The thumbnail features cartoonish and colorful visuals with friendly-looking characters, which are elements commonly appealing to children. The mention of 'trick or treat' and 'Spider Mom' suggests a playful and whimsical theme suitable for children. Despite the 'haunted house' theme, it appears to be presented in a light-hearted manner appropriate for young audiences."
62,58,nkwRyfE67EI,True,Child Directed,"The video appears to be a clip from 'Charlie and the Chocolate Factory,' which is a family-friendly film with whimsical, fantastical elements that appeal to children. The movie is typically rated for a general audience and includes themes, visuals, and storytelling suitable for children, aligning with the child-directed criteria."
63,59,nnJbCsVQ0oM,True,Child Directed,"The video is labeled as 'Child Directed' because the title suggests a playful and whimsical theme with dinosaurs, fishing, and animated cartoons, which are typically appealing to children. The thumbnail features colorful and cartoonish characters like a pink elephant, dinosaurs, and a shark, all of which are elements that children enjoy. Additionally, the use of 3D animation can also be considered child-friendly. These factors align with criteria such as animated visuals, playful themes, and non-violent content aimed at a young audience."
64,60,NUyT3uhbS0g,True,Child Directed,"The title and thumbnail suggest that the content is based on a fairy tale and features cartoonish graphics, which are appealing to children. Fairy tales are commonly enjoyed by children and often include light-hearted themes that fit within the child-directed criteria."
65,61,oAh_1O5qG-A,True,Child Directed,"The video ""Marble Run 3D Gameplay All Levels iOS,Android NEW BIG UPDATE Ball 2048 Game New Event 2022 HS84JB"" appears child-directed due to the presence of colorful, cartoonish graphics and a simple, playful gameplay concept. These elements commonly appeal to children and fit the criteria for child-friendly video games."
66,62,oApjtkaMfAI,True,Child Directed,"The video features colorful, cartoonish dinosaurs and uses a playful and whimsical theme, which is appealing to children. The title suggests a light-hearted narrative without mature themes, making it suitable for a child-directed audience."
67,63,Od22SbgWsnw,True,Child Directed,"The thumbnail features colorful and cartoonish graphics, suggesting a playful and child-friendly visual style. The video title indicates gameplay, which appears to be simple and likely suitable for children, aligning with the child-appealing elements of non-violent and simplified gameplay. The presence of a game involving 'marble run' and 'ball' points to a whimsical and playful theme, making it appealing to a younger audience."
68,64,OMFQtY6655E,True,Child Directed,"The video titled 'Chocolate Room - Charlie and the Chocolate Factory' is child-directed because it is associated with a family-friendly movie that features whimsical themes suitable for children. The visuals in the thumbnail, which include colorful, fantasy-like elements, align with the child-appealing criteria. Additionally, the story of 'Charlie and the Chocolate Factory' is generally appropriate for children, offering a playful narrative without mature themes."
69,65,oMiayRL7Bec,True,Not Child Directed,"The video's title suggests it is intended for teenagers, which indicates an older target audience than children. While the thumbnail features cartoonish and colorful visuals that might appeal to children, the specified audience in the title ('Stories for Teenagers') suggests the content is not specifically created for children."
70,66,OpDq8kR2qZQ,True,Child Directed,"The thumbnail features cartoonish pig characters, which are likely appealing to children. The title ""Sing 'Gunter Babysits' EXTENDED BONUS CLIP"" suggests a light-hearted theme potentially involving babysitting. Such content generally fits with children's interests, with animated visuals and whimsical themes popular in family-friendly media."
71,67,PAZVp1j6LdI,True,Child Directed,"The video features colorful and cartoonish 3D animated dinosaurs and crocodiles, which are elements commonly appealing to children. The presence of playful themes and animated visuals suggests that the content is likely designed to entertain a younger audience."
72,68,pJ4bFtzUyF8,True,Not Child Directed,"The title suggests the video is related to a game focused on dinosaurs within the ""Jurassic World Evolution 2"" context. This may imply mature themes or content not typically aimed at children. There is no explicit indication from the title that the content is simplified or cartoonish, which are key indicators for being child-directed."
73,69,pos_Lh_kYsE,True,Child Directed,"The video title 'The Factory Reopens - Charlie and the Chocolate Factory' suggests a connection to 'Charlie and the Chocolate Factory,' a story widely regarded as child-friendly and appropriate for family viewing. Furthermore, the thumbnail features colorful and whimsical elements typical of content appealing to children."
74,70,pQ5GgslLgVQ,True,Not Child Directed,"The thumbnail image depicted for the video titled 'Loompa Land - Charlie and the Chocolate Factory' appears to show a scene that may not be suitable for children due to potentially dark or mature themes. While 'Charlie and the Chocolate Factory' generally has child-appealing elements, this specific thumbnail does not present the whimsical or playful visuals typically associated with child-directed content. Therefore, it does not meet the child-directed criteria as described."
75,71,QbE5JpYWhGk,True,Child Directed,"The thumbnail shows a cartoonish, colorful animated character that appears friendly and playful, which suggests the content is likely family-friendly and appealing to children. The stylized visuals and the anticipation of light-hearted themes make it suitable for children."
76,72,QhS3JwncB9E,True,Child Directed,"The thumbnail and title suggest that the video is an animated movie with anthropomorphic animals, which typically appeals to children. The colorful and cartoonish visuals are characteristic of content designed for children's entertainment. The themes are likely light-hearted and whimsical, fitting the criteria for child-directed content."
77,73,QlUNfFcBttU,True,Child Directed,"The video titled 'ENCANTO ""Luisa"" Promo' likely pertains to the animated movie ""Encanto,"" which is suitable for family viewing. The thumbnail features colorful, cartoonish graphics and characters, which are commonly appealing to children. These elements align with criteria indicating the content is intended for children."
78,74,RaDRlUB1uu8,True,Child Directed,"The Super Mario Bros. franchise is known for its family-friendly and cartoonish elements, appealing to children. Given the title ""THE SUPER MARIO BROS. MOVIE Super Bowl Trailer (2023),"" it suggests that this trailer is likely part of an animated movie suitable for a wide audience, including children, and likely features whimsical, playful themes typically seen in such content."
79,75,RzBbL6BAp_s,True,Child Directed,"The video is a clip from 'Frozen 2,' which is an animated movie with colorful, cartoonish visuals and characters like Elsa, Anna, and Olaf, appealing to children. The activity shown, playing charades, is playful and non-violent, suitable for a child-friendly audience."
80,76,r_2S3gxP9pQ,True,Child Directed,"The thumbnail and video title suggest child-friendly themes. The animated visual elements, such as colorful and cartoonish graphics, align with child-appealing elements. The playful scenario of a family haircut and spa makeover fits with non-violent and whimsical themes suitable for children."
81,77,s8uYE9r3hIg,True,Child Directed,"The thumbnail and title suggest the video relates to 'Fall Guys,' which features cartoonish graphics and playful, non-violent gameplay. These elements are appealing to children. Additionally, 'free for all' gameplay often involves fun and whimsical challenges, which fit the child-directed criteria."
82,78,SJjZXrUWKGo,True,Child Directed,"The video titled 'THE BAD GUYS All Clips, Featurettes & Trailers (2022)' appears to be child-directed. The thumbnail features animated, anthropomorphic characters which are colorful and cartoonish, appealing to children. Such visuals typically align with content designed for young audiences, often containing light-hearted and playful themes that fit within the child-appealing elements."
83,79,sU_6exHGHOU,True,Child Directed,"The content appears to be a game based on the title and thumbnail, featuring cartoonish and colorful graphics with whimsical elements such as avoiding obstacles like spikes and humorous visuals. This aligns with child-appealing elements outlined in the criteria, indicating the game is likely designed to be engaging and suitable for children."
84,80,TCaUoYC_qXI,True,Child Directed,"The video clip is from 'THE BAD GUYS' movie, which is animated and therefore potentially suitable for children. Animated movies are often created with a family audience in mind, aligning with child-directed content criteria. The colorful and cartoonish style in the thumbnail indicates that it could appeal to children."
85,81,thLeaqq3apc,True,Child Directed,"The thumbnail and title suggest the game 'Tippy Toe Game Gameplay' is child-directed. The visuals are colorful and cartoonish, featuring playful elements like a snowman and a teddy bear. The content appears to showcase a simple, family-friendly game on iOS and Android, which likely has non-violent, whimsical gameplay appealing to children."
86,82,Tu_3z8Ul7OQ,True,Child Directed,"The video title ""Candy Boat Ride - Charlie and the Chocolate Factory"" suggests a whimsical and fantasy-themed context, which is appealing to children. The imagery of a candy-themed boat ride aligns with child-friendly, cartoonish visuals. Charlie and the Chocolate Factory is known for its family-friendly and imaginative themes, typically suitable for children."
87,83,UcSQdQn21JI,True,Child Directed,"The video 'SCOOB! - 4 Minutes Trailers Compilation (2020)' features animated content involving a well-known cartoon character, which aligns with child-appealing elements such as colorful and animated visuals. The character and story are known for being family-friendly and suitable for children."
88,84,uiHakl7zSrU,True,Child Directed,"The video is labeled as 'Child Directed' because it features cartoonish and colorful characters such as elephants and dinosaurs, which are typically appealing to children. The title suggests playful themes of building and surprise eggs, which are commonly associated with child-friendly content. The whimsical setting in a forest with fantasy creatures and non-violent story elements fit the criteria for child-appealing elements."
89,85,vHZkHJA16NI,True,Child Directed,"The video titled 'Prince Pondicherry's Chocolate Palace - Charlie and the Chocolate Factory' suggests a scene from a movie that is generally regarded as suitable for children, with whimsical and fantastical themes. Such content is likely to appeal to children due to its imaginative and playful nature."
90,86,VthTaODYLEE,True,Child Directed,"The thumbnail features colorful, cartoonish graphics with animated characters, a mermaid, and playful elements. The title suggests a whimsical and fantasy-themed narrative, likely appealing to children."
91,87,W8lvGQZbRJs,True,Child Directed,"The video 'Fall Guys Sunken Secrets Gameplay Trailer' features colorful and cartoonish graphics, which are appealing to children. The game 'Fall Guys' is known for its non-violent and playful gameplay that aligns with the whimsical and light-hearted themes often enjoyed by young viewers. These elements suggest the content is designed to be family-friendly and suitable for children."
92,88,xcKD3yLOJbo,True,Not Child Directed,"The video title contains 'Stories for Teenagers,' indicating that it's targeted towards a teenage audience rather than children. Although the thumbnail features colorful and cartoonish visuals, the intended audience mentioned in the title suggests it is not explicitly created for children or contains child-appealing elements for a younger audience."
93,89,Y73yweRXBZU,True,Child Directed,"The video titled 'UGLYDOLLS ""UglyDog"" Clip' appears to be child-directed based on the thumbnail and title. The content likely features animated characters, which are appealing to children. The use of a cartoonish style and the focus on an 'UglyDog' suggests a playful theme that fits within the criteria for child-directed content. Additionally, the 'UglyDolls' franchise is known for being suitable for family and children viewing."
94,90,YaM4GHbEw8U,True,Child Directed,"The video likely relates to 'Charlie and the Chocolate Factory', which is known for being a whimsical and family-friendly story. The presence of 'Mike Teavee', a character from the story, suggests that the content involves themes appealing to children, such as fantasy elements and playful storylines suitable for a younger audience."
95,91,yDWwz3wZFVg,True,Child Directed,"The video appears to be child-directed as it features cartoonish graphics and whimsical elements, such as a child detective, colorful cats, and playful animated visuals. The presence of a child character and the involvement of family members in a playful, non-violent story support this conclusion, appealing to children."
96,92,YfsjUrIcnjc,True,Child Directed,"The video titled 'ENCANTO Promo' likely corresponds to the animated film 'Encanto,' which is suitable for family viewing. The thumbnail features animated characters and colorful visuals, commonly appealing to children. Based on these elements, the content is designed to be child-friendly."
97,93,YG7AM4e2I_g,True,Child Directed,"The thumbnail shows a cartoonish, colorful character in a whimsical setting, which aligns with child-appealing elements such as animated visuals and playful themes. ""Fall Guys"" is known for its non-violent, family-friendly gameplay."
98,94,YSPT1-AibmA,True,Child Directed,"The video's title 'BEDTiME STORiES 📚 Pirate Pool, Finding Niko, Zombie island, and Fairy Glitter Fun with Adley & Dad' suggests child-directed content as it includes elements like bedtime stories, fantastical themes (pirates, fairies), and playful adventures. The thumbnail depicts cartoonish, animated visuals which are appealing to children."
99,95,zEKV3uMbVCY,True,Child Directed,"The title 'UGLYDOLLS Movie Clips & Trailers Compilation' suggests content related to an animated movie. UglyDolls is known to be an animated film with cartoonish characters which appeals to children. It likely features colorful visuals and whimsical themes suitable for a family audience, aligning with the criteria of being child-directed."
100,96,zEnppRdS7Jw,True,Child Directed,"The thumbnail and title suggest an animated featurette with cartoonish characters that likely aligns with the child-appealing elements, such as colorful and animated visuals. The theme of 'villains' is portrayed in a light-hearted, cartoonish manner, suitable for children, adhering to family-friendly and non-violent storytelling commonly found in child-directed content."
101,97,zUXEEsHqEiY,True,Child Directed,"The video 'SING 2 All Clips, Featurettes & Trailer (2021)' is likely to be child-directed because the Sing series is an animated film franchise known for its colorful and cartoonish visuals, featuring anthropomorphic animal characters. These elements are typically appealing to children. The movie series includes music and humorous themes suitable for family and young audiences. Additionally, Sing 2 is likely to carry a family-friendly rating like its predecessor, making it appropriate for children."
102,98,2-xCEz6bEaY,False,Not Child Directed,"The content is about a legal analysis of the Menendez brothers' resentencing, which is not designed for children and does not contain child-appealing elements like colorful visuals, cartoonish characters, or playful themes. It involves mature themes related to crime and legal proceedings."
