Video Id,Primary Label,Predicted Label,Response,Languages
EDn5Wo8okXk,inappropriate,inappropriate,"The audio transcription contains aggressive and potentially harmful language (""Stop that"", ""Out of here"", ""Move too quick"").  While the visuals show gameplay footage, the combination of aggressive audio and the potential for violent content within gaming videos (especially considering the genre is not specified) makes this video inappropriate for children. The context suggests the recording might be gameplay footage of a video game, and some games within this genre could contain violent content such as fighting scenes or weapons. ",['English']
HoftgNuj8bE,inappropriate,inappropriate,"The audio transcription contains repetitive phrases that could be interpreted as concerning, and the visual content, although not overtly explicit, is unclear and could be suggestive. Therefore, the video is labeled inappropriate.",['multiple']
Fm9krnyIunE,inappropriate,inappropriate,"The audio transcription contains violent lyrics, threats, and references to criminal activities.  The visuals depict a gangster-themed music video with scenes that could be interpreted as violent or suggestive. The combination of lyrics and visuals makes this content inappropriate for children.",['Hindi']
4vW9a2tgiS8,inappropriate,inappropriate,"The video is inappropriate for children due to its themes of violence and horror. The audio transcription mentions ""deliberate attacks on humanity"" and ""intelligent life force"", suggesting a threat to human safety. The visuals in the grid show scenes of hazmat suited personnel, a disturbing marine creature, and dramatic shots suggesting danger.  This content is likely to scare and disturb young viewers.  The inclusion of intense imagery associated with a horror or thriller genre warrants an inappropriate label.",['Swedish']
dRje7cZhls4,inappropriate,appropriate,"The video shows scenes from the movie ""Avatar: The Way of Water."" While the movie itself contains some action and fantasy elements, the provided stills and transcription do not depict any content that would be considered inappropriate for children. The Swedish language transcription focuses on the movie's release on Disney+. Therefore, the video is labeled as ""appropriate.""",['Swedish']
bQjXXzdEnMw,inappropriate,inappropriate,"The video contains elements that could be considered inappropriate for children. The audio transcription includes phrases such as ""machine of violence"" and threats like ""I'm taking away your Gundam and your bride.""  The visual elements depict battles and fighting robots, which might be considered violent.  While the violence is cartoonish, the combination of threatening language and battle scenes makes the content potentially inappropriate for a younger audience.",['English']
3qI0-3VufZ0,inappropriate,appropriate,"The video appears to be a fashion advertisement for Mugler perfume.  While there are some scenes that might be considered intense (such as the comet and the woman floating in space), there is nothing inherently inappropriate for children. There is no violence, sexual content, or other elements listed as inappropriate criteria.  The audio transcription includes only product names and what seems to be brand slogans. The use of space as a theme is stylistic and not inherently inappropriate. The clothing is stylish, but not overly revealing or inappropriate.",['French']
0-fFJP7nye4,inappropriate,inappropriate,"The video is inappropriate for children because it promotes alcohol consumption. The video shows several scenes of people drinking Ricard, and the text on the screen emphasizes that the video is not intended for viewers under 18.  In addition, the repeated phrase 'L'abus d'alcool est dangereux pour la santé, à consommer avec modération' (Alcohol abuse is dangerous for health, consume in moderation) is a warning about the dangers of alcohol. Therefore, the content is inappropriate for children.",['French']
Wedg9LQnCgE,inappropriate,inappropriate,"The audio transcription reveals repetitive phrases suggestive of obsession and potential stalking, along with mentions of self-harm and drug addiction.  The lyrics include phrases such as ""I'm stuck with you forever,"" ""I'm a black sheep of the rich,"" and ""I'm a drug addict."" The repeated line ""I'm not a black girl"" is unclear but potentially relates to racial identity issues or self-esteem problems. The references to weapons (""I'm a gun of the Wembley"") and violence add to the concerning nature of the content. While the visual content of the video is not directly provided for analysis, given the disturbing nature of the audio, the video is likely inappropriate for children.",['English']
5IweIDfW_Ws,inappropriate,inappropriate,"The audio transcription contains repetitive phrases and sounds that might be considered nonsensical or distracting for children. While the video itself appears to depict artistic scenes, the lack of clear narrative combined with the unusual audio could make it confusing or unsettling for younger audiences.  The nature of the audio is repetitive and could potentially trigger sensory overload in some children.  Therefore, the video is classified as inappropriate.",['English']
4nWFHckih18,inappropriate,appropriate,"The video shows a montage of seemingly unrelated scenes, some of which are energetic and fun (e.g., snowboarding, a high-five), others more muted and reflective (e.g., people in a home).  The audio transcription is conversational and doesn't contain any violent, sexual, or otherwise inappropriate content.  Therefore, the video is appropriate.",['English']
nZ_ChJpufrc,inappropriate,inappropriate,"The video is inappropriate for children due to the presence of profane language, such as ""What the ****?"", ""f***ing"", and other instances of swearing throughout the audio transcription. Additionally, the video's content involves a dispute over a substantial sum of money (£10,000), with accusations of swindling and theft, making it unsuitable for younger audiences. The context and the discussion about money dealings could be confusing and potentially misleading for children.",['English']
D0nEtDS9PuY,inappropriate,inappropriate,"The video is inappropriate due to the presence of profane language (such as ""f***ing,"" ""b****es,"" ""hell,"" and other explicit terms), sexual innuendos (e.g., discussion of open relationships, Valentine's Day activities), and suggestive content related to relationships and intimacy.  While there's no graphic violence, the explicit language makes the content unsuitable for children.",['English']
JQxxxHmFyj0,inappropriate,appropriate,"The video contains dancing scenes and some mild suggestive lyrics, but it does not contain any violent, graphic, sexual, or other inappropriate content that would make it unsuitable for children. Therefore, it is labeled as ""appropriate"".",['English']
XUuIuxWuTNw,inappropriate,inappropriate,"The audio transcription contains romantic themes and the video shows a couple engaged in romantic activities, which could be inappropriate for children. The repeated phrase ""For you, channa"" and other romantic lyrics suggest romantic intimacy. The visual content, while not overtly sexual, depicts scenes suggestive of a romantic relationship. Therefore, the content is inappropriate for children.",['Punjabi']
opNK4iEb5RI,inappropriate,inappropriate,"The video contains a song with lyrics expressing pain and mental distress, along with scenes that suggest a troubled relationship. While there is no explicit violence or sexual content, the themes of mental health struggles and potential relationship problems could be distressing to younger viewers. The song's repetition of ""crazy heart"" and ""pain"" contributes to the overall emotional intensity. Therefore, the video is considered inappropriate for children.","['Bengali', 'English']"
Vbwrsqdoy4k,inappropriate,inappropriate,"The video contains fight sports (boxing), which makes it inappropriate for children.",['Bengali']
oP70SLOh5Ow,inappropriate,inappropriate,"The audio transcription contains explicit sexual content and references to drug use.  The visuals, while not overtly graphic, depict suggestive dancing and nighttime scenes that add to the overall inappropriate nature of the content. The combination of lyrics and visuals makes this video highly unsuitable for children.",['Spanish']
s8QapmBahDo,inappropriate,inappropriate,"The video shows a woman who has lost toes due to Buerger's disease, a condition caused by smoking.  The audio transcription includes a message about quitting smoking and provides a helpline. While not explicitly graphic, the visual of the woman's affected feet and the discussion of a serious smoking-related illness could be upsetting or disturbing to children.  The mention of smoking, while indirectly related to health consequences, is also an inappropriate topic for children. Therefore, the video is labeled inappropriate.",['en']
14G6xHIQn3o,inappropriate,inappropriate,"The video is inappropriate for children due to the presence of sexual suggestiveness in the audio transcription (""So you can get back to feeling sexy, fast. Because no one feels sexy with allergies."") and the overall visual aesthetic, which is heavily stylized with suggestive imagery of women in revealing clothing.  The setting, lighting, and poses of the models contribute to a sexually suggestive atmosphere, making it unsuitable for a child audience.",['English']
Ko_MFKNR5Y4,inappropriate,inappropriate,"The video is inappropriate for children due to the mention of smoking, COPD, lung transplant, and death.  The visual content shows a person who appears unwell, which may be upsetting for children.  Additionally, the audio transcription directly mentions death and discusses the speaker's health issues in detail. These themes are not suitable for a child audience.",['English']
QpnHaKNCaT0,inappropriate,appropriate,"The video shows a man using work gloves and tools. The audio describes the product and its use for protection during tough jobs. There is no violence, graphic content, or any other elements that would make it inappropriate for children.  The language used is simple and straightforward, and the overall tone is positive and promotional.",['English']
molj3XMlR7w,inappropriate,appropriate,"The video is a Dolce & Gabbana Light Blue Summer Vibes advertisement. It depicts romantic scenes on a beach with couples embracing.  There is no violence, gore, self-harm, horror, extreme stunts, weapons, sexual content, discrimination, profane language, drug use, or other inappropriate content present.  The audio consists of an apology for an interruption, which is not inappropriate. Therefore, it's appropriate for children.",['English']
WhQfqd5WpE0,inappropriate,inappropriate,"The provided video and transcription contain elements that may be considered inappropriate for children.  While there is no explicit violence or sexual content, the lyrics include repetitive phrases that lack clear context, potentially making the video confusing for young viewers.  Further, the overall aesthetic of the music video, featuring a large group of people dancing in formal attire, could be deemed unsuitable for younger audiences due to its lack of child-friendliness and potential for misinterpretation. The repeated phrase 'You are in my heart' could be interpreted as unsettling. The video's fast-paced nature, combined with the repetitive lyrics and upbeat music, might be overly stimulating for younger children.","['Punjabi', 'English']"
6zP_KnLDHGY,inappropriate,inappropriate,"The video contains scenes of violence (people with weapons, a person wielding a baseball bat), and the lyrics include threats (""Don't talk like that, you're a threat to the world"", ""We'll kill you, we'll definitely kill you"").  These elements make the video inappropriate for children. ","['Punjabi', 'English']"
lvyHA4UmEVw,inappropriate,inappropriate,"The audio transcription includes romantic expressions and the repeated phrase ""I made you mine,"" which suggests romantic intimacy.  While the visuals aren't explicitly sexual, the combination of romantic dialogue and the overall mood depicted in the video could be considered inappropriate for children. The video also contains scenes that could be interpreted as suggestive. ","['Urdu', 'English']"
_uXmL3GjnIc,inappropriate,inappropriate,"The audio transcription contains intense and confusing dialogue suggesting a conflict or misunderstanding, possibly involving legal or criminal matters.  Phrases like ""fraud,"" ""illegal,"" ""stolen thing,"" and ""lawyer"" raise concerns.  While the visual context is not fully clear from the provided images, the overall tone and content strongly suggest a level of maturity exceeding what is appropriate for children.  The dialogue is fast-paced and emotionally charged, making it potentially confusing and disturbing to younger viewers. Therefore, the video is labeled as inappropriate.",['Korean']
XzD2wrCtIGY,inappropriate,inappropriate,"The audio transcription contains sexually suggestive lyrics, including references to intimacy and body parts.  The video, while not overtly sexual, depicts romantic intimacy and scenes suggestive of a relationship.  Together, these elements make the video inappropriate for children.",['Spanish']
cAMHx-m9oh8,inappropriate,inappropriate,"The audio transcription contains repetitive phrases and seemingly nonsensical lyrics, which could be confusing or unsettling for children.  While the video itself does not show extreme violence or sexual content, it presents a dark and mysterious atmosphere with dimly lit scenes and emotional intensity that may be disturbing for young viewers.  The overall tone and themes are not suitable for children.",['English']
BHLVY4NNF6A,inappropriate,appropriate,"The video shows romantic scenes, but there is no explicit sexual content, violence, or other inappropriate elements. The lyrics mention love and flowers, which are not harmful. Therefore, the video is considered appropriate.",['Punjabi']
osPUC2K7tNs,inappropriate,inappropriate,"The audio transcription contains romantic themes and the visual content shows a wedding ceremony with significant romantic intimacy. Based on the criteria, this video is inappropriate for children.",['Hindi']
m3MI_GZk2Xs,inappropriate,appropriate,"The video demonstrates the proper use of an AED and CPR.  There is no violence, inappropriate language or any other content that would make it inappropriate for children. The audio transcription simply says 'Thanks for watching!', which is innocuous. Therefore, it's appropriate.",['English']
kVjk1W65B04,inappropriate,inappropriate,"The video contains elements that are inappropriate for children. The audio transcription includes references to violence (""The brave and the honest will be imprisoned"", ""The enemy is crushed"", ""I use the shadow to continue to bomb""), rebellious behavior (""Break through the barriers, break through the rules, don't be afraid""), and potentially suggestive lyrics (""Big butts in the air""). The visual content shows dancers in what appears to be a concert setting, some of whom are wearing outfits that might be considered revealing or inappropriate for children.  Given the combination of lyrics, themes, and costuming, the video is deemed inappropriate for children.","['Chinese', 'English']"
yVPzFqioARY,inappropriate,inappropriate,"The audio transcription contains suggestive lyrics about marriage and love, and phrases such as ""My husband is yours"".  While the visuals don't show anything overtly explicit, the combination of suggestive lyrics and romantic intimacy makes the video inappropriate for children. The lyrics express a willingness to break promises and manipulate relationships which are inappropriate themes for young audiences. The video should be labeled as inappropriate.","['Punjabi', 'English']"
B1z2h_tZZq0,inappropriate,inappropriate,"The audio transcription contains potentially offensive language and references to violence (""shooter"", ""snow""). While the visual content alone does not seem overtly inappropriate, when combined with the lyrics, it is inappropriate for children.  The use of Punjabi and English makes it more accessible to a wider audience, including children.","['punjabi', 'english']"
5YUAQh0NemA,inappropriate,appropriate,"The video shows a couple romantically interacting in various locations.  The lyrics of the song express love and commitment. While there is significant romantic intimacy, there's nothing violent, sexually explicit, or otherwise inappropriate for children based on the provided image and lyrics. Therefore, it's labeled as appropriate.",['english']
mxrZqIA4660,inappropriate,inappropriate,"The video promotes gambling, which is inappropriate for children.  The audio transcription mentions a bonus of 42,000 Taka, and encourages sign-up, clearly indicating gambling-related content.  Therefore, the video is inappropriate for children.",['Bengali']
evRZzTpdX0E,inappropriate,inappropriate,"The audio transcription reveals themes of love, loss, and mental health struggles, including panic attacks and suicidal ideation.  The lines ""Oh, I'm released from my hands My eyes are broken again How do I settle my heart? How do I connect my pieces to myself? How do I convince my heart? If not thousands, at least one can be given."" suggest intense emotional distress. While there is no explicit violence, suicide is a sensitive topic inappropriate for children.  The images are dark and moody, adding to the overall unsettling tone.  The combination of the dark imagery and the emotionally intense dialogue make it inappropriate for children.","['Hindi', 'English']"
cLXbzi8rC7s,inappropriate,inappropriate,"The video contains depictions of a car crash and injuries, which may be disturbing for children.  The audio transcription mentions injured children and the emergency response to a car accident, which includes graphic descriptions of the rescue efforts. These elements align with the criteria for inappropriate content for children, specifically ""extremely distressing scenes"" and descriptions of injuries. The language used is French.",['French']
q41N_5Yy_-E,inappropriate,inappropriate,"The audio transcription contains repeated phrases and lyrics that, without further context, may be considered suggestive and repetitive.  The visual content shows romantic scenes between a man and a woman.  Although there is no graphic violence or nudity, the combination of suggestive lyrics and romantic context may still be deemed inappropriate for children.  The song appears to be in Punjabi.",['Punjabi']
c_kqo39UIr8,inappropriate,inappropriate,"The video depicts a wartime setting with scenes of people hiding, suggesting a dangerous and potentially violent situation.  The audio transcription expresses fear and desperation, further supporting the idea of a potentially traumatic experience.  The overall tone and imagery suggest the video is not suitable for children due to its mature theme of war and survival.",['French']
DoOweIO2Czc,inappropriate,inappropriate,"The audio transcription contains references to weapons (""I have a pistol in my dashboard""), drug use (""My hookah is going to my friend's""), and sexual innuendo (""My black thong is going to my friend's"").  The visuals, while not explicitly showing any of these actions, are set in a courtroom which adds a concerning context to the lyrics. The combination of the lyrics and the setting makes the video inappropriate for children.","['Punjabi', 'Hindi', 'English']"
2ORtf3b2NJU,inappropriate,appropriate,"The video shows a size comparison of various monsters from a game.  There is no violence, sexual content, or other inappropriate material present. The audio transcription only lists the names of the monsters and their sizes. Therefore, the video is deemed appropriate.",[]
tYKduNKGmUI,inappropriate,inappropriate,"The audio transcription includes references to drug use and possibly sexual behavior (""If I have to give gold to a girl Then I throw it away I'm not a lover...""), making it inappropriate for children.  While the visual context is unclear without actually viewing the video, the audio alone warrants an 'inappropriate' label.",['undetermined']
q-NVK13mzcA,inappropriate,inappropriate,"The audio transcription contains repetitive phrases like ""I'm a girl"" and ""I can't lie"", which, combined with the visual content showing suggestive dancing and suggestive clothing, could be seen as sexually suggestive and inappropriate for children.  The Punjabi lyrics, while not explicitly translated, appear to be related to dancing and celebration.  However, when viewed in context with other factors, the overall effect renders the video inappropriate for a young audience.","['English', 'Punjabi']"
dpUO2FpSNT4,inappropriate,inappropriate,"The video contains scenes of weapons, including handguns and AK-47s, and depicts activities that could be considered dangerous, such as handling explosives and firearms. Additionally, there are scenes of simulated combat, including hand-to-hand fighting and shooting exercises. Given the explicit display of weapons and dangerous activities, coupled with the potential for the video to glorify or promote such behaviors, it is considered inappropriate for children.",['Vietnamese']
qWFcB3ZqYpQ,inappropriate,appropriate,"The video contains romantic themes, but there is no explicit sexual content, violence, or other inappropriate elements for children. The lyrics mention love and longing, but the visuals are not overly suggestive or explicit. Therefore, the video is considered appropriate.","['Tamil', 'English']"
hRyFE5xFjfY,inappropriate,inappropriate,"The audio transcription contains repeated phrases and lyrics which are nonsensical and potentially concerning.  The video itself shows a woman repeatedly sitting on a throne, which along with other elements in the video, suggest some level of arrogance or self-importance. While there is no overt violence, sexual content, or hate speech, the overall tone and content may be unsettling or confusing for children and the lack of clear narrative or purpose makes it potentially unsuitable for them.","['Punjabi', 'English']"
CrM0k0bJ73Q,inappropriate,inappropriate,"The lyrics contain suggestive themes and innuendos.  The repeated lines about drinking and the overall tone of the song suggest a sexual undertone. While there is no overt nudity or sexual activity depicted in the images, the combination of visuals and lyrics makes the video inappropriate for children.",['Punjabi']
fnMwCP9Wljo,inappropriate,inappropriate,"The video contains scenes of dancing that could be considered vulgar, and the lyrics include suggestive language and themes.  The overall tone and content are not suitable for children. ","['Hindi', 'English']"
BqQRPRNRZ3U,inappropriate,appropriate,"The provided video frames show scenes of people interacting in various settings, including street scenes and a couple sitting together.  There is no evidence of violence, self-harm, horror, sexual content, discrimination, or other inappropriate elements mentioned in the guidelines. The audio transcription is romantic and sentimental in nature, expressing love and gratitude, without any explicit or offensive language. Therefore, the video is considered appropriate.",['undetermined']
iU2rMRZcn1U,inappropriate,appropriate,"The video appears to be a music video with romantic themes. While there is some physical affection displayed, it's not explicit or overtly sexual. The lyrics, as transcribed, are focused on love and longing, without any vulgarity or harmful themes.  The overall tone and content suggest that the video would be appropriate for most audiences, without any elements that are typically considered inappropriate for children.  There is no violence, graphic imagery, or other elements listed in the provided guidelines.",['Telugu']
KrckpFsWK_A,inappropriate,inappropriate,"The audio transcription contains some violent themes such as ""the city of Ziva is on fire"" and mentions conflict and fighting between people.  The video itself shows scenes of a crowded area, which may be interpreted as a potentially dangerous place.  Therefore, the combination of audio and visual aspects makes it inappropriate for children.",['Urdu']
M880b1yqy4s,inappropriate,inappropriate,"The audio transcription contains repetitive and obsessive phrases expressing intense longing and desperation, which could be interpreted as concerning.  While the video shows a woman running through a field, the context of the lyrics creates a disturbing overall impression. The combination of the lyrics and visual elements makes the video inappropriate for children.",['English']
Izl2dIW8f-E,inappropriate,inappropriate,"The audio transcription contains romantic lyrics and phrases such as ""you are my life, my love"", ""you are my only support"", and mentions of ""beloved"".  The video scenes depict romantic interactions between couples, including kissing and intimate moments. This combination of romantic lyrics and visuals clearly indicates a level of significant romantic intimacy, which would render the video inappropriate for children based on the provided criteria.","['Hindi', 'English']"
9neRRdw6d0A,inappropriate,inappropriate,"The video contains images of violence and war, which is inappropriate for children.  The lyrics of the song are also violent and include references to weapons. The overall tone and imagery are disturbing and not suitable for young audiences. The presence of skeletons in Halloween costumes, though not inherently violent, contributes to the overall unsettling atmosphere.","['Punjabi', 'English']"
slniKxBEVSA,inappropriate,inappropriate,"The video contains significant romantic intimacy, shown through close embraces and romantic scenes between the couple.  The lyrics also contain romantic expressions and phrases which are not appropriate for children. Therefore, it is inappropriate.","['Punjabi', 'English']"
10NuWGwQBIk,inappropriate,appropriate,"The provided video game screenshots do not depict any violent, graphic, sexual, or otherwise inappropriate content. The audio transcription mentions going to another room and an apology, which are not inherently inappropriate. The cartoonish graphics are not excessively violent or scary. Therefore, the video is deemed appropriate.",['English']
VWnq7XrJ7Ys,inappropriate,appropriate,"The video shows a person preparing a meal outdoors, including cutting vegetables and preparing seafood. There is no violence, sexual content, or other inappropriate material. The audio transcription is a simple recipe explanation. Therefore, the video is appropriate.",['English']
Lrgk65yn3d8,inappropriate,inappropriate,"The audio transcription contains lyrics expressing remorse and regret over a failed relationship. While the lyrics themselves don't contain explicit content, the visual content seems to depict emotional distress and sadness. The video's color grading is dark and somber, contributing to an overall melancholic tone.  While not overtly graphic or violent, the intense emotional content might be upsetting to younger viewers. The combination of these factors makes the video inappropriate for children.","['Hindi', 'Punjabi']"
zLE2AdYO0M4,inappropriate,inappropriate,"The provided video is inappropriate for children due to several factors. The lyrics contain suggestive language and innuendos, particularly the lines mentioning ""cocks"" and ""mocks.""  While the visuals don't explicitly show sexual content, the overall tone and the lyrics create an environment that is not suitable for younger audiences.  The lyrics also mention alcohol and partying. Additionally, the repeated phrase ""I'm a boy"" in the audio transcription is a bit strange, and, depending on context, might indicate an immature or sexually suggestive implication. The visuals depict scenes with young adults driving fast cars and engaging in behavior that might be seen as reckless. Overall, the combination of suggestive lyrics and potentially risky behaviors depicted in the video makes it inappropriate for children.","['Punjabi', 'English']"
YMFtTWhzH2k,inappropriate,inappropriate,"The video contains romantic intimacy and is therefore inappropriate for children.  The audio transcription includes lyrics that are not explicitly sexual, but the visual elements show a couple interacting in a romantic way, which is considered inappropriate for a children's video. The presence of both Hindi and English suggests a potential for broader reach and exposure.","['Hindi', 'English']"
0p0Ip9K09B4,inappropriate,inappropriate,"The audio transcription contains a lot of repetition of the phrase ""I have been fighting with my friends"", which could be interpreted as indicating conflict and aggression.  Additionally, some phrases in the transcription seem to suggest romantic themes and potential innuendos. While the visuals alone may not be overtly inappropriate, the combination of the repetitive aggressive phrases in the transcription and the suggested romantic themes makes the video inappropriate for children.","['punjabi', 'english']"
pMCk7IX19WQ,inappropriate,inappropriate,"The song lyrics contain suggestive and romantic themes, making it inappropriate for children.  The repeated reference to 'boys are like kings of the palaces' and 'kisses' coupled with the description of the singer's appearance and the overall romantic tone of the song, points toward a romantic theme. The visual content appears to be a music video featuring a male singer; there is nothing overtly inappropriate visible in the provided images, however, the audio transcription shows the content is not suitable for children.",['Hindi']
ZelVyOCWqAU,inappropriate,appropriate,"The video shows scenes of people in a city setting, with no violent or graphic content, self-harm, horror elements, loud or violent sounds, weapons, sexual content, discrimination, or profane language.  The lyrics are a song and while some lines might be interpreted as slightly suggestive, there is no overt sexual content or harmful behavior. Overall, the video and lyrics do not contain any elements that would render it inappropriate for children.",['English']
f2bUS3lnpbA,inappropriate,appropriate,"The video shows a romantic scene between a man and a woman, dressed in traditional clothing. The lyrics are romantic and do not contain any explicit or inappropriate content.  There is no violence, sexual content, or other elements that would make it inappropriate for children. Therefore, it is considered appropriate.",['Arabic']
TZNRLDrwtI8,inappropriate,inappropriate,"The audio transcription contains repetitive phrases and mentions of dark clouds and forgetting, suggesting potential mental health themes. While the video stills do not show explicit inappropriate content, the combination of audio and visuals raises concerns.  The context of the repetitive phrases and the overall mood portrayed in the video stills lack clarity and create a slightly unsettling atmosphere, therefore potentially unsuitable for children.","['English', 'other']"
1t3QgXiIZZY,inappropriate,inappropriate,"The audio transcription contains romantic themes and innuendos which may be considered inappropriate for children. The video itself appears to depict romantic scenes, further supporting the inappropriate label.",['Nepali']
6e-PaAe5mOg,inappropriate,appropriate,"The provided image and audio transcription do not contain any inappropriate content. The image shows simple cartoon drawings, and the audio transcription is an incomplete sentence that does not suggest any inappropriate themes. Therefore, the video is considered appropriate.",['en']
rss4fwYspec,inappropriate,inappropriate,"The song contains romantic themes and innuendos, which makes it inappropriate for children.  The lyrics, such as ""Mera yaar bhi tu, mera pyaar bhi tu"", translate to ""You are my friend, you are my love,"" which while not explicitly sexual, suggests romantic intimacy. The repeated use of ""Jogia"" could be interpreted as suggestive depending on the context within the Punjabi language and culture. The video itself shows romantic scenes between a man and a woman, further supporting the classification as inappropriate for children.",['Punjabi']
POzry-eNtgk,inappropriate,inappropriate,"The audio transcription contains repeated declarations of love and romantic expressions, which, combined with the visual content suggestive of a romantic music video, indicates significant romantic intimacy.  The lyrics also include suggestive phrases and terms of endearment. This makes the video inappropriate for children.","['Punjabi', 'English']"
9eDd9rGftA4,inappropriate,inappropriate,"The audio transcription contains romantic and suggestive language (""I love you"", ""I'm in love with you"", ""I am yours, you are mine""), which may be considered inappropriate for children.  While the visuals themselves do not appear overtly sexual, the combination of suggestive lyrics and romantic scenes (couples sitting together at a table, etc.) pushes the content into the inappropriate category. The presence of a second, unidentified language further complicates the appropriateness for a young audience.","['English', 'other']"
ZTUoDmiUzRo,inappropriate,appropriate,"The video appears to be a music video with a romantic theme. While some might consider the repeated lines about love and the school setting slightly childish, there is nothing overtly inappropriate in the visuals or lyrics presented.  The song seems to be predominantly in Tamil, with some English phrases. There is no violence, sexual content, or any other elements that would typically classify a video as inappropriate for children. Therefore, the video is categorized as appropriate.","['English', 'Tamil']"
kjCExokb8z0,inappropriate,inappropriate,The video contains romantic intimacy and is therefore inappropriate for children.,['Punjabi']
FtbiSbl_5KE,irrelevant,appropriate,"The video advertises Opera GX, a browser for gamers. While the visuals are dark and feature a gamer in a dimly lit room with RGB lighting, there is no violent or graphic content, self-harm, horror, inappropriate language, sexual content, discrimination, or other elements that would make it inappropriate for children.  The focus is on the features of the browser, such as RAM and CPU limiters, and integration with gaming platforms like Twitch and Discord. The advertisement uses fast cuts and energetic music, but these elements aren't violent or disturbing.  Therefore, it is appropriate.",['Spanish']
OuUPTy4i4Oo,irrelevant,appropriate,"The video shows a woman singing. There is no violence, self-harm, sexual content, or other inappropriate material present in either the audio transcription or the visuals. The song seems to be a mix of Hindi and English. Therefore, the video is appropriate.","['Hindi', 'English']"
