Video Id,Primary Label,Predicted Label,Response,Languages
91RtI6ZG2bc,inappropriate,inappropriate,"The audio transcription contains nonsensical lyrics and repetitive phrases, making it difficult to determine a clear meaning or narrative.  However, the sheer repetition and potentially nonsensical nature of the lyrics could be unsettling or confusing for children under 9.  The lack of clear context makes it impossible to rule out the presence of hidden meanings or implications that might be unsuitable for young children. Therefore, erring on the side of caution, I label this video as inappropriate for children under 9.",['Icelandic']
XYZqASRpVjw,irrelevant,inappropriate,"The Punjabi audio transcription contains themes of heartbreak, loss, and betrayal, which might be too mature for children under 9 to comprehend.  The lyrics express intense emotions and could be confusing or upsetting for younger audiences.  Therefore, the video is inappropriate for children under 9.",['Punjabi']
tveNRvq_AHQ,irrelevant,appropriate,"The advertisement promotes online shopping on Mercado Libre. There is no violence, sexual content, discrimination, offensive language, or any other content that would be considered inappropriate for children under 9.",['Spanish']
JI1wKCWXs-k,irrelevant,appropriate,"The advertisement promotes a product named 'Silhouette', emphasizing its delicious taste and contribution to a balanced lifestyle.  There is no violence, sexual content, discrimination, offensive language, or other inappropriate elements mentioned in the provided transcription. The ad focuses on promoting a product and doesn't contain any content that would be harmful or inappropriate for children under 9.",['Spanish']
wRphOClTu6U,irrelevant,appropriate,"The provided text 'Thanks for watching!' is a standard closing phrase for videos and doesn't contain any of the elements listed in the definition of inappropriate content for children.  Therefore, it's appropriate.",['English']
yvHfl1JEPc0,irrelevant,inappropriate,"The lyrics contain references to concepts and themes that are not suitable for children under 9.  The mentions of ""death,"" ""violence"" (both physical and interpersonal, implied through phrases like ""葛藤"" - struggle and ""虐待"" - abuse), and the overall tone of struggle and conflict make it inappropriate for young children. The abstract nature of some parts of the lyrics doesn't mitigate these concerns, as the emotional intensity implied can still be unsettling for a child.  There is no explicit mention of sexual content, drugs or other explicitly harmful activities, but the overall mood is dark and intense.",['Japanese']
tutsijNjRxQ,irrelevant,inappropriate,"The video is inappropriate for children under 9 due to the use of offensive language, such as  ""pinches"" (which is a mild curse word in Spanish), and crude humor.  While not explicitly violent or sexually suggestive, the overall tone and slang used are not suitable for young children.",['Spanish']
uxJnRMrPkkw,inappropriate,appropriate,"The lyrics are nonsensical and repetitive, containing no explicit violence, sexual content, discrimination, hate speech, or other elements considered inappropriate for children.  While the repeated ""Give me some love"" could be interpreted in multiple ways, within the context of the song, it lacks any overtly sexual or suggestive undertones.  There is no clear indication of any harmful themes or content inappropriate for children under 9.",['English']
SVEKXcznKns,irrelevant,inappropriate,"The audio transcription contains vulgar language and suggestive themes that are not suitable for children under 9.  The lyrics seem to be sexually suggestive and use offensive terms. Therefore, I label it as inappropriate for children under 9.",['Hindi']
rw9KbLsLPlk,irrelevant,appropriate,"The provided text is a historical narrative about Tokugawa Ieyasu, focusing on his life and his connection to Kyoto.  It describes historical events, battles, and political maneuvering. While it mentions war and death, it does so within a historical context, without graphic descriptions or glorification of violence. There is no sexual content, discrimination, offensive language, or other elements that would typically be considered inappropriate for children under 9. Therefore, based on the provided definition, the video is likely appropriate for children under 9.",['Japanese']
BHWlOpk4RJQ,inappropriate,inappropriate,"The lyrics contain innuendo and sexual suggestions (""tengo un par de truquitos"", ""Lo que te doy no te lo da ninguna nena"",  ""Con dos de veinte y más es una de cuarenta""), making it inappropriate for children under 9.",['Spanish']
0bm4NHfPJ0I,irrelevant,inappropriate,"The song expresses intense emotions of love, longing, and separation.  Phrases like ""जहर दर्दे जुदाई का पीते हैं"" (drinking the poison of separation) and descriptions of tears and pain could be emotionally distressing for children under 9. While there is no explicit violence or sexual content, the overall theme of heartbreak and suffering may be too mature for young children.",['Hindi']
eIrbLp17VZM,irrelevant,appropriate,"The provided text only contains musical notes and does not describe any content that would be inappropriate for children under 9. Therefore, it's considered appropriate.",['English']
nOxZiav_pv8,child directed,appropriate,"The video is about a child playing an educational math game.  There is no violence, inappropriate language, sexual content, or any other element that would be considered harmful or inappropriate for children under 9. The child expresses excitement and enjoyment while using the game. Therefore, the video is appropriate for children under 9.",['English']
7DJZ96vMqZc,irrelevant,appropriate,"The advertisement promotes GoDaddy's domain registration services.  There is no violence, sexual content, discrimination, offensive language, or other elements that would make it inappropriate for children under 9.  The language used is promotional and not harmful.",['Spanish']
-9hNB-jt8_s,inappropriate,inappropriate,"The text includes threats of violence (""I'm going to break your family. Piece by piece""), making it inappropriate for children under 9.  The reference to ""Rápidos y Furiosos"" (Fast and the Furious) might suggest scenes with car crashes or extreme stunts, further adding to the inappropriateness. The overall tone is aggressive and threatening.","['Spanish', 'English']"
Od5zyGTKJos,inappropriate,inappropriate,"The lyrics contain offensive language (""idioti"", which translates to ""idiot"") and boastful and aggressive behavior, making it inappropriate for children under 9.  The repetitive and intense nature of the song could also be upsetting for young children.",['Shqiptare']
daZaS7-HmJQ,irrelevant,inappropriate,"Based on the provided definition, a video containing any of the listed elements would be considered inappropriate for children under 9.  Without the audio transcription, I cannot definitively say whether the video is inappropriate, but the definition is broad enough to encompass many scenarios that would be unsuitable for young children.  The presence of even one element from the list, such as 'physical violence', 'sexual content', 'discrimination', or 'offensive language', would render the video inappropriate.",['English']
zYiRzDrA0q0,irrelevant,appropriate,"The song expresses heartbreak and the hope for finding new love. While themes of lost love and heartbreak might be emotionally complex for very young children, there is no violence, sexual content, discrimination, offensive language, or other elements that would typically be considered inappropriate for children under 9.  The lyrics are metaphorical and do not depict any harmful or inappropriate actions.",['Spanish']
odDZGqd8jTo,inappropriate,inappropriate,"The song contains romantic themes and innuendos which are inappropriate for children under 9.  The lyrics suggest romantic relationships and passionate emotions, exceeding the typical understanding and maturity level of young children. The repeated use of words and phrases might also imply sensual or sexual content which should be avoided for this age group.",['Telugu']
_4bBE7Ved7s,inappropriate,inappropriate,"The song has sexually suggestive lyrics and innuendos. Phrases like ""culito"" (little bottom), ""te hago el delicioso agachadito de espalda"" (I do the delicious thing on your back, bent over), and ""I hit you on the wall"" and ""I drink you hot like coffee"" are overtly sexual.  The lyrics also promote the idea of a dominant/submissive relationship, which is inappropriate for children.  The repeated phrase ""Ya no te haga la difícil que no aguantas"" translates to ""Don't make it difficult for you that you can't handle."" This implies sexual coercion. For these reasons, the video is inappropriate for children under 9.","['Spanish', 'English']"
rMnxnd9HvsQ,irrelevant,appropriate,"The lyrics of the song focus on themes of perseverance, determination, and overcoming challenges.  While there is mention of ""lucha"" (struggle) and ""batalla"" (battle), these are metaphorical references to personal struggles and not depictions of physical violence. There is no mention of any other inappropriate content for children, as described in the provided definition. Therefore, the song is considered appropriate for children under 9.",['Spanish']
3-4On39BEik,irrelevant,inappropriate,"The provided text is in Khmer and consists of repetitive sequences of characters, making it impossible to determine its content and whether it is appropriate for children.  Therefore, based on the inability to analyze the content, the video is labeled as inappropriate.",['Khmer']
DKdrp_D0YHc,inappropriate,inappropriate,"The lyrics contain suggestive themes and innuendos which are inappropriate for children under 9.  For example, lines such as ""First time I saw a boy with a nice head"" and descriptions of being in a car with someone, drinking tea and noting the fire in their eyes, are suggestive and inappropriate for young children. The song also mentions seeing crackers and being scared, which, while not inherently violent or harmful, could be frightening for some young children. Therefore, the video is inappropriate for children under 9.",['Hindi']
PZR__M3uen4,irrelevant,appropriate,"The advertisement promotes a web browser, focusing on its features and speed.  There is no content related to violence, self-harm, sexual content, discrimination, offensive language, substance abuse, or any other elements considered inappropriate for children under 9, according to the provided definition.  The enthusiastic tone and focus on the browser's functionality make it suitable for children with parental supervision.",['Spanish']
CY7_jubZ5EM,inappropriate,inappropriate,"The lyrics contain innuendo and suggestive themes. Phrases like ""I know what you like, like,"" ""Don't be silly,"" and repeated mentions of ""Fatima"" in a suggestive context are suggestive of sexual themes, and some phrases hint at sexual conduct.  The repeated use of kisses is suggestive and could be interpreted sexually. The song also mentions ""body"" multiple times in a way that could be interpreted as suggestive. The song has a romantic and sensual tone, which is not appropriate for children. The overall tone and explicit lyrics make the video inappropriate for children under 9.","['English', 'Spanish']"
DoLzbkRYtIM,inappropriate,inappropriate,"The audio transcription discusses heartbreak, loss, and relationships, which are complex emotions and concepts that may not be suitable for children under 9.  The use of phrases like ""crazy actress"" and ""no job, no love, no sex"" might also expose children to mature themes they are not ready for. Therefore, it would be considered inappropriate for children under 9.",['English']
XJ1Bmb3ZwE8,irrelevant,appropriate,"The provided text is a song in Kannada.  Based on the lyrics alone, there is no violence, sexual content, discrimination, offensive language, or other elements that would typically make a video inappropriate for children under 9. Therefore, without the visual component of the video, it's considered appropriate.",['Kannada']
6X40BogK2k0,inappropriate,inappropriate,"The song contains sexually suggestive lyrics and innuendos.  Phrases like ""ljubi hiper muda"" (kisses hyper genitals) are highly inappropriate for children. The overall theme and language are far too mature for children under 9. Therefore, this video is inappropriate for children under 9.",['Serbian']
MWuAZjeloLU,irrelevant,inappropriate,"The song lyrics express themes of heartbreak, loss, and betrayal.  Phrases like ""I'll pay the mercy of your cheap love"" and ""Love is not accepted, it is vetoed from the parliament"" suggest emotional pain and disappointment that could be confusing or upsetting to children under 9.  The repeated phrase ""Bile bile kanmadı bu kez gördü yüzsüz yalanları"" (Knowing, it didn't bleed this time, it saw the faceless lies) implies deception and hurt which are complex emotional concepts for young children. While there is no explicit violence or sexual content, the overall tone and emotional depth of the lyrics make the video inappropriate for children under 9.",['Turkish']
0Ahim5aJmp8,irrelevant,inappropriate,"The song has romantic themes and innuendos, making it inappropriate for children under 9.  The lyrics repeatedly refer to wanting to ""dive"" into something and use imagery of fire and water, which might be interpreted differently by children. The overall tone and suggestive language make it unsuitable for young audiences.",['Korean']
5WXtbxIYtSQ,irrelevant,appropriate,"The audio transcription is in Spanish and promotes a Telegram group for online trading.  While the language used is persuasive and might not be suitable for very young children, it does not contain any of the elements listed that would make it inappropriate for children under 9. There is no violence, sexual content, discrimination, offensive language, or other harmful elements mentioned in the transcription.",['Spanish']
1VUvCY1VlIw,inappropriate,inappropriate,"The song contains themes of heartbreak, betrayal, and a vow to avoid future romantic relationships.  While not explicitly violent or sexually explicit, the lyrics describe emotional pain and vulnerability which might not be suitable for children under 9. The repeated phrase ""Nunca más me vuelvo a enamorar"" (Never again will I fall in love) expresses a level of emotional intensity that could be confusing or upsetting for young children. The mention of ""una noche de locura"" (a night of madness) could be interpreted in ways that are not appropriate for young viewers.",['Spanish']
VnS_kQ-eoSw,irrelevant,appropriate,"The provided transcription is a song with themes of love, friendship, and freedom. While there is mention of ""infierno"" (hell), it's used metaphorically within the context of overcoming challenges and expressing strong emotions. There's no violence, sexual content, discrimination, offensive language, or other elements listed as inappropriate for children. Therefore, based on the given definition, the video is considered appropriate for children under 9.",['Spanish']
_qvMIBv2iS4,irrelevant,inappropriate,"Based on the provided definition, the video would be considered inappropriate for children under 9 due to the presence of violence, both physical and interpersonal, as well as the inclusion of potentially frightening elements.  The mention of 'extreme stunts' and 'death' also contributes to this assessment.  Without the audio transcription, this is a preliminary assessment.",['English']
jR-gYFNLVxs,irrelevant,appropriate,"The video ad is primarily a demonstration of software, focusing on its ease of use and features for creating animated videos.  There is no violence, sexual content, discrimination, offensive language, or other elements listed in the provided definition of inappropriate content for children.  The ad promotes a tool for creating videos and does not contain any content harmful or unsuitable for children under 9.",['English']
K25-4m1-cO0,inappropriate,inappropriate,"The audio transcription contains several elements that render the video inappropriate for children under 9.  The lyrics include references to drug use (""Me tomo una pepa, me tomo una piola""), sexual content (""me encanta ese culo""), and boastful and aggressive behavior (""soy la pesadilla hasta de la Llorona"").  The overall tone is suggestive and sexually charged, which is highly unsuitable for young audiences. The repeated phrase ""It's better not to crash it"" is unclear in meaning but the context in the song suggests something inappropriate is occurring. The reference to  Maradona and Barcelona could be considered inappropriate depending on the accompanying visuals, especially if the visual depicts aggressive or sexual actions. The mention of alcohol,  drugs, and crude humor in the guidelines are definitely present in this transcription.","['Spanish', 'English']"
5eAMChvBuu0,irrelevant,appropriate,"The audio transcription is a motivational speech about perseverance and achieving dreams.  It contains inspirational stories of success but does not include any of the elements listed in the definition of inappropriate content for children under 9. Therefore, it is appropriate.",['Spanish']
4QfrtRI2CAM,irrelevant,appropriate,"The advertisement promotes Mercado Libre, an online marketplace.  It focuses on fashion and free shipping, without any content that would be inappropriate for children under 9, such as violence, sexual content, or harmful behavior. Therefore, it is appropriate for children.",['Spanish']
zZDMTqrVt5Y,inappropriate,inappropriate,"The song has themes of betrayal and longing, described with metaphors like ""forbidden apple."" While not explicitly violent, the lyrics contain phrases such as ""I would kill to return,"" which could be disturbing to younger viewers.  The overall tone and suggestive imagery make it inappropriate for children under 9.",['Spanish']
Qoe-fs1NINY,inappropriate,inappropriate,"The song contains offensive language (""fuck"", ""shit""), discusses violence and betrayal, and promotes mistrust and negativity.  These elements are inappropriate for children under 9.",['English']
zlITt-ZABzA,inappropriate,appropriate,"The song is about kissing and having fun.  There is no violence, sexual content, discrimination, offensive language, or other inappropriate elements mentioned in the provided definition.  Therefore, it's appropriate for children under 9.",['Polish']
tnpOnWgKW7w,inappropriate,appropriate,"The provided transcription contains adult themes and discussions about life choices, philosophy, and personal experiences.  However, there is no explicit violence, sexual content, hate speech, or other elements typically considered inappropriate for children under 9. While some viewers might find certain philosophical discussions complex, there is no content that is inherently harmful or explicitly inappropriate for this age group.",['French']
-y7ABBoUwZQ,irrelevant,appropriate,"The song is motivational and inspirational, focusing on perseverance and achieving goals.  There is no violence, sexual content, discrimination, offensive language, or other elements that would make it inappropriate for children under 9.  The lyrics are in Arabic.",['Arabic']
HJHQ2omtefQ,irrelevant,inappropriate,"The lyrics mention mental health struggles, self-harm implied by lines such as ""Mes matinées sont sombres"", and feelings of being overwhelmed and trapped in the past.  There is also reference to ""vieux démons"" (old demons) which could be interpreted as dark or frightening themes for children. The overall tone is melancholic and emotionally intense, making it unsuitable for young children. The song also mentions being an ""ennemi de ma life""(enemy of my life), which is disturbing for a child audience. Given the themes of depression, self-doubt, and internal conflict, I've labelled it as inappropriate.",['French']
kZKLpTHMjY4,irrelevant,inappropriate,"The video is inappropriate for children under 9 due to the presence of a sentence that could be interpreted as bullying or belittling, specifically,  ""¡Qué desgraciado!"" which translates to ""What an unfortunate/unlucky person!""  while seemingly innocuous, this phrase can be perceived negatively by children, depending on the context of the rest of the video. The inclusion of such a phrase along with the focus on romantic relationships and social media makes it unsuitable for younger audiences.",['Spanish']
DqjHWE1AUOM,inappropriate,inappropriate,"The audio transcription contains multiple instances of phrases and themes that would be considered inappropriate for children under 9.  The repetitive nature of ""I'm sure that I'll never see you again"" could be interpreted as expressing sadness or potential loss, which can be emotionally distressing for young children.  There are also references to alcohol (""drinking"") and potentially romantic relationships (""I love you"", ""Tell me that I'm the most beautiful"").  The sheer volume of the repetition of certain phrases also points to an emotional state, and potentially expresses unhealthy obsessiveness. The overall tone and content suggest a level of emotional depth and complexity not suitable for a young audience.","['Italian', 'English']"
y4Oba5bJM7M,irrelevant,inappropriate,"The song expresses intense sadness, heartbreak, and despair due to a breakup.  Phrases like ""cehennemde yaşanacağım"" (I will live in hell) and repeated mentions of unending tears and hopelessness are emotionally heavy and unsuitable for children under 9. While there is no explicit violence or sexual content, the overwhelming sense of anguish and loss is emotionally disturbing for young viewers.",['Turkish']
trhrBTl1noM,inappropriate,appropriate,"The provided text 'Oh Yes Download and solve the puzzles now!' is a simple, encouraging phrase.  It does not contain any of the elements listed in the definition of inappropriate content for children under 9.  There is no violence, sexual content, discrimination, offensive language, or other harmful elements. Therefore, the video is considered appropriate.",['English']
brk41Rl4TXk,inappropriate,inappropriate,"The provided Punjabi audio transcription contains suggestive themes and potentially offensive language, making it inappropriate for children under 9.  While the exact meaning of every word is unclear without further context, the overall tone and some discernible phrases suggest a potentially inappropriate content. Therefore, the video is labeled as inappropriate.",['Punjabi']
X7lRGozX8KQ,inappropriate,inappropriate,"The audio transcription contains themes of violence, injustice, and revenge.  Phrases like ""crush the ten heads of injustice"" and ""destroy the injustice"" depict violence. The mention of a daughter being killed indicates a potential depiction of death and violence against women, making it unsuitable for children under 9. The overall tone is intense and emotionally charged, which may be disturbing for young children.",['Hindi']
wcIkT6k4maA,irrelevant,appropriate,"The audio transcription contains some potentially questionable phrases like ""Cho hai cái đi, mình một cái cho mình Anh ơi Anh thấy vợ mình làm bánh ok không anh?"" which translates to ""Give me two, one for me, brother, do you think my wife's baking is okay, bro?""  However, these phrases aren't inherently harmful or inappropriate. The overall content focuses on baking and a game, which are generally suitable for children. There is no evidence of violence, sexual content, hate speech, or other elements listed in the provided definition of inappropriate content. Therefore, the video is considered appropriate for children under 9.",['Vietnamese']
cMkCx4MIKPc,inappropriate,inappropriate,"The song contains multiple references to intimate acts and relationships, such as ""Parecía que hacíamos el amor"" (It seemed like we were making love), and descriptions of physical intimacy.  The lyrics also include suggestive imagery and innuendos which are not suitable for children under 9. The repeated mention of ""secretos"" (secrets) and the overall romantic tone further contribute to its inappropriateness for young audiences. Therefore, based on the provided definition, the video is inappropriate for children under 9.",['Spanish']
QJ67Pf8PLdk,inappropriate,inappropriate,"The audio transcription contains offensive language, including swearing and insults.  There are also references to sexual behavior and potentially harmful activities. The overall tone and content are inappropriate for children under 9.",['Punjabi']
No7jRMxrghc,irrelevant,appropriate,"The audio transcription is a commercial for Donzen pipes and fittings.  It focuses on the product's features and benefits (durability, corrosion resistance, etc.). There is no content related to violence, sexual themes, discrimination, offensive language, or any other category listed that would make it inappropriate for children under 9.",['Spanish']
ZidIBs2kVE4,inappropriate,inappropriate,"This song contains sexually suggestive lyrics, innuendoes, and references to sexual acts.  The lyrics such as ""Do you think about us with no regrets?"", ""That pussy grade A, but I give her the D"", ""I wanna put you on your belly"", and repeated references to intimacy are not appropriate for children under 9. The overall theme of the song is romantic and sexual, making the video inappropriate for young children.",['English']
hTLQtIlNo9A,inappropriate,appropriate,"The provided text is primarily a song with seemingly nonsensical lyrics and credits to a subtitle creator. There is no violence, sexual content, discrimination, offensive language, or any other elements listed in the definition that would make it inappropriate for children under 9.  The mention of ""Valya-hu"" might raise a concern depending on its context within the video, but without further information, it is difficult to definitively label it as inappropriate. The lack of a clear meaning or narrative also reduces the risk of influencing the child negatively. Therefore,  I label it as 'appropriate', although caution is advised if further context reveals it has a different underlying meaning.",['Russian']
tLK9GXAopC8,inappropriate,inappropriate,"The advertisement mentions ""嫁がプリントされた激川抱き枕"" which translates to ""a dakimakura with a wife printed on it.""  Dakimakura are body pillows often associated with anime and often feature characters in suggestive poses. This strongly suggests sexual content, making the video inappropriate for children under 9.",['Japanese']
rensua3mgXw,inappropriate,inappropriate,"The Punjabi song contains themes of heartbreak, separation, and sadness, which may be emotionally distressing for children under 9.  While there is no explicit violence or sexual content, the overall tone and themes are not suitable for young children.",['Punjabi']
HCf5--mIKJ0,irrelevant,appropriate,"The advertisement promotes Mercado Libre, an online marketplace.  It focuses on the ease and convenience of shopping and free shipping. There is no violence, sexual content, discrimination, offensive language, or other elements listed that would make it inappropriate for children under 9.",['Spanish']
-OAFDo7493A,irrelevant,inappropriate,"The provided text is in Khmer and consists of long strings of repeated syllables, making it unintelligible and nonsensical.  Therefore, it's impossible to determine if the associated video would be inappropriate for children under 9 based on the given criteria. However, the sheer length and repetitive nature of the text raise concern about the potential content of the video, indicating that further investigation and a review of the video itself is required before a definite classification can be made.",['Khmer']
8EPJiFfWRfw,inappropriate,inappropriate,"This video is inappropriate for children under 9. The audio transcription contains sexually suggestive content, offensive language, and innuendo. Phrases such as  ""मिरे को देखे अच्छा लगता है कि मैं सिंगल हो सकती हूँ बॉईफ्रेंड का नाम क्या है?"" (""I like to see that I can be single. What is the boyfriend's name?""),  ""शादी के लिए इतना ही उतावला हो रहा है ना!"" (""You're so eager to get married!""), and many other suggestive phrases make the content highly inappropriate for children.  Additionally, the use of Hindi slang and potentially vulgar terms contributes to its inappropriateness. The overall tone and subject matter are not suitable for a young audience.",['Hindi']
Ikn8CUkpTaU,irrelevant,appropriate,"The transcription describes a sports game, with phrases like ""throw the ball"", and mentions a team captain. There is no violence, inappropriate language, or other elements that would make it unsuitable for children under 9.",['Spanish']
4USYueHKaPo,inappropriate,inappropriate,"The song contains themes of heartbreak, loss, and longing, expressed through lyrics such as ""Todo acabó tan de repente, bebé"" (Everything ended so suddenly, baby) and ""Mami, yo te extraño con cojones"" (Mommy, I miss you like crazy).  While not explicitly graphic, these themes of romantic relationships and emotional distress might be confusing or upsetting for children under 9.  Additionally, the mention of smoking (""me fumo un cigarro"") and drinking/partying could be considered inappropriate for this age group. The overall tone and themes are unsuitable for children.",['Spanish']
qZKNY_jwcu8,inappropriate,inappropriate,"The song contains aggressive and violent lyrics that promote retaliation (""If he hit you, hit her"").  The lyrics also contain vulgar language and threats. These themes are inappropriate for children under the age of 9. The overall tone of the song is hostile and aggressive, which is not suitable for young audiences.","['Spanish', 'English']"
5gJsNihESn4,inappropriate,inappropriate,"The song lyrics express themes of heartbreak, loss, and longing, using metaphors of burning, falling from the sky, and disappearing.  While there is no explicit violence or sexual content, the overall tone is melancholic and emotionally intense, potentially unsettling for children under 9.  The repeated lines about dying and the references to a ""cursed heart"" could be interpreted as disturbing, especially without context from the video itself. The phrase 'poison' is also concerning for children.  Therefore, based on the lyrics alone, the video is labeled as inappropriate for children under 9.",['English']
Lt7Ul-FcOyo,irrelevant,appropriate,"The audio transcription discusses a business conference, GasTech 2022, and does not contain any content inappropriate for children under 9.  There is no violence, sexual content, discrimination, offensive language, or other elements listed in the provided definition of inappropriate content for children.  Therefore, the video is labeled as appropriate.",['English']
M98NqbcWdyI,inappropriate,inappropriate,"The video contains mentions of drinking, which is explicitly listed as inappropriate content for children under 9 in the provided guidelines.  The phrase ""Royal Stack Package Drinking Water"" suggests alcohol, further reinforcing this. The overall tone and themes of the video appear to promote a lifestyle unsuitable for young children. ","['Hindi', 'English']"
oaEb34AYL48,inappropriate,inappropriate,"The Punjabi audio transcription contains no explicit violent or sexual content. However, it does glorify police officers and mentions things like guns and potentially dangerous situations, which may be unsuitable for children under nine. The lyrics allude to the police's power and authority, which may be confusing or alarming for young children. Therefore, the video is labeled as 'inappropriate' for children under nine.",['Punjabi']
UpZvRarHOPI,irrelevant,appropriate,The provided text 'Thanks for watching!' is not inappropriate for children under 9. It is a polite closing remark and does not contain any of the elements listed in the definition of inappropriate content for children.,['English']
M8h2vG8UHcA,irrelevant,inappropriate,"The audio transcription mentions ""romantic songs and music.""  Based on the provided definition, the presence of romantic themes makes the video inappropriate for children under 9. The definition explicitly lists ""intimacy (sensual physical contact, marriage, romance, dating and relationships, apparent romantic conduct between subjects/actors)"" as inappropriate content.",['English']
p7_EemV-k6s,child directed,inappropriate,"The audio transcription contains instances of physical violence (children wrestling and splashing each other during bath time), and several other issues such as extreme stunts (children jumping into water possibly from a height), and inappropriate behaviour (children misbehaving with each other during bath time).  While not overtly sexual or gruesome, the scene lacks supervision, suggesting an environment potentially unsafe for children. These elements make the video inappropriate for children under 9.",['Tamil']
OTi4VyYkd-0,inappropriate,inappropriate,"The song contains sexually suggestive lyrics and innuendos.  Lines such as ""I know that pie between them thighs so appetizing"" and descriptions of twerking and other suggestive dance moves are highly inappropriate for children under 9.  The overall theme of sexual attraction and romantic relationships is also not suitable for this age group. ",['English']
