Video Id,Primary Label,Predicted Label,Response,Languages
_PF66j7Fmjo,inappropriate,inappropriate,"The video contains inappropriate content for children under 9. The lyrics are filled with boastful and arrogant language, promoting self-aggrandizement and potentially unhealthy competition.  There is also an emphasis on money-making, which may not be suitable for young audiences.  The visual elements, while not explicitly violent or sexually suggestive, contribute to the overall impression of a video not appropriate for young children. The combination of the lyrics and visuals creates a tone that's more suited for a mature audience. ",['en']
25CTmfakE0w,inappropriate,appropriate,"The video shows gameplay from Fortnite, a game with cartoonish violence.  While the game features combat, the violence is not graphic or realistic and is unlikely to be disturbing to children. The audio is simply background music. There is no inappropriate language, sexual content, or other elements listed in the definition of inappropriate content. Therefore, the video is appropriate for children under 9.",['English']
uomGqi_nFxo,inappropriate,inappropriate,"The video contains lyrics that are suggestive and sexually suggestive (\""Ra chori, ra chori\"", \""naach naach\"", etc.), along with a repetitive phrase about being a slave.  The dance moves and clothing are also suggestive in nature.  Therefore, it's inappropriate for children under 9.","['Hindi', 'English']"
tQk6tR89eb0,inappropriate,inappropriate,"The lyrics of the song express themes of despair, hopelessness, and self-harm, making it unsuitable for children under 9.  The visuals in the video, while not overtly graphic, feature dark and somewhat unsettling imagery (a coffin, a graveyard, a tunnel) that could be frightening for young children.  The overall mood and message of the song and video are emotionally heavy and not appropriate for a young audience.",['Korean']
EDn5Wo8okXk,inappropriate,appropriate,"The provided video game advertisement does not contain any inappropriate content for children under 9. The audio transcription shows some aggressive phrases, but these are common in many video games and do not depict actual violence.  The video itself shows cartoonish fight scenes which are typical in many video games.  There is no violence, sexual content, or hate speech. Therefore, it's considered appropriate for children under 9.",['English']
HoftgNuj8bE,inappropriate,inappropriate,"The video contains romantic themes, intimacy (apparent romantic conduct between subjects/actors), and romantic songs and music.  The lyrics mention heartbreak and pain. While there is no explicit violence or sexual content, the overall romantic narrative and emotional themes make it unsuitable for children under 9.",['multiple']
Fm9krnyIunE,inappropriate,inappropriate,"The video contains violent lyrics and imagery, including references to gangs, death, and weapons.  The lyrics are filled with threats and boastful language. The visuals reinforce this with scenes showing crime scenes and gangster attire, making it inappropriate for children under 9.",['Hindi']
4vW9a2tgiS8,inappropriate,inappropriate,"The video is inappropriate for children under 9 due to its theme of violence and suspenseful content. The audio transcription mentions ""deliberate attacks on humanity"" and ""intelligent life force,"" suggesting a storyline involving conflict and potentially frightening elements. The visuals show scenes of people in hazmat suits and unsettling marine life imagery, which could be frightening for young children. Therefore, the overall tone and content of the advertisement make it unsuitable for children under 9.",['Swedish']
dRje7cZhls4,inappropriate,appropriate,"The video ad appears to be a trailer for the movie ""Avatar: The Way of Water."" While the imagery contains fantasy elements and aquatic creatures, there is nothing overtly violent, sexual, or discriminatory depicted in the provided frames. The audio transcription focuses on promoting the film's availability on Disney+, mentioning its continuation and fantastical adventure. Overall, the content doesn't seem inappropriate for children under 9 based on the provided criteria. However, parental guidance is still recommended as some fantasy scenes might scare younger children.",['Swedish']
bQjXXzdEnMw,inappropriate,inappropriate,"The provided text transcription includes phrases such as ""machine of violence,"" threats, and aggressive language (""Don't get in my way!"", ""Shut up, you bastard!"").  The visuals, while animated, depict combat scenes and potentially violent actions involving robots.  These elements, combined with the aggressive and threatening dialogue, make the content inappropriate for children under 9.",['English']
3qI0-3VufZ0,inappropriate,appropriate,"The video seems to be a fashion advertisement.  While there is a scene that seems to involve someone falling from a great height, there is no visible injury or death.  The overall aesthetic of the video is stylish rather than violent or scary.  The audio transcription is mostly brand names and doesn't provide any indication of inappropriate content. Therefore, I label it as appropriate.",['French']
0-fFJP7nye4,inappropriate,inappropriate,"The video ad is inappropriate for children under 9 because it promotes alcohol consumption.  The visual content shows bottles of Ricard and people drinking it. The audio transcription includes the phrase ""L'abus d'alcool est dangereux pour la santé, à consommer avec modération,"" which translates to ""Alcohol abuse is dangerous for health, consume in moderation."" This is a warning about alcohol consumption, which is not suitable for children.  The ad also prominently displays the Ricard brand, implying alcohol is connected with a fun lifestyle. Therefore, the video is unsuitable for young children, potentially normalizing or encouraging alcohol use.",['French']
Wedg9LQnCgE,inappropriate,inappropriate,"The audio transcription contains concerning themes such as drug addiction, violence (""I'm a gun of the Wembley""), and potentially abusive relationships (""I'm stuck with you forever"", repeated mentions of feeling helpless).  The repeated phrases and obsessive nature of some statements suggest potential mental health issues. While the visuals are not explicitly violent, the combination of the lyrics and ambiguous visuals makes the content inappropriate for children under 9. The video's overall tone and lyrics are disturbing and not suitable for young audiences.",['English']
5IweIDfW_Ws,inappropriate,inappropriate,"The audio transcription contains repetitive phrases and sounds, which may be distracting or annoying to children.  The video shows scenes of dancing and special effects, but without further context, it's impossible to judge if it would be appropriate. However, the overwhelming repetition in the audio suggests that the content is not meant for children. Therefore, the video is labeled as inappropriate.",['English']
4nWFHckih18,inappropriate,appropriate,"The video shows snowboarding, a high-five, and some other scenes that are not inherently inappropriate for children under 9.  The audio transcription is somewhat unclear and seems to relate to a sports game, but there is nothing that suggests any inappropriate content. Therefore, the video is labeled as ""appropriate"".",['English']
nZ_ChJpufrc,inappropriate,inappropriate,"The video is inappropriate for children under 9 due to several factors present in both the audio transcription and visuals.  The audio contains frequent use of offensive language (such as ""****"", ""f***ing"", etc.), discussions of gambling and potentially illegal financial activities, and descriptions of stressful and conflictual situations.  The case involves accusations of theft and fraud, and the participants' emotional responses are intense and include shouting.  Visually, the courtroom setting and intense facial expressions of the participants contribute to the overall intensity of the content. Therefore, the combination of language, themes, and emotional tone makes this content unsuitable for young children.",['English']
D0nEtDS9PuY,inappropriate,inappropriate,"The video is inappropriate for children under 9 due to the following reasons:

1. **Offensive Language:** The transcription contains frequent use of strong profanity and vulgar terms, such as ""f***ing,"" ""b****es,"" and ""cock blocking."" This language is highly inappropriate for young children.

2. **Sexual Content:** The dialogue revolves around a relationship dispute involving discussions of ""open relationships,"" ""sex,"" ""Valentine's Day together,"" and ""sucking toes.""  While not explicitly graphic, the suggestive nature of these conversations is not suitable for children.

3. **Interpersonal Violence:**  The case centers on accusations of defamation of character and cheating, indicating conflict and potentially harmful behavior between the individuals involved.  The tense and confrontational nature of the court proceedings is also not ideal for younger viewers.

4. **Mature Themes:**  The video explores complex relationship dynamics, infidelity, and the emotional turmoil that can result, which are themes too mature for children.

5. **Intimacy:** The discussion frequently references dating, relationships, and sexual behavior, making the video's content unsuitable for children under 9.",['English']
JQxxxHmFyj0,inappropriate,appropriate,"The video and its transcription do not contain any elements that are explicitly inappropriate for children under 9, such as violence, sexual content, hate speech, or other harmful material. While there are scenes of dancing and romantic themes, they are presented in a way that is generally lighthearted and not overly suggestive. The lyrics seem like a combination of love and self-expression. Overall, the video seems suitable for children, though parental guidance might be recommended depending on the child's maturity level.",['English']
XUuIuxWuTNw,inappropriate,inappropriate,"The video contains romantic themes and intimacy, depicted through the couple's interactions and the romantic song playing in the background.  The lyrics, while not explicitly graphic, allude to romantic love and commitment, which are not appropriate for children under the age of 9.  The visuals reinforce the romantic context.  Therefore, it is inappropriate for children under 9.",['Punjabi']
opNK4iEb5RI,inappropriate,inappropriate,"The audio transcription includes phrases like ""crazy heart,"" ""pain,"" and mentions a potentially troubled relationship.  The visuals seem to depict scenes of sadness and tension, which might be unsettling to young children. Some of the lyrics, though not explicitly violent, suggest emotional distress and could be confusing or upsetting for children under 9.  Therefore, the video is inappropriate for children under 9.","['Bengali', 'English']"
Vbwrsqdoy4k,inappropriate,appropriate,"The video ad shows a young man training in athletics, interspersed with close-ups of his determined face. The audio is in Bengali and focuses on the theme of overcoming challenges. While the theme is competitive, there is no violence, sexual content, or other inappropriate material for children under 9. Therefore, this video ad is considered appropriate for children under 9.",['Bengali']
oP70SLOh5Ow,inappropriate,inappropriate,"The audio transcription contains explicit sexual content, including graphic descriptions of sexual acts and vulgar language.  The visual content, while not explicitly showing sexual acts, is suggestive and dimly lit, reinforcing the overall sexually suggestive nature of the video.  The lyrics frequently use explicit sexual language and references.  Based on the criteria provided, this content is highly inappropriate for children under 9 due to its strong sexual content and vulgarity.",['Spanish']
s8QapmBahDo,inappropriate,inappropriate,"The video shows a woman who has lost her toes due to Buerger's disease, which is caused by smoking.  The visual content and the audio transcription both directly mention smoking, which is inappropriate for children under 9.  The graphic depiction of the consequences of smoking (loss of toes) is also disturbing for children and should not be shown to young children. The video also contains a phone number to call for help quitting, implying the subject matter is serious and potentially distressing for children.",['en']
14G6xHIQn3o,inappropriate,inappropriate,"The video ad is inappropriate for children under 9 due to its sexually suggestive content.  The audio transcription includes the phrase ""feeling sexy"" and the visuals show women in revealing clothing in a romanticized setting.  This content is not suitable for young children.",['English']
Ko_MFKNR5Y4,inappropriate,inappropriate,"The video depicts a woman with a serious illness, COPD, and discusses her struggles with smoking and the potential for a lung transplant.  The audio transcription explicitly mentions death (""It may be the last time that you do""), and the woman's visible health issues are visually distressing. The video also promotes quitting smoking, which indirectly references a harmful behavior. These elements make the video unsuitable for children under 9.",['English']
QpnHaKNCaT0,inappropriate,appropriate,"The video shows a man using work gloves and tools. The audio describes the product as providing protection for tough jobs. There is no violence, sexual content, discrimination, offensive language, or other inappropriate content for children under 9. Therefore, the video is appropriate.",['English']
molj3XMlR7w,inappropriate,inappropriate,"The video contains intimacy (sensual physical contact, apparent romantic conduct between subjects/actors) and romantic music, making it inappropriate for children under 9.",['English']
WhQfqd5WpE0,inappropriate,inappropriate,"Based on the provided transcription, the song contains repetitive phrases and seemingly nonsensical lyrics which may not be suitable for children under 9.  The visual content shows a party scene with people dancing. While not overtly violent or sexual, the overall tone and style of the music video might be considered unsuitable for young children.  The fast pace and potentially overwhelming visual stimulation could be disturbing for some children.","['Punjabi', 'English']"
6zP_KnLDHGY,inappropriate,inappropriate,"The video contains several elements that would make it inappropriate for children under 9.  The lyrics include threats of violence (""They'll kill you""), references to guns and bullets, and boastful, aggressive language. Visually, the video shows a group of men wielding weapons, creating a violent and intimidating atmosphere. The combination of violent lyrics and visuals makes the content unsuitable for young children.","['Punjabi', 'English']"
lvyHA4UmEVw,inappropriate,inappropriate,"The video contains intimacy (apparent romantic conduct between subjects/actors), romantic songs and music.  The audio transcription includes romantic expressions. Therefore, it's inappropriate for children under 9.","['Urdu', 'English']"
_uXmL3GjnIc,inappropriate,inappropriate,"The audio transcription contains intense dialogue suggesting legal trouble, accusations of fraud, and threats.  The visuals depict scenes in a dark and serious setting, including scenes in what appears to be a police interrogation room or jail.  The overall tone and content are not suitable for children under 9.",['Korean']
XzD2wrCtIGY,inappropriate,inappropriate,"The audio transcription contains repeated mentions of sexual innuendo and suggestive lyrics.  For example, phrases like ""Cuando la meneo lo disfruta"" and the overall theme of a possessive relationship are not suitable for children. The video also includes some intimate scenes between the couple, showing sensual physical contact and romantic conduct. This, combined with the suggestive lyrics in the song, makes the content inappropriate for children under 9.",['Spanish']
cAMHx-m9oh8,inappropriate,inappropriate,"The video contains elements of romance and intimacy (apparent romantic conduct between actors), which are considered inappropriate for children under 9, based on the provided definition. The lyrics of the song also allude to themes of loss and heartbreak, which may be too emotionally complex for young children.  The audio transcription includes the phrase ""Love is also something,"" which, in conjunction with the visual content, points to a romantic relationship.",['English']
BHLVY4NNF6A,inappropriate,inappropriate,"The video contains romantic themes and intimacy, including scenes of a couple together, a gift-giving scene, and romantic lyrics in the audio transcription.  These elements are not suitable for children under 9, making the video inappropriate for this age group.","['Punjabi', 'English']"
osPUC2K7tNs,inappropriate,inappropriate,"The video contains scenes of a wedding, which may include intimacy (apparent romantic conduct between subjects/actors) and romantic songs and music, making it inappropriate for children under 9.",['Hindi']
m3MI_GZk2Xs,inappropriate,appropriate,"The video demonstrates how to use an AED device and promotes workplace safety. There is no violence, sexual content, or other inappropriate material present.  The audio transcription is simply a polite closing statement. Therefore, it is appropriate for children under 9.",['English']
kVjk1W65B04,inappropriate,inappropriate,"The video contains scenes of a large group of dancers in what appears to be a concert setting. The audio transcription includes lyrics that are nonsensical and at times aggressive or boastful; some parts refer to breaking rules and flying a plane. There's mention of a concert that excludes Beijing. While the video itself does not contain explicit violence or sexual content, the combination of chaotic visuals and aggressive and nonsensical lyrics makes it unsuitable for children under 9. The overall tone and theme are not conducive to a child's understanding or emotional well-being.","['Chinese', 'English']"
yVPzFqioARY,inappropriate,inappropriate,"The audio transcription includes suggestive lyrics such as ""My husband is yours If you will marry me"" and mentions a love story, which is inappropriate for children under 9.  The visuals show romantic scenes between two individuals.  Therefore, the overall content is inappropriate for children under 9.","['Punjabi', 'English']"
B1z2h_tZZq0,inappropriate,inappropriate,"The video contains references to violence and potentially inappropriate behavior.  The lyrics mention ""shooter"",  ""shikar"" (hunting), and other ambiguous phrases that could be interpreted as violent or suggestive. The repeated phrase ""We have a lot of friends in our area"" in the audio transcription is concerning, and the visual imagery from the video is not provided to give context and assess it thoroughly.  The overall tone and context suggest that the video may not be appropriate for children under 9. The presence of English and Punjabi language does not affect the overall assessment of inappropriateness.","['Punjabi', 'English']"
5YUAQh0NemA,inappropriate,inappropriate,"The lyrics of the song express romantic love and commitment.  The visuals depict a couple in romantic settings.  Both the audio and visual content strongly suggest intimacy and romance, which is not appropriate for children under 9.",['english']
mxrZqIA4660,inappropriate,inappropriate,"The video ad promotes gambling, which is explicitly inappropriate for children under 9.  The audio transcription mentions a bonus of 42,000 Taka, directly referencing gambling.  While the visuals do not explicitly depict gambling scenes, the overall context and audio heavily suggest this as the primary theme. Therefore, the content is deemed inappropriate for children.",['Bengali']
evRZzTpdX0E,inappropriate,inappropriate,"The audio transcription reveals themes of mental distress, relationship complexities, and philosophical questions unsuitable for young children.  The visuals, although not explicitly graphic, maintain a dark and moody atmosphere that could be unsettling for kids under 9. The combination of suggestive dialogue and somber visuals makes the video inappropriate for children.","['Hindi', 'English']"
cLXbzi8rC7s,inappropriate,inappropriate,"The video contains scenes of a car crash, injured people, and firefighters performing a rescue.  The audio transcription includes discussions of death and injuries, which are not suitable for children under 9.  The visual depiction of a burning car is also potentially frightening for young children. Therefore, the video is inappropriate for children under 9.",['French']
q41N_5Yy_-E,inappropriate,inappropriate,"The audio transcription contains repetitive lyrics, and the visual content shows romantic scenes between a man and a woman.  These elements might not be suitable for children under 9.",['punjabi']
c_kqo39UIr8,inappropriate,inappropriate,"The video depicts a historical setting that appears to be during wartime, with scenes suggesting oppression and the need to hide. The audio transcription includes phrases like ""very dangerous"" and mentions hiding a family, fighting against unspecified entities, and the impossibility of saving everyone, indicating a serious and potentially violent or disturbing theme.  The visuals show people in somber clothing in what seems to be a clandestine situation. All these taken together point to themes unsuitable for young children.  The mention of ""UNE LUEUR D'ESPOIR"" (a glimmer of hope) in French at the end suggests a dark overall mood. Therefore, the video is inappropriate for children under 9.",['French']
DoOweIO2Czc,inappropriate,inappropriate,"The lyrics contain references to weapons (""pistol""), drugs (""hookah""), and potentially sexually suggestive content (""black thong"", references to romantic relationships).  The visuals, while not overtly graphic, depict scenes in a courtroom setting which, combined with the song's content, suggest mature themes unsuitable for young children. Therefore, the video is inappropriate for children under 9.","['Punjabi', 'Hindi', 'English']"
2ORtf3b2NJU,inappropriate,appropriate,"The video appears to be a monster size comparison.  While it features fantasy monsters, there is no violence, inappropriate language, or other content that would be considered inappropriate for children under 9. The video seems purely informational and focuses on the relative sizes of different creatures.",[]
tYKduNKGmUI,inappropriate,inappropriate,"The lyrics mention drug use and alcohol consumption, making it inappropriate for children.  While there is no explicit violence or sexual content in either the lyrics or the visuals,  the references to drugs and alcohol are enough to deem the video inappropriate for children under 9.",['Punjabi']
q-NVK13mzcA,inappropriate,inappropriate,"The audio transcription includes repetitive phrases like ""I'm a girl"" and ""I can't lie,"" which, combined with the video's suggestive dance moves and clothing, makes the content inappropriate for children under 9. The presence of Punjabi lyrics further indicates a cultural context that might not be suitable for young audiences.  Several aspects contribute to this judgment, including potentially sexually suggestive dance movements, repetitive and potentially nonsensical lyrics, and ambiguous song themes. The overall impression conveyed by the video and its audio description warrants classification as inappropriate.","['English', 'Punjabi']"
dpUO2FpSNT4,inappropriate,inappropriate,"The video is inappropriate for children under 9 due to several factors present in both the visual and audio content.  The video depicts military training exercises involving potentially dangerous activities like handling firearms and explosives.  These scenes are not suitable for young children.  Furthermore, the audio transcription contains intense, repetitive exclamations such as ""Oh my god!"" and phrases suggesting high-stress situations, which may be upsetting to younger viewers.  The video also includes the handling of snakes and other animals, potentially triggering fear in some children. While there is no explicit violence or sexual content, the overall tone and theme are unsuitable for a young audience.",['Vietnamese']
qWFcB3ZqYpQ,inappropriate,inappropriate,"Based on the provided video stills and audio transcription, the content appears inappropriate for children under 9.  The lyrics suggest romantic themes and longing, which are not suitable for young children. While the visuals do not explicitly show anything overtly inappropriate, the romantic context created by the lyrics and the mood of the video makes it unsuitable for a younger audience. The presence of both Tamil and English makes it accessible to a broader range of viewers, but the thematic content remains problematic for children under nine.","['Tamil', 'English']"
hRyFE5xFjfY,inappropriate,inappropriate,"The video contains suggestive lyrics and romantic themes, making it inappropriate for children under 9. The repeated phrases ""I will be with you forever"" and the lyrics about finding a unique boy and a wonderful pair suggest romantic interest and relationships, which are not suitable for young children.  The audio also contains the word ""papi,"" which might have a negative connotation depending on the cultural context. While the visuals are not overtly sexual, the combination of visuals and audio makes the video unsuitable for a young audience.","['punjabi', 'english']"
CrM0k0bJ73Q,inappropriate,inappropriate,"The lyrics contain suggestive themes and innuendos that are not suitable for children under 9.  The visuals, while not overtly explicit, depict romantic scenes between young adults. The combination of suggestive lyrics and romantic visuals make the video inappropriate for children under 9.",['Punjabi']
fnMwCP9Wljo,inappropriate,inappropriate,"The video contains romantic themes and suggestive lyrics in the audio transcription. The visuals also show couples and scenes that may be perceived as romantic or suggestive by children. Based on the provided definition, it's inappropriate for children under 9.","['Hindi', 'English']"
BqQRPRNRZ3U,inappropriate,inappropriate,"The audio transcription contains romantic themes and expressions of love, which are not appropriate for children under 9.  The video shows couples in romantic situations and settings that are also inappropriate for children under 9.",['punjabi']
iU2rMRZcn1U,inappropriate,appropriate,"The video appears to be a music video with romantic themes. While there is some intimacy suggested by the lyrics and visuals, it is not explicit or overly suggestive. The video doesn't depict any violence, harm, or inappropriate behavior, hence I've marked it as appropriate for children under 9. However, parental guidance is always recommended for content selection.",['Telugu']
KrckpFsWK_A,inappropriate,inappropriate,"Based on the provided text transcription, which seems to contain dialogues hinting at violence, conflict, and potentially sensitive themes, along with the image frames suggesting a crowded and potentially intense environment, I would label this video as inappropriate for children under 9.  The text mentions violence, conflict between communities, and possibly morally ambiguous characters.  The visual context further supports this assessment, as the scene does not appear child-friendly. Therefore, it is inappropriate for children under 9.",['Urdu']
M880b1yqy4s,inappropriate,inappropriate,"The lyrics of the song express intense romantic feelings, including possessiveness and desperation.  Phrases like ""I won't take you away,"" repeated numerous times, suggest an unhealthy level of obsession. Lines such as ""I am losing everything"" and repeated mentions of not eating express a concerning level of emotional distress. The overall tone is intensely emotional and potentially disturbing for a child. While the visuals appear to be a woman running in a field, the intensely romantic and emotionally charged lyrics make the video inappropriate for children under 9.",['English']
Izl2dIW8f-E,inappropriate,inappropriate,"The video contains romantic scenes and lyrics which are inappropriate for children under 9.  The lyrics and visuals express love and intimacy, which would not be suitable for young audiences. The audio transcription, including phrases like ""Oh my beloved, you are my life, my love,"" and the visual scenes showing couples in romantic settings clearly indicate the romantic nature of the content. Therefore, I would label the video as inappropriate for children under 9.","['Hindi', 'English']"
9neRRdw6d0A,inappropriate,inappropriate,"The video contains images related to war and violence, which might not be suitable for children under 9. Additionally, some lyrics in the audio transcription appear to contain violent and potentially offensive content. Therefore, the video is inappropriate for children under 9.","['Punjabi', 'English']"
slniKxBEVSA,inappropriate,inappropriate,"The video contains romantic scenes and lyrics with sensual themes, as well as intimacy. This is inappropriate for children under 9.","['Punjabi', 'English']"
10NuWGwQBIk,inappropriate,appropriate,"The provided video seems appropriate for children under 9. The visuals are cartoonish and playful, showing colorful characters and whimsical settings.  The audio transcription is short and doesn't contain any offensive language, violence, or inappropriate themes. There is no evidence of any of the inappropriate content listed in the definition.",['English']
VWnq7XrJ7Ys,inappropriate,appropriate,"The video shows a man preparing a meal outdoors. There is no violence, sexual content, or other inappropriate material present. The audio transcription is a simple explanation of the cooking process. Therefore, the video is appropriate for children under 9.",['English']
Lrgk65yn3d8,inappropriate,inappropriate,"The video contains elements of romance and sadness, with lyrics expressing regret and emotional pain. While there is no explicit violence or sexual content, the themes of heartbreak and emotional distress may not be suitable for children under 9.  The lyrics mention 'sin' and 'curse', which are concepts children might not fully grasp or process appropriately. Additionally, the repeated phrase 'I'm a new dream' is somewhat ambiguous and could be interpreted in different ways by young children, potentially creating confusion or discomfort.","['Hindi', 'English']"
zLE2AdYO0M4,inappropriate,inappropriate,"The provided video contains elements that are inappropriate for children under 9. The audio transcription includes suggestive lyrics and references to partying and relationships, which are not suitable for young children.  The visuals show young adults in what seems to be a party setting with luxury cars, further reinforcing the unsuitable nature of the content for a young audience. The combination of suggestive lyrics and visuals makes it inappropriate for children.","['Punjabi', 'English']"
YMFtTWhzH2k,inappropriate,inappropriate,"The video contains romantic themes and intimacy, as evidenced by the images of couples, and the lyrics of the song express emotional distress and heartbreak.  The audio also has some suggestive words. This makes it inappropriate for children under 9.","['Hindi', 'English']"
0p0Ip9K09B4,inappropriate,inappropriate,"The audio transcription contains some potentially inappropriate content for children under 9, including mentions of fighting and arguments.  While the video appears to be a music video, the lyrics' themes and the repeated mention of conflict might be unsuitable for young children. The visual content is unclear without additional context but could further enhance or mitigate the overall appropriateness based on the scenes depicted.","['Punjabi', 'Hindi', 'English']"
pMCk7IX19WQ,inappropriate,inappropriate,"The lyrics of the song contain suggestive themes and romantic imagery which are not suitable for children under 9. The repeated line ""Your eyes are like a cat"" could be interpreted as suggestive.  The overall tone and themes are romantic, and thus inappropriate for young children.",['Hindi']
ZelVyOCWqAU,inappropriate,inappropriate,"The lyrics of the song include suggestive lines such as ""I'm calling you, you're staring at me"" repeated multiple times, which could be interpreted as romantic or suggestive, hence inappropriate for children under 9.  The video shows romantic scenes between a couple.This falls under the categories of intimacy and romantic themes making it inappropriate for children under 9.",['English']
f2bUS3lnpbA,inappropriate,inappropriate,"The video contains romantic themes and intimacy, with lyrics expressing love and affection. The visual content shows a couple interacting in a romantic setting. This content is not suitable for children under 9 due to the presence of romantic themes and intimacy, falling under the categories of ""intimacy"" and ""romantic songs and music"" in the provided definition.",['Arabic']
TZNRLDrwtI8,inappropriate,inappropriate,"The audio transcription contains repetitive phrases and seemingly nonsensical sentences, which might not be suitable for children.  The visual content shows scenes of people interacting in various settings and there is a scene where a woman is alone and seems emotionally distressed. Although there is no explicit violence or sexual content, the overall atmosphere and the ambiguity of the content make it potentially confusing and unsettling for young children. Therefore, based on the combination of the audio and video content, the video is considered inappropriate for children under 9.","['English', 'other']"
1t3QgXiIZZY,inappropriate,inappropriate,"The lyrics of the song contain romantic themes and innuendos which are not suitable for children under 9.  The visual content also shows romantic scenes between a man and a woman.  Therefore, this video is inappropriate for children under 9.",['Nepali']
6e-PaAe5mOg,inappropriate,appropriate,"The provided image seems to be a cartoon with simple animations. The audio transcription is an incomplete sentence, and there is nothing overtly inappropriate in either.  Therefore, based on the provided information, the video is deemed appropriate for children under 9.",['en']
rss4fwYspec,inappropriate,inappropriate,"The song contains romantic themes and lyrics that are not suitable for children under 9.  The repeated phrase ""I am in love with you"" and other romantic expressions are explicit expressions of love and affection, and are inappropriate for young children.  While the video itself does not contain any explicit sexual content or violence, the romantic nature of the song and the intimacy implied in some scenes make it unsuitable for younger audiences.",['Punjabi']
POzry-eNtgk,inappropriate,inappropriate,"The audio transcription contains repeated expressions of love and affection, which, while not overtly sexual, could be considered suggestive or inappropriate for children under 9.  The visuals show romantic scenes and couples, reinforcing the romantic themes in the audio. The song also includes words and phrases that, while not explicitly harmful, are emotionally charged and not suitable for young children.  The combination of suggestive audio and romantic visual content makes the video inappropriate for children under 9.",['Punjabi']
9eDd9rGftA4,inappropriate,inappropriate,"The audio transcription contains romantic lyrics like ""I love you,"" ""I'm in love with you,"" and ""You are my life.""  The visual content shows a couple interacting in romantic settings (dinner date, etc.). The lyrics also express deep affection, which, along with the visual context, could be interpreted as romantic intimacy. Therefore, the video is inappropriate for children under 9 due to its romantic themes and suggestive content.","['English', 'Punjabi']"
ZTUoDmiUzRo,inappropriate,inappropriate,"The video contains romantic themes, intimacy (holding hands, dancing closely), and romantic lyrics.  The song lyrics repeatedly refer to love at first sight and a deep romantic connection, making it inappropriate for children under 9.",['Telugu']
kjCExokb8z0,inappropriate,inappropriate,"The video contains romantic scenes, intimate moments between a couple, and romantic songs. This content is inappropriate for children under 9.","['Hindi', 'Punjabi']"
