Video Id,Primary Label,Predicted Label,Languages,Response
k5fuSGBfOUg,Not Child Directed,Not Child Directed,English,"{
  ""label"": ""Not Child Directed"",
  ""justification"": ""The content describes complex gameplay mechanics, upcoming events, and detailed information about Fortnite updates that are not specifically aimed at children. It includes discussions of battle strategies, in-game purchases, and references to characters and concepts that require a more mature understanding of the game. The language and presentation style are geared towards older players or adults who follow Fortnite developments closely."",
  ""language"": ""English""
}"
sv-kUILhAfo,Not Child Directed,Not Child Directed,English,"{
  ""label"": ""Not Child Directed"",
  ""justification"": ""This content is a professional sports analysis discussion about NBA basketball teams and players. It contains complex dialogue, advanced vocabulary, and strategic game analysis that is not simplified for children. The speakers use mature language and discuss concepts that would be difficult for young children to understand."",
  ""language"": ""English""
}"
SgtoGsnr-K0,Not Child Directed,Not Child Directed,English,"{
    ""label"": ""Not Child Directed"",
    ""justification"": ""This content is a detailed play-by-play commentary of a professional rugby match between Benetton and Bulls. It contains complex sports terminology, adult-level descriptions of gameplay, and lacks child-appealing elements. The content is clearly aimed at adult sports fans and rugby enthusiasts."",
    ""language"": ""English""
}"
oKylKtfLMmM,Not Child Directed,Not Child Directed,English,"{
  ""label"": ""Not Child Directed"",
  ""justification"": ""This content is a detailed walkthrough for an Easter egg in a mature-rated video game (Black Ops). It contains complex instructions, advanced gameplay mechanics, and references to weapons and violence, which are not appropriate for young children."",
  ""language"": ""English""
}"
J1UwRLgJS3A,Not Child Directed,Not Child Directed,English,"{
  ""label"": ""Not Child Directed"",
  ""justification"": ""The content discusses a mature video game (Need for Speed Unbound) and its updates, including pricing details and technical information. The language and subject matter are aimed at an older gaming audience, not children."",
  ""language"": ""English""
}"
HNqhoeytA0I,Not Child Directed,Not Child Directed,English,"{
  ""label"": ""Not Child Directed"",
  ""justification"": ""This content discusses complex scientific concepts related to space exploration, astronomy, and the James Webb Space Telescope. It includes technical details and advanced vocabulary that would be challenging for children to understand. The topic and presentation are more suitable for adult audiences interested in science and space technology."",
  ""language"": ""English""
}"
P-w72ZOIH6M,Not Child Directed,Not Child Directed,English,"{
  ""label"": ""Not Child Directed"",
  ""justification"": ""The content discusses complex geopolitical and military topics related to the war in Ukraine, including troop deployments, international relations, and potential global conflict escalation. These themes and the level of detail are not appropriate or designed for children."",
  ""language"": ""English""
}"
S8H_9EoomyI,Not Child Directed,Not Child Directed,English,"{
  ""label"": ""Not Child Directed"",
  ""justification"": ""The content discusses complex topics like company histories, religious cults, and controversial historical figures. It contains mature themes and advanced vocabulary that are not suitable for children. The tone and subject matter are clearly aimed at an adult audience."",
  ""language"": ""English""
}"
QKelyF6VDIM,Not Child Directed,Not Child Directed,English,"{
  ""label"": ""Not Child Directed"",
  ""justification"": ""This video contains detailed veterinary information and medical advice about treating tracheal collapse in dogs. It uses complex terminology and concepts that are not simplified for children. The content is aimed at adult pet owners rather than a child audience."",
  ""language"": ""English""
}"
Vpy8Jzlkk3g,Not Child Directed,Not Child Directed,English,"{
  ""label"": ""Not Child Directed"",
  ""justification"": ""This content discusses complex geopolitical and military topics such as the Ukraine war, North Korean troops, and natural disasters. It contains mature themes and advanced vocabulary inappropriate for children. The subject matter and level of detail are clearly intended for an adult audience."",
  ""language"": ""English""
}"
thZzcK5tgyM,Not Child Directed,Not Child Directed,English,"{
  ""label"": ""Not Child Directed"",
  ""justification"": ""This content features an in-depth interview with a professional footballer discussing his career, matches, and teammates. The language and topics are too complex for children, focusing on adult concepts like career achievements, tactical analysis, and professional relationships. There are no child-appealing elements like animations, simplified language, or themes directed at young audiences."",
  ""language"": ""English""
}"
Ds5Ntjn3gGA,Not Child Directed,Not Child Directed,English,"{
  ""label"": ""Not Child Directed"",
  ""justification"": ""This content features complex political discussions, including mentions of elections, campaign strategies, and controversial statements by political figures. It contains mature themes and advanced vocabulary that are not suitable for children. The tone and subject matter are clearly aimed at an adult audience interested in current political events."",
  ""language"": ""English""
}"
l46MPAhi5wk,Not Child Directed,Not Child Directed,English,"{
  ""label"": ""Not Child Directed"",
  ""justification"": ""This video contains complex discussions about Star Trek lore, galactic politics, and spatial geography that would be too advanced for children to understand. It uses sophisticated vocabulary and concepts more suited for adult fans of the franchise."",
  ""language"": ""English""
}"
c3FFdZaPfeM,Not Child Directed,Not Child Directed,English,"{
  ""label"": ""Not Child Directed"",
  ""justification"": ""This content discusses complex economic concepts related to the trading card game Magic: The Gathering, including speculative markets, card values, and game design strategies. It uses advanced vocabulary and explores mature themes around money and collectibles that are not designed for or easily understood by children."",
  ""language"": ""English""
}"
ZvZTbuxjloc,Not Child Directed,Not Child Directed,English,"{
  ""label"": ""Not Child Directed"",
  ""justification"": ""This video appears to be gameplay commentary aimed at older audiences. It features complex language, mature frustration with game quality, and references to potentially violent crash simulations that are not appropriate for young children. The speaker uses some adult language and concepts beyond a child's understanding."",
  ""language"": ""English""
}"
5i3Y14TNqCI,Not Child Directed,Not Child Directed,English,"{
  ""label"": ""Not Child Directed"",
  ""justification"": ""This content discusses complex economic and trade topics, including international trade relations, tariffs, and manufacturing processes. It features interviews and analysis aimed at an adult audience interested in business and economics. The language and concepts are too advanced for children."",
  ""language"": ""English""
}"
Ou15sXGWrBQ,Not Child Directed,Not Child Directed,English,"{
  ""label"": ""Not Child Directed"",
  ""justification"": ""This content features a political discussion on complex topics like student loan policy, immigration, and border security. It includes references to political figures, government policies, and statistics that would not be easily understood by children. The tone and subject matter are clearly aimed at an adult audience interested in current affairs and political commentary."",
  ""language"": ""English""
}"
LzkRxJ7KL14,Not Child Directed,Not Child Directed,English,"{
  ""label"": ""Not Child Directed"",
  ""justification"": ""This content contains mature themes including crime, execution, and ghostly vengeance that are not suitable for children. It uses complex language and storytelling techniques aimed at an adult audience, with concepts like karma and sleep paralysis that would be difficult for young children to understand. The humorous tone and supernatural elements do not make it child-directed, as the overall content is too sophisticated for a young audience."",
  ""language"": ""English""
}"
GD8RUoOalBU,Not Child Directed,Not Child Directed,English,"{
  ""label"": ""Not Child Directed"",
  ""justification"": ""This video contains detailed, technical information about coffee brewing techniques, including discussions of espresso extraction, milk drinks, and the use of refractometers. The content uses advanced vocabulary and concepts that are not simplified for children, and focuses on a topic (coffee) that is primarily of interest to adults."",
  ""language"": ""English""
}"
UuXmB42bxJQ,Not Child Directed,Not Child Directed,English,"{
  ""label"": ""Not Child Directed"",
  ""justification"": ""This content is a detailed play-by-play commentary of a college football game between Syracuse and Pittsburgh. It contains complex sports terminology, strategic analysis, and descriptions of gameplay that are not simplified for children. The content is aimed at an adult audience interested in college football."",
  ""language"": ""English""
}"
HCurhJFehuw,Not Child Directed,Not Child Directed,English,"{
  ""label"": ""Not Child Directed"",
  ""justification"": ""This content discusses complex geopolitical topics, economic issues, and political events that are not designed for or appealing to children. It includes adult-oriented commentary on international relations, elections, and global power dynamics, using advanced vocabulary and concepts inappropriate for young audiences."",
  ""language"": ""English""
}"
PofMFlw8MJI,Not Child Directed,Not Child Directed,English,"{
  ""label"": ""Not Child Directed"",
  ""justification"": ""The content appears to be a live concert performance by the band Phish, featuring complex lyrics and musical themes that are not specifically designed for or appealing to children. The imagery shows adult musicians performing on stage with sophisticated lighting and stage setups, which is more suitable for a general or adult audience."",
  ""language"": ""English""
}"
zYNWqTytzE4,Not Child Directed,Not Child Directed,English,"{
  ""label"": ""Not Child Directed"",
  ""justification"": ""The content discusses complex political topics, election polls, and voter opinions about candidates like Kamala Harris and Donald Trump. It uses advanced vocabulary and concepts that are not aimed at or suitable for children. The discussion includes mature themes like crime, inflation, and criticism of political figures, which are not child-friendly topics."",
  ""language"": ""English""
}"
U8NoBk5wuLM,Not Child Directed,Not Child Directed,English,"{
  ""label"": ""Not Child Directed"",
  ""justification"": ""This content is a discussion of political polls, campaign strategies, and policy issues related to the 2024 U.S. presidential election. It features complex dialogue, adult-oriented topics, and analysis that would not be appealing or easily understood by children."",
  ""language"": ""English""
}"
rsBViJborWE,Not Child Directed,Not Child Directed,English,"{
  ""label"": ""Not Child Directed"",
  ""justification"": ""This content contains complex political discussions, mature themes, and advanced vocabulary inappropriate for children. It includes references to political campaigns, economic policies, international relations, and adult professional experiences, which are not topics typically directed at or easily understood by young audiences."",
  ""language"": ""English""
}"
rLdQxxdkbbo,Not Child Directed,Not Child Directed,English,"{
  ""label"": ""Not Child Directed"",
  ""justification"": ""This video appears to be a cooking tutorial for adults, featuring complex baking instructions and ingredients not typically aimed at children. The use of activated charcoal and references to 'demonic' and 'evil' themes, while not overtly scary, are more suited for an adult audience. The language and explanations used are also more advanced than what would be expected in child-directed content."",
  ""language"": ""English""
}"
UOu943VhPUM,Not Child Directed,Not Child Directed,English,"{
  ""label"": ""Not Child Directed"",
  ""justification"": ""This content discusses complex political topics including electoral processes, legal disputes, and historical events related to U.S. presidential elections. It contains advanced vocabulary and concepts that are not suitable or intended for children. The tone and presentation style are aimed at an adult audience interested in political analysis."",
  ""language"": ""English""
}"
zUbbZBvJYj4,Not Child Directed,Not Child Directed,English,"{
  ""label"": ""Not Child Directed"",
  ""justification"": ""The content discusses complex themes and plot points from the Fantastic Beasts film series and other prequels, including mentions of dark wizards, possession, and evolutionary war. The language and concepts used are too advanced for children, and the analysis is aimed at an adult audience familiar with film franchises and industry trends."",
  ""language"": ""English""
}"
OP-00EwLdiU,Not Child Directed,Not Child Directed,English,"{
  ""label"": ""Not Child Directed"",
  ""justification"": ""This content appears to be a Christian worship service or concert, featuring complex religious themes, adult-oriented lyrics, and spiritual concepts that would be difficult for young children to comprehend. The language and message are aimed at an adult or young adult audience, with references to faith, trust, and surrender that require a more mature understanding."",
  ""language"": ""English""
}"
JOWoB39H3c8,Not Child Directed,Not Child Directed,English,"{
  ""label"": ""Not Child Directed"",
  ""justification"": ""The content discusses military actions, geopolitical tensions, and diplomatic meetings, which are complex topics not designed for or appealing to children. The language and themes are too advanced and potentially disturbing for a young audience."",
  ""language"": ""English""
}"
I4HdpWC663k,Not Child Directed,Not Child Directed,English,"{
  ""label"": ""Not Child Directed"",
  ""justification"": ""This content appears to be an instructional video about citrus tree cultivation aimed at adult gardeners or horticulture enthusiasts. It contains technical terminology and detailed explanations about grafting, planting, and caring for citrus trees that would likely be too complex for children to understand or find engaging. The topics and level of detail suggest an adult target audience interested in gardening techniques."",
  ""language"": ""English""
}"
oaajslA03Qs,Not Child Directed,Not Child Directed,English,"{
  ""label"": ""Not Child Directed"",
  ""justification"": ""This content is a political discussion about winter fuel payments and pensioner benefits in the UK. It features complex dialogue and advanced vocabulary that is not appropriate or designed for children. The topics discussed, such as government policies, voting, and economic issues, are aimed at an adult audience."",
  ""language"": ""English""
}"
rBWhaZj0ef4,Not Child Directed,Not Child Directed,English,"{
  ""label"": ""Not Child Directed"",
  ""justification"": ""This content discusses adult themes such as divorce, dating, and complex family relationships. It features mature dialogue about marriage breakdowns, new romantic partners, and emotional conflicts within a family. These topics and the level of discussion are not appropriate or intended for children."",
  ""language"": ""English""
}"
l_sNvO_cLzI,Not Child Directed,Not Child Directed,English,"{
  ""label"": ""Not Child Directed"",
  ""justification"": ""The content discusses complex geopolitical issues, military conflicts, terrorism, and international relations. It contains mature themes and language inappropriate for children, such as mentions of attacks, weapons, and casualties. The video appears to be a news report aimed at adult audiences."",
  ""language"": ""English""
}"
DfwA3qMzsfo,Not Child Directed,Not Child Directed,English,"{
  ""label"": ""Not Child Directed"",
  ""justification"": ""This content discusses complex technical details about SpaceX's Starship rocket development, including engineering specifics, launch preparations, and aerospace industry timelines. The language and subject matter are aimed at an adult audience interested in space technology and are too advanced for children."",
  ""language"": ""English""
}"
IDTMXwZgw1Q,Not Child Directed,Not Child Directed,English,"{
  ""label"": ""Not Child Directed"",
  ""justification"": ""This content is not child-directed as it features complex commentary on professional soccer matches, including detailed play-by-play descriptions and analysis of game-winning moments. The vocabulary and concepts used are more suitable for adult sports fans, and there are no child-appealing elements or simplified explanations that would make it appropriate for young viewers."",
  ""language"": ""English""
}"
p6JMqh4u8bM,Not Child Directed,Not Child Directed,English,"{
  ""label"": ""Not Child Directed"",
  ""justification"": ""This video appears to be a standard cooking demonstration for an adult audience. While cooking content can appeal to all ages, this recipe is not simplified for children and uses typical culinary terminology. The presenter speaks in a normal adult manner without child-appealing elements like cartoonish visuals, songs, or simplified language."",
  ""language"": ""English""
}"
KBDrJcyloow,Not Child Directed,Not Child Directed,English,"{
    ""label"": ""Not Child Directed"",
    ""justification"": ""The content discusses the development and production history of the Blade movie franchise, including mentions of R-rated content, violence, and adult themes. The language and subject matter are too complex for children, with references to industry insider information and mature film concepts."",
    ""language"": ""English""
}"
qjVz3edsZAQ,Not Child Directed,Not Child Directed,English,"{
  ""label"": ""Not Child Directed"",
  ""justification"": ""This content discusses complex topics related to tennis player Novak Djokovic's vaccination status and entry into Australia for a tournament. It includes details about COVID-19 policies, visa applications, and public controversy, which are not targeted at or easily understood by children. The language and subject matter are more appropriate for an adult news audience."",
  ""language"": ""English""
}"
Icw3CfYVMmY,Not Child Directed,Not Child Directed,English,"{
  ""label"": ""Not Child Directed"",
  ""justification"": ""This content is about a professional baseball game (World Series) and includes complex sports commentary, interviews with players and coaches, and discussions of historical baseball moments. The language and concepts used are more appropriate for adult sports fans rather than children."",
  ""language"": ""English""
}"
V8CXjsyqQpI,Not Child Directed,Not Child Directed,English,"{
  ""label"": ""Not Child Directed"",
  ""justification"": ""This content discusses professional basketball players, NBA statistics, and complex sports concepts that are not simplified for children. It includes advanced vocabulary and detailed analysis of player performance and league dynamics, which are more suitable for adult sports fans."",
  ""language"": ""English""
}"
aJkTiTKhoB8,Not Child Directed,Not Child Directed,English,"{
  ""label"": ""Not Child Directed"",
  ""justification"": ""This content appears to be from a late-night talk show featuring political commentary, adult humor, and complex topics that are not aimed at children. The language and subject matter, including discussions of elections, political figures, and adult-oriented jokes, are not designed for or appealing to a young audience."",
  ""language"": ""English""
}"
lXzEs0IfXmw,Not Child Directed,Not Child Directed,English,"{
  ""label"": ""Not Child Directed"",
  ""justification"": ""This content features technical discussions about SpaceX operations, rocket launches, and aerospace engineering concepts. The vocabulary, themes, and level of detail are more suitable for adults or space enthusiasts rather than children. There are no child-appealing elements like cartoons, simple narratives, or educational content aimed at kids."",
  ""language"": ""English""
}"
eWXOTZPdcok,Not Child Directed,Not Child Directed,English,"{
  ""label"": ""Not Child Directed"",
  ""justification"": ""This content is focused on technical details of Formula One racing, including engineering challenges, team strategies, and performance analysis. It uses complex language and concepts that are not simplified for children, discussing topics like aerodynamics, cooling systems, and championship standings. The content is aimed at adult Formula One enthusiasts rather than a young audience."",
  ""language"": ""English""
}"
cUiA1mzXs9Y,Not Child Directed,Not Child Directed,English,"{
  ""label"": ""Not Child Directed"",
  ""justification"": ""This content contains adult humor, strong language, and mature themes that are inappropriate for children. The comedian uses profanity and discusses topics like relationships, cultural differences, and stereotypes in a way aimed at adult audiences."",
  ""language"": ""English""
}"
xOgzu494ykg,Not Child Directed,Not Child Directed,English,"{
  ""label"": ""Not Child Directed"",
  ""justification"": ""This content discusses a police sting operation to catch alleged child predators, including details about a professor's attempt to meet an underage girl. It contains mature themes and complex dialogue inappropriate for children, including discussions of sexual predation and law enforcement tactics."",
  ""language"": ""English""
}"
R8XyjdWOwF4,Not Child Directed,Not Child Directed,English,"{
  ""label"": ""Not Child Directed"",
  ""justification"": ""This content is a gameplay guide for the video game Call of Duty: Black Ops, which features zombies and weapons like the jet gun. The complex instructions, mature themes (zombies, weapons), and advanced gameplay mechanics are not appropriate for young children."",
  ""language"": ""English""
}"
KXq887jvlp4,Not Child Directed,Not Child Directed,English,"{
  ""label"": ""Not Child Directed"",
  ""justification"": ""This content appears to be a live broadcast of a college football game between Rutgers and USC. It contains complex sports commentary, detailed play-by-play descriptions, and discussions of football strategies and statistics. The language and content are geared towards an adult audience interested in college sports rather than being designed for or appealing specifically to children."",
  ""language"": ""English""
}"
Zpkg3nh5tj8,Not Child Directed,Not Child Directed,English,"{
  ""label"": ""Not Child Directed"",
  ""justification"": ""This content discusses complex geopolitical issues, war, terrorism accusations, and journalistic conflicts in Gaza and Israel. It contains mature themes, advanced vocabulary, and detailed analysis of current events that are not suitable or designed for children."",
  ""language"": ""English""
}"
2-xCEz6bEaY,Not Child Directed,Not Child Directed,English,"{
  ""label"": ""Not Child Directed"",
  ""justification"": ""This content discusses a complex legal case involving murder, abuse allegations, and resentencing procedures. It features adult themes, advanced legal terminology, and a detailed discussion of court processes that would not be appropriate or understandable for children."",
  ""language"": ""English""
}"
tI9dwinLua0,Not Child Directed,Not Child Directed,English,"{
  ""label"": ""Not Child Directed"",
  ""justification"": ""This video contains complex instructions for an Easter egg in a video game, likely Call of Duty: Zombies. The content includes mature themes like zombies, weapons, and complex gameplay mechanics that are not suitable for young children. The language and concepts used are too advanced for a child-directed audience."",
  ""language"": ""English""
}"
pXySTLdiZWE,Not Child Directed,Not Child Directed,English,"{
  ""label"": ""Not Child Directed"",
  ""justification"": ""This content features complex political discussion and analysis about the U.S. Democratic party's candidate selection process. It includes sophisticated vocabulary, references to political figures and processes, and commentary on investment strategies. These topics and the level of discourse are not designed for or appealing to children."",
  ""language"": ""English""
}"
l4gFFKXmYH4,Not Child Directed,Not Child Directed,English,"{
  ""label"": ""Not Child Directed"",
  ""justification"": ""This content discusses complex themes of human connection, online communities, and overcoming severe medical conditions. It includes personal stories, references to World of Warcraft gaming, and mentions of serious topics like house fires and mental health issues. The language and concepts are too advanced for children, making it more suitable for a mature audience."",
  ""language"": ""English""
}"
V9JH0sd-eoU,Not Child Directed,Not Child Directed,English,"{
  ""label"": ""Not Child Directed"",
  ""justification"": ""This content discusses complex geopolitical and military topics related to the war in Ukraine, including weapons systems and political decisions. It features interviews and analysis aimed at an adult audience, with advanced vocabulary and concepts not suitable for children."",
  ""language"": ""English""
}"
WeB4w-oNrGo,Not Child Directed,Not Child Directed,English,"{
  ""label"": ""Not Child Directed"",
  ""justification"": ""The content features the creation of a scary Chucky doll, including discussions of making it look more sinister and evil. It involves horror themes, fake blood, and concepts inappropriate for young children. The language and topics are aimed at an older audience interested in horror movie props and special effects."",
  ""language"": ""English""
}"
a4wyXPUAEc8,Not Child Directed,Not Child Directed,English,"{
  ""label"": ""Not Child Directed"",
  ""justification"": ""This content features a discussion of complex political and economic topics, including taxation, government budgets, and financial markets. The dialogue includes advanced vocabulary and concepts that are not simplified for children. The tone and subject matter are clearly aimed at an adult audience interested in current affairs and political commentary."",
  ""language"": ""English""
}"
7IGKCkcsuew,Not Child Directed,Not Child Directed,English,"{
  ""label"": ""Not Child Directed"",
  ""justification"": ""This content features a news report about the aftermath of a severe storm (Hurricane Helene) in Mitchell County, North Carolina. It includes mature themes such as destruction of property, displacement of people, and search efforts for missing individuals. The language and subject matter are complex and not simplified for children, discussing topics like body recovery and community resilience in the face of disaster. These elements are not appropriate or designed for a child audience."",
  ""language"": ""English""
}"
mXICu3oROMQ,Not Child Directed,Not Child Directed,English,"{
  ""label"": ""Not Child Directed"",
  ""justification"": ""The content contains complex medical discussions, mature themes like childbirth complications and death, and sophisticated dialogue unsuitable for children. The setting and characters appear to be from a period drama aimed at adult audiences."",
  ""language"": ""English""
}"
tJIVGrLoYfA,Not Child Directed,Not Child Directed,English,"{
  ""label"": ""Not Child Directed"",
  ""justification"": ""The content discusses complex Marvel Cinematic Universe storylines, multiverse concepts, and film rights issues. It uses advanced vocabulary and references that would be difficult for children to understand. The speaker also mentions merchandise targeted at older fans."",
  ""language"": ""English""
}"
99_TWz5rtX4,Not Child Directed,Not Child Directed,English,"{
  ""label"": ""Not Child Directed"",
  ""justification"": ""This content appears to be a professional soccer match commentary, featuring complex gameplay analysis, player names, and tactical discussions. The language and themes are more suitable for adult sports fans rather than children."",
  ""language"": ""English""
}"
58BHUsD24vs,Not Child Directed,Not Child Directed,English,"{
  ""label"": ""Not Child Directed"",
  ""justification"": ""This content features complex discussions about productivity, distraction, and self-improvement concepts that are not aimed at children. It uses advanced vocabulary and addresses topics more relevant to adults or young professionals, such as writing books, starting businesses, and managing distractions. The speaker references research and theories that would be too complex for a child audience."",
  ""language"": ""English""
}"
U2Z-7o69unc,Not Child Directed,Not Child Directed,English,"{
  ""label"": ""Not Child Directed"",
  ""justification"": ""This content is a detailed play-by-play of a professional women's soccer match between England and Germany. It contains complex sports commentary, descriptions of gameplay, and discussions of player performance that are not simplified for children. The language and concepts used are more appropriate for adult sports fans."",
  ""language"": ""English""
}"
UophKAd3qcQ,Not Child Directed,Not Child Directed,English,"{
  ""label"": ""Not Child Directed"",
  ""justification"": ""This content is a professional tennis match commentary, featuring complex gameplay descriptions, player names, and technical tennis terminology. The language and subject matter are not simplified or specifically designed to appeal to children."",
  ""language"": ""English""
}"
FWLO4ovfOwY,Not Child Directed,Not Child Directed,English,"{
  ""label"": ""Not Child Directed"",
  ""justification"": ""This content appears to be aimed at adults interested in starting pet care businesses. It discusses monetization strategies, pricing, and business practices that would not be relevant or appealing to children. The language and concepts used are more suited for an adult audience."",
  ""language"": ""English""
}"
EjJezkTDI6w,Not Child Directed,Not Child Directed,English,"{
  ""label"": ""Not Child Directed"",
  ""justification"": ""The content appears to be about construction work on a building, involving technical details and adult work activities. It contains complex dialogue, some mild adult language, and discusses tasks that would not be of interest or appropriate for children."",
  ""language"": ""English""
}"
UKD9bDmLqZQ,Not Child Directed,Not Child Directed,English,"{
  ""label"": ""Not Child Directed"",
  ""justification"": ""This content discusses complex NBA trade scenarios, player contracts, and team strategies. It features adult commentators using sophisticated basketball terminology and analysis not aimed at children. The topics and language are geared towards adult sports fans and lack child-appealing elements."",
  ""language"": ""English""
}"
VS_miLF_WMo,Not Child Directed,Not Child Directed,English,"{
  ""label"": ""Not Child Directed"",
  ""justification"": ""This content discusses complex legal and political topics related to Donald Trump, special counsel investigations, and judicial appointments. It uses advanced vocabulary and concepts that are not aimed at or easily understood by children. The speaker also promotes an adult product (razors) at the end."",
  ""language"": ""English""
}"
A3JGXlPIrk8,Not Child Directed,Not Child Directed,English,"{
  ""label"": ""Not Child Directed"",
  ""justification"": ""This content covers complex political topics including election results, protests, violence, and allegations of fraud in Mozambique. It features mature themes, advanced vocabulary, and discussions of civil unrest that are not appropriate or designed for children."",
  ""language"": ""English""
}"
tlq-oxdcbGc,Not Child Directed,Not Child Directed,English and Tagalog,"{
  ""label"": ""Not Child Directed"",
  ""justification"": ""The content appears to be a performance or musical piece with complex themes about mental health, personal struggles, and self-empowerment. The lyrics and concepts discussed are too mature and introspective for young children to fully grasp. The presence of themes like depression, confidence issues, and the challenges of mental health awareness indicate this is aimed at a more mature audience."",
  ""language"": ""English and Tagalog""
}"
UH6mqC44uZQ,Not Child Directed,Not Child Directed,English,"{
  ""label"": ""Not Child Directed"",
  ""justification"": ""This content is a detailed analysis of a professional soccer match between Manchester City and Southampton. It includes technical discussions about gameplay, player performances, and tactical observations. The language and concepts used are geared towards adult soccer fans and are too complex for children to fully understand or appreciate."",
  ""language"": ""English""
}"
UftOZyGaGws,Not Child Directed,Not Child Directed,English,"{
  ""label"": ""Not Child Directed"",
  ""justification"": ""This content features complex political discussion and analysis of a vice presidential town hall event. It includes adult-oriented topics, sophisticated vocabulary, and commentary that would not be appealing or appropriate for children."",
  ""language"": ""English""
}"
d8Pcsj9UVgA,Not Child Directed,Not Child Directed,English,"{
  ""label"": ""Not Child Directed"",
  ""justification"": ""This content discusses complex geopolitical topics related to North Korea, including its governance, ideology, and international relations. It contains mature themes and advanced vocabulary that are not appropriate or designed for children. The content is presented in a serious, informative manner without child-appealing elements like animation, playful themes, or simplified language."",
  ""language"": ""English""
}"
R9dYly5blHE,Not Child Directed,Not Child Directed,English,"{
  ""label"": ""Not Child Directed"",
  ""justification"": ""The content is a political discussion involving complex topics and adult figures such as Donald Trump and J.D. Vance. It includes commentary on political events, voting, and government, which are not typically aimed at children. The language and concepts used are more suitable for an adult audience interested in political news and commentary."",
  ""language"": ""English""
}"
yOLsKHJSXyQ,Not Child Directed,Not Child Directed,English,"{
  ""label"": ""Not Child Directed"",
  ""justification"": ""The content describes a mature spy thriller video game with complex themes, violent gameplay, and sophisticated narratives unsuitable for children. It mentions weapons, stealth assassinations, and mature concepts like bioweapons that are inappropriate for young audiences."",
  ""language"": ""English""
}"
cWkPUZrbrgI,Not Child Directed,Not Child Directed,English,"{
  ""label"": ""Not Child Directed"",
  ""justification"": ""This content appears to be an interview or promotional material for the movie 'Venom: The Last Dance'. It contains complex dialogue, adult humor, and discussions about filmmaking that are not targeted at children. The conversation includes references and jokes that would likely not be understood or appreciated by a young audience."",
  ""language"": ""English""
}"
