Video Id,Primary Label,Predicted Label,Response,Languages
p9YRIfevazI,Child Directed,Child Directed,"This video features cartoonish characters, a playful song about animals, and simple rhymes, all of which are common elements that appeal to children. The overall tone and content are light-hearted and suitable for a young audience.",['Spanish']
o6RL5PTa5ls,Child Directed,Child Directed,"This video features cartoonish characters, a whimsical theme (ice cream), and simple language suitable for young children.  The visuals are colorful and animated, and the narrative is straightforward and easy to follow. The rhythmic elements in the dialogue further enhance its appeal to a child audience.",['Indonesian']
BqXWH19G6NQ,Child Directed,Child Directed,"This video uses bright colors, cartoonish characters, and simple repetitive lyrics, all of which are common elements that appeal to children.  The song's playful and nonsensical nature further supports its child-directed classification. The presence of Spanish and English also makes it accessible to a wider range of young viewers.","['Spanish', 'English']"
1HVcrC1s0t0andab,Child Directed,Child Directed,"This video is child-directed because it features two individuals conducting science experiments in a playful and engaging manner. The experiments are simple enough for children to understand and replicate, and the presenters use child-friendly language and enthusiastic tones. The visuals are bright and colorful, further enhancing the appeal to a younger audience.  The content is educational and entertaining, making it suitable for children.",['Hindi']
j9EeUi9H8OQ,Child Directed,Child Directed,"This video is child-directed because it uses a children's song, ""Finger Family,"" which is sung in multiple languages.  The visuals are colorful, cartoonish, and feature animated characters suitable for young children. The content is light-hearted and non-violent, focusing on simple interactions and repetition, making it highly appealing to a young audience.","['English', 'French', 'German', 'Japanese', 'Russian', 'Spanish']"
huljpbVjQx0,Child Directed,Child Directed,"This video is child-directed because it features a toy playset with bright colors and cartoonish visuals. The presenter uses simple language and a playful tone, guiding children through the process of assembling and playing with the toy. The content is focused on imaginative play and lacks any mature themes, violence, or complex concepts inappropriate for children.",['English']
rA0qhUEbGOo,Child Directed,Child Directed,"This video features a child exploring a Peppa Pig themed play area. The visuals are colorful and cartoonish, the narration is simple and repetitive, and the overall tone is light-hearted and playful.  These elements strongly suggest that the content is designed for and appeals to a young audience.",['Russian']
vzEpSWITbyo,Child Directed,Child Directed,"This video features cartoonish characters, whimsical themes, and a simple narrative suitable for young children. The song-like quality of the narration and the light-hearted portrayal of the characters further support its child-directed nature.",['Hindi']
0MKyyXuwfuM,Child Directed,Child Directed,"This video features young children engaging in playful activities with toy kitchen sets. The visuals are colorful and cartoonish, and the audio includes repetitive phrases and exclamations common in children's videos.  The overall tone is light-hearted and whimsical, making it clearly child-directed content.","['Hindi', 'English']"
0PrY1FnDOB8and,Child Directed,Child Directed,"This video features a cartoon fairy and pirate engaging in playful activities, using colorful visuals and simple language. The themes are light-hearted and whimsical, making it suitable for children.",['English']
FZ4SXmgMhz4,Child Directed,Child Directed,"This video features children playing, using playful exclamations and simple language, and engaging in imaginative play. The visuals are colorful and cartoonish.  These elements strongly suggest that the content is designed for and appeals to a child audience.",['English']
kvdODh_vd6Q,Not Child Directed,Not Child Directed,"The content contains mature themes, strong language, and discussions of violence, making it unsuitable for children.  The dialogue is complex and includes advanced vocabulary. The overall tone and subject matter are not appropriate for a child audience.",['English']
G3WmER1hjmA,Not Child Directed,Not Child Directed,"The video is a discussion of a town hall meeting with a political candidate.  The topics discussed are political in nature and include serious issues such as immigration and crime. The language used is sophisticated and the content is not designed to appeal to children. Therefore, it does not meet the criteria for child-directed content.",['English']
cIAoz2ebBoU,Not Child Directed,Not Child Directed,"This video is a walkthrough for a video game Easter egg.  The content is focused on gameplay mechanics and strategies, which are not typically appealing to children. The visuals are from the game itself, which contains violence and is not designed for children.",['English']
xzm1IjzPwsw,Not Child Directed,Not Child Directed,"This news report covers a serious earthquake, including details of building collapses and potential casualties.  The visuals show damage and destruction, which are not suitable for children. The content is focused on delivering factual information about a significant event, not designed for entertainment or education of children.","['English', 'Turkish']"
lkAYu1J6rdk,Not Child Directed,Not Child Directed,"The content discusses gaming obsessions, including speedrunning, character creation, map completion, and trophy hunting.  These topics and the overall tone are not geared towards children. The language used is mature and the themes are not child-appropriate.",['English']
E9z6IhFAGAk,Not Child Directed,Child Directed,"This Minecraft video features cartoonish graphics, light-hearted themes (mischief, helping others), and simple narratives suitable for children. The characters' interactions and dialogue are also appropriate for a younger audience. While there is some mild peril (e.g., theft, injury), it's presented in a non-violent and playful manner. The overall tone and content align with the criteria for child-directed videos.",['English']
jTCwU5CDeLE,Not Child Directed,Not Child Directed,"The video demonstrates Thanksgiving and Christmas table setting and decoration ideas and provides various hacks for stress-free holiday hosting.  It does not contain child-appealing elements such as cartoonish visuals, light-hearted themes, or simplified narratives. The content is primarily instructional and geared towards adults preparing for holiday events.",['en']
XvM49ayRHa8,Not Child Directed,Not Child Directed,"This video is a walkthrough for a video game.  The game involves violence, stealth, and problem-solving, which are not suitable for children. The video's content and language are not designed for or appealing to children.",['English']
dK2uKyBgdEc,Not Child Directed,Not Child Directed,"This news segment discusses the aftermath of a tragic stabbing incident involving teenagers.  The content is serious in nature, focusing on the grief of the victims' families and their criticism of a BBC Panorama episode. The themes of death, loss, and criticism of media coverage are not suitable for children.",['English']
oHIRJmi0Gw8,Not Child Directed,Not Child Directed,"The content is a sports commentary of a basketball game.  The discussion includes mature themes such as competition, strategy, and player performance analysis, making it unsuitable for children.",['en']
k5fuSGBfOUg,Not Child Directed,Not Child Directed,"The video is a playthrough of a video game, Fortnite, and discusses upcoming in-game events.  The content includes violence (though cartoonish), and the language used is not suitable for children.  While the visuals are colorful, the overall theme and content are not aimed at children.",['English']
sv-kUILhAfo,Not Child Directed,Not Child Directed,"The content is a basketball game highlights and commentary. The discussion involves professional athletes, game strategies, and statistical analysis, which are not typically of interest to children.  The language used is mature and the topics discussed are complex, making it unsuitable for a child audience.",['English']
SgtoGsnr-K0,Not Child Directed,Not Child Directed,"The video is a recording of a rugby match between Benetton and the Bulls. The content is focused on sports commentary and does not include any child-appealing elements or themes. The language used is appropriate for adults and includes technical terms related to the sport. Therefore, it is not considered child-directed.",['English']
oKylKtfLMmM,Not Child Directed,Not Child Directed,"This video is a walkthrough for a video game Easter egg.  The content is focused on gameplay mechanics and strategy, using mature language and complex instructions.  It does not contain child-appealing elements such as cartoonish visuals, light-hearted themes, or simplified narratives. The target audience is clearly gamers familiar with the game, not children.",['en']
J1UwRLgJS3A,Not Child Directed,Not Child Directed,"The video is a playthrough of a racing video game. The content is not explicitly created for children, and it does not include child-appealing elements such as cartoonish visuals or light-hearted themes. The gameplay involves fast-paced racing and car customization, which is not suitable for young children.  The presenter's language is also not child-friendly.",['English']
HNqhoeytA0I,Not Child Directed,Not Child Directed,"This video discusses the James Webb Space Telescope, a complex scientific instrument. The content is highly technical, focusing on the telescope's design, functionality, and scientific goals.  The vocabulary and concepts are not suitable for children, and there are no child-appealing elements present.",['English']
P-w72ZOIH6M,Not Child Directed,Not Child Directed,"The video discusses the geopolitical implications of North Korean troops' deployment to Russia, the ongoing conflict in Ukraine, and potential escalations.  The content involves complex political analysis, military strategies, and international relations, making it unsuitable for children. The visuals, while including video footage, are not cartoonish or child-appealing. The language used is sophisticated and discusses mature themes of war and international conflict.",['English']
S8H_9EoomyI,Not Child Directed,Not Child Directed,"The content discusses the history of Ralston Purina, revealing its founder's ties to a religious cult with extreme and disturbing beliefs.  The narrative includes details about the cult leader's views on race, marriage, and pseudoscientific practices, making it unsuitable for children. The video's visuals are not child-appealing; they consist of a collage of images of the speaker and unrelated scenes, not cartoonish or animated elements.",['English']
QKelyF6VDIM,Not Child Directed,Not Child Directed,"The video discusses tracheal collapse in dogs, a veterinary topic.  The presenter uses medical terminology and focuses on treatment options, including home remedies. While the presenter uses a friendly tone and shows his dog, the content is primarily educational and geared towards pet owners, not children.",['en']
Vpy8Jzlkk3g,Not Child Directed,Not Child Directed,"The content discusses geopolitical issues (the war in Ukraine and North Korean involvement), natural disasters (flooding in the Philippines), and includes images of war and devastation.  These topics and visuals are not suitable for children. The presence of some Tagalog phrases does not make the content child-directed.","['English', 'Tagalog']"
thZzcK5tgyM,Not Child Directed,Not Child Directed,"The video is an interview with a football player. The content is focused on his career and experiences, which is not typically of interest to children.  The language used is also not child-friendly.",['English']
Ds5Ntjn3gGA,Not Child Directed,Not Child Directed,"The video discusses political figures and events, including allegations of fascism and comparisons to Adolf Hitler.  The content is complex, uses advanced vocabulary, and deals with mature political themes inappropriate for children.",['en']
l46MPAhi5wk,Not Child Directed,Not Child Directed,"The video discusses Star Trek lore, specifically focusing on the Federation's expansion into the Beta Quadrant.  The content is complex, involving geopolitical discussions of interstellar relations between various factions, and uses advanced vocabulary.  There are no child-appealing elements such as cartoons, animation, or simplified narratives. The subject matter is not suitable for children.",['English']
c3FFdZaPfeM,Not Child Directed,Not Child Directed,"The video discusses the complex financial aspects of the Magic: The Gathering card game, including speculative bubbles, high-value card sales, and the game company's efforts to regulate the secondary market.  The content is sophisticated, deals with financial concepts, and includes discussions of high-value transactions, making it unsuitable for children.",['English']
ZvZTbuxjloc,Not Child Directed,Not Child Directed,"The video is a review of mobile games, focusing on their graphics, gameplay, and ads. The reviewer expresses frustration and disappointment with the quality of the games, using language like ""dookie"" and ""awful."" The visuals are not cartoonish or child-like, and the content is not designed for children.  The overall tone and subject matter are not suitable for a child audience.",['English']
5i3Y14TNqCI,Not Child Directed,Not Child Directed,"This CNBC news report discusses complex economic and trade issues between the US, China, and Mexico.  The content involves sophisticated economic concepts, statistics, and geopolitical analysis, making it unsuitable for children. The visuals, while including some footage of trucks and warehouses, are not cartoonish or child-appealing. The language used is formal and contains advanced vocabulary related to international trade and economics.",['English']
Ou15sXGWrBQ,Not Child Directed,Not Child Directed,The content is a political discussion on a news program.  The topics discussed are student loan forgiveness and the US-Mexico border. The language used is sophisticated and the subject matter is complex and not suitable for children.  There are no child-appealing elements present.,['English']
LzkRxJ7KL14,Not Child Directed,Not Child Directed,"The content is a series of illustrations depicting scenes from two Japanese folktales. While the illustrations have a cartoonish style, the stories themselves involve themes of death, violence, and cannibalism, making them unsuitable for children.  The narrative includes graphic descriptions that are not appropriate for a child audience.",['English']
GD8RUoOalBU,Not Child Directed,Not Child Directed,"The video discusses the science of making coffee drinks, including the use of a refractometer to measure the strength of espresso shots.  The content is educational but focuses on a topic that is not typically of interest to children. The visuals are simple and not cartoonish or child-appealing.",['English']
UuXmB42bxJQ,Not Child Directed,Not Child Directed,"The content is a sports broadcast of a college football game.  The commentary includes descriptions of plays, player names, and team strategies. The visuals are of the game itself, showing players in action on the field. There are no child-appealing elements, and the content is not designed for children. The language used is appropriate for adults and includes sports jargon. The themes are focused on athletic competition and strategy, not suitable for a child audience.",['English']
HCurhJFehuw,Not Child Directed,Not Child Directed,"The video contains discussions of geopolitical issues, economic sanctions, and potential social unrest, which are not suitable for children.  The speaker's tone and subject matter are geared towards an adult audience.  While the speaker mentions having daughters, this is within the context of his concerns about global conflicts and economic instability, not in a way that makes the content child-appropriate.",['English']
PofMFlw8MJI,Not Child Directed,Not Child Directed,"The video contains a live music performance by the band Phish. While the music may have some rhythmic elements that could appeal to some children, the overall content, including the concert setting, the band's mature musical style, and the lack of child-specific themes or visuals, makes it inappropriate for a child audience.  The lyrics are also not child-appropriate.",['English']
zYNWqTytzE4,Not Child Directed,Not Child Directed,"The video contains political commentary, discussions of adult themes, and uses strong language.  It is not designed for children and includes content inappropriate for a child audience.",['English']
U8NoBk5wuLM,Not Child Directed,Not Child Directed,"The content is a political discussion about the upcoming US presidential election.  It features adult themes, complex political analysis, and strong opinions, making it unsuitable for children.",['English']
rsBViJborWE,Not Child Directed,Not Child Directed,The video is a political parody that uses images of Kamala Harris and Hitler.  The content is inappropriate for children due to the use of a controversial historical figure and the overall political nature of the video. The video also contains mature themes and complex dialogue unsuitable for children.,['en']
rLdQxxdkbbo,Not Child Directed,Not Child Directed,"This cooking video features a recipe for black magic chocolate chip cookies. While the name and some descriptions might seem playful, the content is primarily focused on the cooking process and does not include child-appealing elements such as cartoonish visuals, light-hearted themes, or simplified language.  The video's instructions and vocabulary are geared towards adults with cooking experience.",['en']
UOu943VhPUM,Not Child Directed,Not Child Directed,"The video discusses a complex political event involving alleged fraud and conspiracy, which is not suitable for children.  The content includes discussions of felonies, legal proceedings, and historical political events, all of which are beyond the comprehension and interest of most children. The visuals are not child-appealing; they consist primarily of news footage and screen recordings of political figures and events.",['English']
zUbbZBvJYj4,Not Child Directed,Not Child Directed,"The content is a discussion about the Fantastic Beasts movies and prequels in general.  It includes mature themes such as analyzing the success and failure of film franchises, and uses complex vocabulary and sentence structures. The images are stills from the movies, which contain some dark and intense scenes. Therefore, it is not suitable for children.",['en']
OP-00EwLdiU,Not Child Directed,Not Child Directed,"The video contains a religious song and sermon. While the song has a rhythmic and repetitive quality that might appeal to some children, the overall content, including the sermon's theological themes and the mature audience at the event, makes it unsuitable for children.  The lyrics, while uplifting, are not simple enough for young children, and the context of a large religious gathering is not child-appropriate.",['English']
JOWoB39H3c8,Not Child Directed,Not Child Directed,"The video contains a news report about a military conflict between Israel and Iran.  The content includes images of military actions, geopolitical maps, and serious statements from political figures.  These elements are not suitable for children and do not meet the criteria for child-directed content.",['English']
I4HdpWC663k,Not Child Directed,Not Child Directed,"The video is a gardening tutorial focused on citrus tree cultivation.  It features an adult expert demonstrating complex techniques like grafting and planting. The content is instructional and lacks child-appealing elements such as cartoons, animation, or simplified language. The vocabulary and subject matter are not suitable for children.",['en']
oaajslA03Qs,Not Child Directed,Not Child Directed,"The content discusses political issues and economic hardship faced by pensioners, which are not suitable topics for children.  The language used is also not child-appropriate. The visuals are of a news interview setting, not child-appealing.",['English']
rBWhaZj0ef4,Not Child Directed,Not Child Directed,"This video discusses adult themes such as divorce, relationship issues, and dating.  The language used is mature and the topics are not suitable for children. While there are mentions of children and family, the overall content focuses on adult relationships and experiences.",['English']
l_sNvO_cLzI,Not Child Directed,Not Child Directed,"The video discusses a war, violence, terrorist attacks, and military actions.  It shows graphic images of weapons, destruction, and injured soldiers. The content is unsuitable for children due to its mature themes and violent imagery.",['English']
DfwA3qMzsfo,Not Child Directed,Not Child Directed,"The video discusses SpaceX's Starship program, including technical details about the rocket's design and launch preparations.  The content is focused on engineering and space exploration, which are not typically subjects that appeal to young children. The presenter's tone is informative and factual, lacking the light-hearted or playful elements commonly found in child-directed content. The visuals, while including some animation, are primarily technical diagrams and footage of the rocket, not cartoonish or whimsical. Therefore, the video does not meet the criteria for child-directed content.",['English']
IDTMXwZgw1Q,Not Child Directed,Not Child Directed,"The video contains highlights of a football (soccer) match, including commentary of the game's exciting moments. The content is focused on sports and is not designed for children.  The fast-paced action, adult commentary, and lack of child-appealing elements make it unsuitable for a young audience.",['en']
p6JMqh4u8bM,Not Child Directed,Not Child Directed,"This cooking video shows an adult woman making soup.  While the subject matter (soup) could potentially be adapted for children, the video itself does not contain child-appealing elements such as cartoonish visuals, simple language, or child-friendly themes. The cooking process is also not simplified for children.",['English']
KBDrJcyloow,Not Child Directed,Not Child Directed,"The video discusses the production history of the upcoming Blade movie, including multiple script rewrites, director changes, and delays.  It also references previous Blade films, which contained violence and mature themes. The overall tone and subject matter are not suitable for children.",['en']
qjVz3edsZAQ,Not Child Directed,Not Child Directed,"The video discusses a news story about Novak Djokovic's participation in the Australian Open, focusing on the controversy surrounding his medical exemption from COVID-19 vaccination requirements.  The content involves complex political and social issues, adult vocabulary, and discussions of vaccination policies, making it unsuitable for children.",['English']
Icw3CfYVMmY,Not Child Directed,Not Child Directed,"The content is a sports news report about a baseball game, specifically a World Series game.  The language used is appropriate for adults, and the themes discussed are related to professional sports, including analysis of player performance and game strategy. There are no child-appealing elements such as cartoons, animation, or child-friendly themes present. The video includes footage of the game and interviews with players and commentators, which are not typically considered child-directed content.",['en']
V8CXjsyqQpI,Not Child Directed,Not Child Directed,"The video discusses NBA players, including their heights and careers.  It mentions gambling and includes promotional content for a fantasy sports game. The content is not designed for children and includes themes and language inappropriate for a child audience.",['en']
aJkTiTKhoB8,Not Child Directed,Not Child Directed,"The content is a late-night talk show monologue and interview.  The humor is adult-oriented, including political satire, suggestive language, and references that would not be understood or appreciated by children. The interviewee uses colorful and nonsensical metaphors, which are not suitable for a child audience. The overall tone and subject matter are not appropriate for children.",['en']
lXzEs0IfXmw,Not Child Directed,Not Child Directed,"The video is a commentary on SpaceX's Starbase construction progress.  The content focuses on technical details of construction equipment, processes, and components. The language used is adult-level, and the subject matter is not geared towards children.  There are no child-appealing elements present.",['English']
eWXOTZPdcok,Not Child Directed,Not Child Directed,"The video is a technical discussion about Formula One racing.  The content focuses on complex engineering details, race strategies, and driver performance analysis. The language used is sophisticated and the subject matter is not geared towards children.  There are no child-appealing elements present.",['en']
cUiA1mzXs9Y,Not Child Directed,Not Child Directed,"The content contains strong language, adult humor, and themes inappropriate for children.  The comedian engages in improvisational interactions with audience members, often using profanity and making jokes that are sexually suggestive or offensive.  The overall tone and subject matter are not suitable for a child audience.",['English']
xOgzu494ykg,Not Child Directed,Not Child Directed,"This video discusses the arrest of a college professor for allegedly attempting to meet a minor.  The content involves explicit discussions of sexual activity with a minor, a sting operation, and the arrest of an individual. These themes are not suitable for children.",['English']
R8XyjdWOwF4,Not Child Directed,Not Child Directed,"This video is a walkthrough for a video game, specifically focusing on obtaining a weapon called the ""jet gun"" in the game's Zombies mode.  The content features gameplay footage, commentary, and instructions. While the visuals are not inherently violent, the game itself is a first-person shooter with violent elements. The language used is typical of gaming videos and includes some mild expletives. The overall theme and content are not designed for or primarily appealing to children.",['en']
KXq887jvlp4,Not Child Directed,Not Child Directed,"The content is a commentary of a football game.  The language used is not child-appropriate, and the subject matter is not suitable for children. ",['en']
Zpkg3nh5tj8,Not Child Directed,Not Child Directed,"The content discusses a serious geopolitical conflict involving accusations of terrorism and violence against journalists.  The visuals include news footage of conflict and images of journalists, which are not appropriate for children. The vocabulary and themes are far too complex and mature for a child audience.",['English']
2-xCEz6bEaY,Not Child Directed,Not Child Directed,"This is a news segment discussing a serious crime case, the Menendez brothers' potential resentencing. The content involves legal proceedings, discussions of abuse, and potential release from prison, which are not suitable for children.  The visuals are also not child-appealing; they include mugshots and courtroom footage.",['en']
tI9dwinLua0,Not Child Directed,Not Child Directed,"This video is a walkthrough for a video game Easter egg.  The content is focused on gameplay mechanics and strategies, which are not typically appealing to children. The visuals are from the game itself, which is not cartoonish or child-friendly. The language used is appropriate for adults, and the overall tone is instructional rather than entertaining for children.",['English']
pXySTLdiZWE,Not Child Directed,Not Child Directed,"The video discusses political issues and commentary, including criticisms of political figures and processes.  The content is not designed for children, nor does it contain child-appealing elements. The discussion is complex and involves political analysis, making it unsuitable for a child audience.",['English']
l4gFFKXmYH4,Not Child Directed,Not Child Directed,"The video discusses the life of Mats Sten, a gamer with a severe muscle disease, and his impact on the World of Warcraft community. While the game itself might have child-appealing elements, the video's content focuses on themes of illness, death, and community support, which are not suitable for children.  The video includes interviews with adults discussing Mats's life and legacy, and the overall tone is serious and reflective, not light-hearted or playful.",['English']
V9JH0sd-eoU,Not Child Directed,Not Child Directed,"The content is a news report about the war in Ukraine, including discussions of weapons deliveries and military strategies.  The visuals are primarily of news anchors and politicians, and the subject matter is too complex and serious for a child audience.  There is no child-appealing elements present.","['English', 'German']"
WeB4w-oNrGo,Not Child Directed,Not Child Directed,"The video depicts the process of modifying a Chucky doll, involving the use of glue, tools, and other materials.  The overall tone and content are not suitable for children. The presence of a scary doll and the use of terms like ""killer makeover"" and ""sinister"" make it inappropriate for a child audience.",['en']
a4wyXPUAEc8,Not Child Directed,Not Child Directed,"The content is a political discussion with mature themes and complex vocabulary, making it unsuitable for children.",['English']
7IGKCkcsuew,Not Child Directed,Not Child Directed,"This news report depicts the aftermath of a devastating hurricane, showing significant destruction, loss of life, and emotional distress.  The visuals include damaged homes, debris, and search and recovery efforts. The content is serious in tone and deals with mature themes of loss and community recovery, making it unsuitable for children.",['English']
mXICu3oROMQ,Not Child Directed,Not Child Directed,"The provided text is a transcript from a dramatic scene in a TV show.  The themes are adult, involving serious medical decisions regarding life and death, complex interpersonal relationships, and emotional distress. The language is sophisticated and the subject matter is far beyond the comprehension and emotional maturity of children. Therefore, it does not meet the criteria for child-directed content.",['English']
tJIVGrLoYfA,Not Child Directed,Not Child Directed,"The video discusses Marvel Cinematic Universe storylines, characters, and theories, including mature themes and complex plot points. The content is not designed for children and includes references to other movies and shows that are not appropriate for children.  The presenter's style is conversational and engaging, but the subject matter is too complex and mature for a child audience.",['en']
99_TWz5rtX4,Not Child Directed,Not Child Directed,"The video is a recording of a soccer game between Inter Miami and Atlanta United. The commentary is focused on the game's strategic aspects and player performances, using terminology and descriptions that would not be easily understood by young children.  The visuals are of a professional sporting event, not cartoonish or animated. The content is not designed for children and lacks child-appealing elements.",['English']
58BHUsD24vs,Not Child Directed,Not Child Directed,"The video discusses productivity and overcoming distractions, which are not typically topics of interest to children.  The content is presented in a mature manner, with complex vocabulary and concepts that would be difficult for children to understand. There are no child-appealing elements such as cartoons or whimsical themes.",['English']
U2Z-7o69unc,Not Child Directed,Not Child Directed,"The content is a commentary of a women's football match between England and Germany. The commentary includes descriptions of the game's events, player actions, and analysis of the match.  The language used is not child-friendly, and the subject matter is not typically of interest to children. The video contains no child-appealing elements.",['English']
UophKAd3qcQ,Not Child Directed,Not Child Directed,"The content is a tennis match commentary.  The language used is appropriate for adults, and the subject matter is a professional sporting event. There are no child-appealing elements present.",['English']
FWLO4ovfOwY,Not Child Directed,Not Child Directed,"The video primarily focuses on providing business advice for adults interested in pet care services.  While it features images of animals, these are used to illustrate the services discussed, not as the central focus of the content. The language and themes are geared towards adults seeking entrepreneurial opportunities, not children.",['English']
EjJezkTDI6w,Not Child Directed,Not Child Directed,"The video depicts adults working on a construction project, using tools and equipment, and engaging in conversations that are not suitable for children. The content includes potentially dangerous activities and does not contain child-appealing elements such as cartoons or light-hearted themes.",['English']
UKD9bDmLqZQ,Not Child Directed,Not Child Directed,The content is a discussion about basketball trades and players.  The language used is mature and the topics discussed are not suitable for children. There are no child-appealing elements present.,['en']
VS_miLF_WMo,Not Child Directed,Not Child Directed,"The video discusses complex legal issues, including the appointment of a special counsel, constitutional law, and the dismissal of a criminal case.  The content is politically charged and involves sophisticated legal arguments that are not suitable for children. The vocabulary and subject matter are far beyond a child's comprehension level.",['English']
A3JGXlPIrk8,Not Child Directed,Not Child Directed,"The video discusses political unrest and violence in Mozambique following disputed election results.  It includes descriptions of protests, tear gas, injuries, and deaths, making it unsuitable for children.",['English']
tlq-oxdcbGc,Not Child Directed,Not Child Directed,"The video contains lyrics about mental health struggles, and while some visuals are colorful, the overall themes and lyrical content are not suitable for children.  The song's message is complex and deals with adult emotions and experiences.",['Tagalog']
UH6mqC44uZQ,Not Child Directed,Not Child Directed,"The content is a discussion of a football (soccer) match between Manchester City and Southampton. The commentary includes detailed analysis of the game's strategy, player performance, and tactical decisions.  The language used is sophisticated and the subject matter is not typically of interest to children.  There are no child-appealing elements present.",['English']
UftOZyGaGws,Not Child Directed,Not Child Directed,"The content is a political discussion about the US Vice President Kamala Harris's town hall.  The topics discussed are adult political issues, and the language used is sophisticated and not suitable for children. The visuals are of news broadcasts, which are not child-appealing.",['English']
d8Pcsj9UVgA,Not Child Directed,Not Child Directed,"The content discusses geopolitical issues related to North Korea, including its history, political ideology, and international relations.  The topics are complex and not suitable for children. The visuals are primarily images and video clips of news reports and historical footage, which are not child-appealing.",['English']
R9dYly5blHE,Not Child Directed,Not Child Directed,"The video discusses political figures and events, using language and themes inappropriate for children.  The content is a political commentary, not designed for or appealing to children.",['English']
yOLsKHJSXyQ,Not Child Directed,Not Child Directed,"The video is a review of a video game, Call of Duty Black Ops 6. The game is a first-person shooter with mature themes, violence, and complex gameplay, making it unsuitable for children.  The review itself contains no child-directed elements.",['English']
cWkPUZrbrgI,Not Child Directed,Not Child Directed,The content is an interview with an actor discussing a movie. The themes and language used are not suitable for children.  There is no child-appealing elements present.,['English']
LXmEigiPcEg,Not Child Directed,Not Child Directed,"The content of this video is a political discussion about Elon Musk and campaign finance laws.  The topics discussed, the language used, and the overall tone are not appropriate for children.  There are no child-appealing elements present.",['English']
UrTAORWmnwE,Not Child Directed,Not Child Directed,"This video is a clip from the reality TV show ""Hell's Kitchen.""  The content features adult themes, strong language, and intense competition, making it unsuitable for children.  The focus is on adult culinary professionals and their stressful work environment.",['en']
SJjZXrUWKGo,Child Directed,Child Directed,"This animated movie clip features cartoonish characters, light-hearted themes, and a playful narrative suitable for family viewing.  The dialogue is simple and easy to understand for children, and the overall tone is whimsical and fun. While there are some mildly perilous situations, they are presented in a way that is not frightening or disturbing to young viewers. The presence of songs and rhythmic elements further enhances its appeal to children.",['en']
it3Td-JNc8o,Child Directed,Child Directed,"This trailer for the Super Mario Bros. Movie uses cartoonish visuals, light-hearted themes, and features characters commonly associated with children's entertainment.  The dialogue is simple and the overall tone is playful, making it suitable for a child audience.",['English']
16IIxFUhcZ4,Child Directed,Child Directed,"This animated video features anthropomorphic animal characters engaged in a light-hearted heist. The visuals are colorful and cartoonish, the humor is slapstick, and the overall tone is playful and non-violent.  While there is a police chase, it's presented in a comedic and non-threatening way. These elements align with the criteria for child-directed content.",['English']
