ID,Label,Language,Justification
GxcGVCEEdcU,TRUE,['English'],The story is about a lion and a mouse who become friends. This story is child-directed as the content is appropriate for young children.
H9GOCS1vfDc,TRUE,['English'],"The video features animated characters and a cartoonish art style that is commonly appealing to children. The content is child-friendly and does not include any inappropriate language, mature themes, or suggestive content. Therefore, the video is child-directed."
harPlrV-7-I,TRUE,['English'],"The video includes animated characters, family-friendly themes, and a playful representation of conflict, making it suitable for a child audience."
Hh2Fk4ekBiY,TRUE,['English'],"This video is child-directed as it features animated animals, family-friendly characters and a general theme of playful action.  The content is not too intense or mature for a young audience."
HHruVzAwGfk,TRUE,['English'],"This is a video of a popular fairy tale, Goldielocks and the Three Bears, which is considered child-directed content.  This is because it is designed specifically for a young audience with children as the primary viewers."
Hkmj9BO-VOk,TRUE,['English'],"The video features animated dinosaurs, who are engaging in playful activities such as swimming competitions, playing hide and seek, and camping. The video uses bright colors and simple animation styles commonly appealing to children.  It is also designed to be family-friendly and avoids any form of inappropriate intensity, language, or mature visuals. The content remains appropriate for children. "
hscsM7yVZ6c,TRUE,['English'],"The video features cartoon characters, animals and themes that are common in child-directed videos. Additionally, the content is not sexually suggestive, or violent, and is overall child-friendly."
HvsGKwzTIWY,TRUE,['English'],"The video is considered child-directed due to the use of animated characters, family-friendly themes, and overall child-appropriate content. "
it3Td-JNc8o,TRUE,['English'],"The video is an animated movie trailer, which is often child-directed. The themes, characters, and humor are all suitable for children.  The trailer depicts a fictional world full of vibrant colors, cartoonish characters, and exciting action. The trailer is designed to engage viewers of all ages but the primary audience is likely children due to its focus on familiar video game characters and themes. The video does not contain any explicit content or mature themes.  The trailer, though engaging and entertaining, remains appropriate for young viewers."
J29j9gUxSpA,TRUE,['English'],"The video features animated animals, family-friendly heroes, and playful 'villainy' that is presented in a way that remains appropriate for children."
jcu_WQgJgFo,TRUE,['English'],"This video is considered child-directed as the primary audience is children, featuring cartoon characters and cartoon visuals, as well as sounds and music that are appealing to children."
JzhGHL6Mdhs,TRUE,['English'],"The video is designed specifically for a young audience. It features a cartoon character with a simple design, and the gameplay involves jumping on objects and collecting coins, which is a common theme in child-directed games."
KbEzQbHZZS8,TRUE,['English'],"The video includes the characters from the animated film ""Encanto"" and a game intended for a young audience.  The content is child-appropriate and does not contain any inappropriate language or themes."
kihaOwmI2dw,TRUE,['English'],"The video features animated animals, child-friendly representations of mischief and adventure, and songs reflecting an intent to engage a child audience."
kOtsC7Iao8w,TRUE,['English'],"The video features a young, animated fairy character in a whimsical, fantasy setting and is specifically designed for a young audience. The conflict is presented in a playful and non-intense manner, making the content appropriate for children."
LfPK1IC9h3Q,TRUE,"['English', 'Spanish']","The video is considered child-directed because the animation style and content primarily focus on children. The movie features animated animals, a family-friendly story, and songs that engage a child audience. Additionally, it does not include inappropriate content or visuals."
lHSumsnr9ZE,TRUE,['English'],"The video features animated characters in a cartoonish style, appealing to children. It also includes gameplay footage of a game with a child-friendly aesthetic and design. Additionally, the video showcases a fun, lighthearted environment and activities that are suitable for children.  Overall, the video is clearly aimed at children, making it child-directed."
LXtPnXbMtuQ,TRUE,['English'],"The video contains animated characters, family-friendly themes, and songs and stories commonly appealing to children. The content is child-appropriate and does not include inappropriate intensity, language, or visuals. This indicates the video is designed for a child audience."
lzmzZaB0kss,TRUE,['English'],"This video features animated characters, family-friendly themes, and a story designed to engage a young audience. The conflict is presented in a playful way, suitable for children. The video is child-directed."
MehMlxlLtaU,TRUE,['English'],"The video is a trailer for the movie 'Uglydolls.' It is animated and features characters, themes, and subject matter commonly appealing to children. It is child-friendly and does not include any inappropriate content. Therefore, it is considered child-directed."
Mj86wPhhj9M,TRUE,['English'],"The video is a trailer for Fall Guys, a popular video game featuring cartoon-like characters that compete in fun obstacle courses. The video features humorous and lighthearted content with bright and colorful visuals. It is clear that the video is designed specifically for a young audience, making it child-directed content."
mKjOmB9grX0,TRUE,['English'],"The video features a cartoon-style race game with bright colors and playful sounds. It includes a variety of obstacles, which are presented in a way that is appropriate for children. The game is also designed to be easy to play, making it appealing to a young audience. The video is also accompanied by the spoken language of English which is a common language for children to learn. "
MMF-1d5af8U,TRUE,['English'],This video is considered child-directed because the majority of characters are animated and the themes are generally family-friendly. The content doesn't include any inappropriate content. 
NA75jaXcROY,TRUE,['English'],"The video is child-directed as it features animated characters and a child-friendly storyline. The video is about a girl who gets sticker pox and goes to the doctor to get them removed. The video is also very humorous and lighthearted, which would appeal to a young audience.  "
nbRhQeOGU-M,TRUE,['English'],"The video features animated characters, family-friendly themes, and activities that reflect an intent to engage a child audience. The content is appropriate for children and does not include any inappropriate intensity, language, or mature visuals."
nkwRyfE67EI,FALSE,['English'],"The video features cartoon characters and fantastical themes such as a chocolate river and Oompa Loompas. However, there are some scenes that are not child-appropriate. For example, the scene where Augustus Gloop is stuck in the chocolate river, and the scene where the children are in the boat ride."
nnJbCsVQ0oM,TRUE,['English'],"This video is clearly designed for a young audience, with its bright colors, animated animals, and child-friendly representations of simple themes like adventure, mischief, and conflict. The characters and activities are also appropriate for children, and there is no inappropriate language, mature themes, or subtle content. The humor is very lighthearted, and there is no violence or anything that could be misinterpreted as inappropriate for children. "
NUyT3uhbS0g,TRUE,['English'],"The video features two sisters, Jane and Ella, who are poor and go hungry often. Ella meets a witch in the woods who gives her a magic pot that cooks porridge. Jane is mean to Ella, but Ella is kind and shares the porridge with the poor people in town.  This is a classic fairy tale with a clear moral message about kindness and sharing. "
oAh_1O5qG-A,TRUE,['English'],The video features a cartoon game that is brightly colored and features the number counts of the balls that go through the track. This would be considered child-directed due to the content and primary audience being children.
oApjtkaMfAI,TRUE,['English'],The video is child-directed because it features a story with animated dinosaurs and an elephant and it is suitable for young children with no inappropriate content.
Od22SbgWsnw,TRUE,['English'],"The video features a cartoon character and a game with simple mechanics. The video also uses child-friendly music and sound effects. Therefore, the video is considered child-directed."
OMFQtY6655E,TRUE,['English'],"The video features a tour of a chocolate factory that is clearly geared towards a young audience. The tour guide, Willy Wonka, speaks to the children and uses language and humor that are appropriate for them. The content is also child-appropriate, with no inappropriate intensity, language, or mature visuals. The presence of the Umpa Lumpas, which are candy-colored creatures, further supports the fact that the video is directed towards children.  "
oMiayRL7Bec,TRUE,['English'],"The video features a children's fairy tale about a golden bird that is being stolen. The characters are animated and the story is told in a way that is easily understandable for children. The content is also family-friendly, without any inappropriate intensity or language. Therefore, the video is considered child-directed."
OpDq8kR2qZQ,TRUE,['English'],"The video features animated pigs, a common appeal for children, and depicts a playful and mischievous character with a child-friendly representation of conflict.  This makes it appropriate for children and therefore child-directed."
PAZVp1j6LdI,TRUE,['English'],"This video is child-directed because it has animated characters, playful themes, and a storyline aimed at entertaining children. The video also includes activities like transportation and catching games, and the dialogues are child-friendly and reflect an intention to engage a young audience."
pJ4bFtzUyF8,TRUE,['English'],"The video features animated dinosaurs and other animals and is clearly aimed at a young audience, making it child-directed."
pos_Lh_kYsE,TRUE,['English'],"The video is clearly child-directed. The primary audience is children, with the central theme being the search for a golden ticket in Wonka chocolate bars. The video also features child-friendly representations of complex topics like mischief and conflict, avoiding any inappropriate language, or mature visuals."
pQ5GgslLgVQ,TRUE,['English'],"The video includes characters, themes, and subject matter commonly appealing to children. It features a whimsical and colorful world, animated creatures, and playful 'villainy' in the form of mischievous characters. This content is presented in a way that is fully appropriate for a child audience."
QbE5JpYWhGk,TRUE,['English'],"The video is child-directed because it features animated characters, a family-friendly theme of monster wrestling, and avoids any inappropriate intensity or language."
QhS3JwncB9E,TRUE,['English'],The video is child-directed as it features animated animals in a family-friendly story with child-appropriate representations of conflict and action.
QlUNfFcBttU,TRUE,"['Spanish', 'English']","This video is child-directed due to the animation, music, and subject matter. It's a Disney production, so the content is designed for children."
RA9uWYCEkQk,TRUE,['English'],This video features animated characters and child-friendly humor making it child-directed.
RaDRlUB1uu8,TRUE,['English'],"The video is child-directed as it features animated characters from a popular children's video game series, Super Mario Bros., in an engaging and humorous way."
RzBbL6BAp_s,TRUE,['English'],"The video is child-directed due to its animated characters, family-friendly themes, and content commonly appealing to children.  The film includes a playful 'villainy' with characters who are mischievous or flawed, but these elements are presented in a manner appropriate for children."
r_2S3gxP9pQ,TRUE,['English'],"The video features cartoon characters and a child-friendly theme of a hair salon. The content is presented in a light-hearted and playful manner, making it suitable for a young audience."
s8uYE9r3hIg,TRUE,['English'],"The video features cartoon characters, fun games, and a playful tone that is appropriate for children.  The video's main focus is to promote the game ""Fall Guys"" and engage a younger audience."
SJjZXrUWKGo,TRUE,['English'],"The video is child-directed as it features animated animals engaging in mischievous and comedic situations. The video avoids any inappropriate intensity, language, or mature visuals."
sU_6exHGHOU,TRUE,['English'],"The video is considered child-directed because it features a cartoon character engaging in a simple platforming game. The game features a whimsical and colorful design, with child-friendly elements like hot dogs, hamburgers, and a rubber ducky. The overall tone and content are appropriate for a young audience."
TCaUoYC_qXI,TRUE,['English'],"The video is a trailer for an animated film, featuring a cast of animal characters, and includes themes of teamwork, friendship, and overcoming challenges. The content is appropriate for children as it avoids any mature themes or violence, and presents conflict in a light-hearted and playful way."
thLeaqq3apc,TRUE,['English'],The video features a cartoon character and is a simple gameplay video where the character attempts to complete challenges.  The video uses child-friendly language like 'cool' and 'awesome'.  It is clear that the primary audience of the video is children.
Tu_3z8Ul7OQ,TRUE,['English'],"This video is primarily for children as it features a fantastical world with candy, animals, and whimsical characters. The themes are lighthearted, and the content is appropriate for children."
UcSQdQn21JI,TRUE,['English'],"The video features animated characters, themes, and subject matter commonly appealing to children. There is some conflict but it is presented in a playful manner and remains appropriate for children. Therefore, it is child-directed content."
uiHakl7zSrU,TRUE,['English'],"This is an animated cartoon featuring animal characters and child-appropriate content. The video is intended for a young audience with child-friendly themes, such as friendship, teamwork, and problem solving."
vHZkHJA16NI,FALSE,['English'],"The video features a storyline about a prince who hires a man to build a palace out of chocolate, which later melts under the heat of the sun. It also includes scenes of workers and characters engaging in different activities, but they are all adults, and the tone and content are not child-friendly. The video, however, does not contain any explicit or suggestive content."
VthTaODYLEE,TRUE,['English'],"The video is about a mermaid who gets turned into a human. The primary audience is young children. The content is child-friendly, featuring animated characters and a whimsical story. Therefore, the video is considered child-directed. "
W8lvGQZbRJs,TRUE,['English'],"The video contains animated characters, themes, and subject matter commonly appealing to children. The game is a playful competition which includes mischief and conflict but the elements remain fully appropriate for children."
xcKD3yLOJbo,TRUE,['English'],"The video is a cartoon animation telling a children's story, using child-friendly characters and storytelling. The animation also includes elements of playful mischief, which are not considered inappropriate for children."
Y73yweRXBZU,TRUE,['English'],"This animated musical features a cast of colorful and quirky characters, including a talking cat with one eye and a pink octopus with a single tooth, and features a whimsical and lighthearted tone. It includes child-friendly representations of conflict, suspense, and playful villainy but avoids any form of inappropriate intensity, language, or mature visuals, making it clearly suitable for a young audience."
YaM4GHbEw8U,FALSE,['English'],"The video depicts cartoon violence, a child being shrunk, and a child getting cooked. The content is not suitable for children."
yDWwz3wZFVg,TRUE,['English'],The video is child-directed as the main characters are animated and the story is based around playful mischief and family-friendly adventure.
YfsjUrIcnjc,TRUE,"['English', 'Spanish']","This is a trailer for an animated Disney movie. The content is child-appropriate with animation, family-friendly themes, and songs. The video is therefore considered child-directed."
YG7AM4e2I_g,TRUE,['English'],"The video is a cartoon ad for Fall Guys, which uses child-friendly characters and animation to appeal to children."
YSPT1-AibmA,TRUE,['English'],"The video is considered child-directed because the primary audience appears to be children and the video features themes and characters commonly appealing to children, such as pirates, a magical fairy, a  skelton, a monkey, and a  volcano. The content is also child-friendly in that it does not feature any violence or inappropriate language."
zEKV3uMbVCY,TRUE,['English'],"This is a cartoon movie with child-friendly characters, themes, and visuals, making it child-directed content."
zEnppRdS7Jw,TRUE,['English'],"The video features animated animals and child-appropriate representations of mischief, conflict, and action. The overall content is family-friendly and geared towards a young audience."
zUXEEsHqEiY,TRUE,['English'],"The video features animated animals and includes a storyline and songs with a family-friendly theme, making it child-directed."
_xkF0plKTD8,TRUE,['English'],"The video features a cartoon-like character in a children's game, and it includes child-friendly sounds and gameplay. The video is designed to appeal to children, and it avoids inappropriate content."
2-xCEz6bEaY,FALSE,['English'],"This video is a news segment discussing a serious crime and the legal proceedings around it. It is not appropriate for children because it discusses murder, abuse, and the legal system in a way that is too complex and potentially upsetting for young viewers."
58BHUsD24vs,FALSE,['English'],"The video is a discussion of how to become less distracted. It features an adult male speaker and does not include child-appropriate characters, themes, or visuals. The focus of the content is on adult topics like goal-setting, willpower, and productivity, making it unsuitable for a child audience."
5i3Y14TNqCI,FALSE,"['English', 'Spanish']","The video is about trade between the US, China, and Mexico. It discusses tariffs, factories, and transportation, which are not topics that are typically considered child-directed."
7IGKCkcsuew,FALSE,['English'],"The video is about the aftermath of a hurricane, and it shows images of destruction and people searching for missing loved ones.  These are mature themes not appropriate for children."
99_TWz5rtX4,FALSE,['English'],"This video is a recording of a soccer game and is not designed specifically for children. While the content is generally appropriate for viewers of all ages, the subject matter and pacing are more likely to appeal to adults interested in sports."
9yjRbGgpaXE,FALSE,['English'],"The content of the video is political in nature. It contains discussions of political figures and their actions, which are not appropriate for children. Additionally, the video includes the mention of the Holocaust, which is a sensitive and historical event not suitable for a young audience."
A3JGXlPIrk8,FALSE,"['English', 'Portuguese']","The video depicts protests that have turned violent and the footage is not child-appropriate. This includes scenes of people setting fires, throwing objects, and police firing tear gas at the crowds."
a4wyXPUAEc8,FALSE,['English'],"This video features political commentary and discussion on adult-oriented topics such as the economy and social issues, and does not meet the criteria for child-directed content."
aJkTiTKhoB8,FALSE,['English'],"The video is a late-night talk show, which is typically aimed at an adult audience. It contains humor and references that are not appropriate for children."
c3FFdZaPfeM,FALSE,['English'],"The video is a discussion of the financial market of the Magic: The Gathering card game. It does not meet the child-directed criteria because its subject matter is not appropriate for children. It features financial topics, mature themes, and references to gambling, all of which are not suitable for a young audience."
cIAoz2ebBoU,FALSE,['English'],This video is a walkthrough of a video game and includes some language that is not child-appropriate.
cUiA1mzXs9Y,FALSE,['English'],"The video contains offensive language, specifically several uses of the f-word, making it unsuitable for children. It also features topics and humor that are not considered child-appropriate, such as discussions about infidelity and sexual references."
cWkPUZrbrgI,FALSE,['English'],"The video contains mature themes and language, making it inappropriate for children."
d8Pcsj9UVgA,FALSE,"['English', 'Korean']","The video includes topics such as war, politics, and nuclear weapons. These topics are not appropriate for children. Furthermore, the video shows military parades and images of soldiers, which are also not appropriate for children."
dF965ll2J0c,TRUE,['English'],"The video includes gentle daily stretches, which could be of interest to children and families. Additionally, the presenter uses playful imagery and language, like ""Donald Duck"" and ""Pink Panther"", making the content more engaging for a younger audience."
DfwA3qMzsfo,FALSE,['English'],This video is about space and rockets and is not specifically designed for a young audience.
dK2uKyBgdEc,FALSE,['English'],The video discusses a court case in which an individual killed multiple people. This would be considered inappropriate for a young audience.
Ds5Ntjn3gGA,FALSE,['English'],The video is about politics and contains mature content about violence and sexual assault.  It is not considered child-directed.
EjJezkTDI6w,FALSE,['English'],"The video shows adult men working on a building, using heavy machinery and power tools, making it inappropriate for children."
eWXOTZPdcok,FALSE,['English'],"The video is a discussion about technical aspects of Formula 1 racing, such as car cooling systems and aerodynamic designs. While the presentation is informative, it is not designed for a young audience and the topics discussed would not be appropriate for children."
fQqmXyXLHSg,FALSE,['English'],"This video is a news report about voter registration fraud, it does not appeal to children."
FWLO4ovfOwY,FALSE,['English'],"The video is not child-directed as it focuses on adult financial advice related to pet care services. There are no cartoon characters, child-friendly visuals, or content geared towards a young audience."
G3WmER1hjmA,FALSE,['English'],"The video is a discussion about politics and involves mature topics such as crime and the border, therefore it is not considered child-directed."
GD8RUoOalBU,FALSE,['English'],"This video is not child-directed because the content discusses adult topics like coffee brewing and finances. The speaker also uses potentially confusing language when talking about the coffee brewing process and  strength, which might not be easily understood by a young audience."
HCurhJFehuw,FALSE,['English'],The video features an adult male speaker discussing political and economic issues. The content is not designed for a young audience and includes mature themes and language.
HNqhoeytA0I,FALSE,"['English', 'French']","The video is not child-directed. While it discusses the launch of a space telescope, it involves complex scientific topics and detailed explanations that are not suitable for a young audience."
I4HdpWC663k,FALSE,['English'],The video is about a citrus grower teaching viewers how to graft citrus trees. This is not content that would be considered child-directed.
Icw3CfYVMmY,FALSE,['English'],"The video is a sports commentary on baseball, and while it doesn't contain anything inappropriate, it's not designed for children. It covers complex sports strategies and involves a discussion of potentially controversial moments. The main audience is clearly adults interested in baseball. "
IDTMXwZgw1Q,FALSE,['English'],"The video is a compilation of highlights from soccer games.  The content is not specifically designed for children, and the visuals, themes, and language are appropriate for older audiences."
J1UwRLgJS3A,FALSE,['English'],"This video is about Need For Speed Unbound, a racing game.  It is not designed for children and contains mature themes and language.  Therefore, it is not child-directed."
JOWoB39H3c8,FALSE,"['English', 'Hebrew', 'Farsi']",The video is about a military response and includes graphic content and language. It is not suitable for children.
jTCwU5CDeLE,FALSE,['English'],"The video is not child-directed. It provides tips for hosting Thanksgiving and Christmas dinners. However, some of the tips involve using knives and other sharp objects, which would be unsafe for children to handle. Additionally, the video is not specifically designed for a young audience, and it does not feature child-friendly themes or characters.  "
k5fuSGBfOUg,FALSE,['English'],"The video is not considered child-directed because it features a lot of violence, a lot of action, and some content that could be considered inappropriate for children."
KBDrJcyloow,FALSE,['English'],"This video is an adult review of the Blade movie franchise, including discussion of the reboot and its multiple rewrites. This content is not appropriate for children."
kvdODh_vd6Q,FALSE,['English'],"This video is not child-directed because the content contains mature themes, language, and violent imagery.  The speaker uses the word 'shit' and 'degenerate' and frequently mentions the idea of 'killing'. The game footage that is displayed also shows graphic violence and depicts people being murdered by the player."
KXq887jvlp4,FALSE,['English'],"This is a football game broadcast. While it's a sports event, it does not contain elements that are commonly appealing to children."
l46MPAhi5wk,FALSE,['English'],"The video is about a Star Trek map and discusses topics related to the fictional universe, including territory, politics, and space exploration. These topics are not generally considered child-directed."
lkAYu1J6rdk,FALSE,['English'],"The video is a discussion about gamer obsessions, with adult humor and references to mature video game content, thus not making it child-appropriate."
LXmEigiPcEg,FALSE,['English'],"The discussion is about US election law and a  billiard's sweepstakes. The video focuses on political figures and topics, making it unsuitable for a child audience. "
lXzEs0IfXmw,FALSE,['English'],This video contains footage of a space launch and the recovery of the rocket's components. It is not designed specifically for a young audience and the content is not child-appropriate.
LzkRxJ7KL14,FALSE,['English'],"The video is not child-directed because it contains graphic content, such as the depiction of cannibalism and violence, that is not appropriate for a young audience."
lzqRBx8H8t4,FALSE,['English'],"This video describes the process of a spacecraft launch and landing, which is not typically considered child-directed. The video contains technical language and imagery that would not be appropriate for a young audience."
l_sNvO_cLzI,FALSE,['English'],"This video features a news report on the war in Israel and its allies against Hamas and Hezbollah terrorists. It includes detailed descriptions of the war, showing weapons and casualties, and the video also includes footage of adults chanting and protesting the violence."
mAHbXWsLRio,TRUE,['English'],The video features a group of people performing a song with a child-friendly theme about running home.  The music is light and upbeat and the video is visually appealing to children.
mXICu3oROMQ,FALSE,['English'],"The video discusses a medical condition and includes topics related to death and childbirth, making it not suitable for a young audience."
oaajslA03Qs,FALSE,['English'],This is a news segment that discusses the winter fuel payment in the UK. There are no elements that are considered child-directed.
oHIRJmi0Gw8,FALSE,['English'],The video is about a basketball game between the Lakers and the Rockets and the two teams' performances. It features grown men playing basketball and does not include any elements typically appealing to children.
OITnzp8ZIrI,FALSE,['English'],"This video is not considered child-directed. It is a discussion on politics, and the content includes talk of death, injuries, and hardship, which are inappropriate for children. "
oKylKtfLMmM,FALSE,['English'],This video discusses a complicated Easter egg in a video game and does not contain content that would be considered child-directed.
OP-00EwLdiU,FALSE,['English'],"The video features a religious song and a prayer. The content is not designed specifically for children, and there are no elements that suggest the video is child-directed."
Ou15sXGWrBQ,FALSE,['English'],The video is a political discussion about US immigration and student loan policies. The content is too mature for a child audience.
P-w72ZOIH6M,FALSE,['English'],"The video is a news report about the war in Ukraine, which includes mature themes, including violence, death and execution, therefore, it is not considered child-directed."
p6JMqh4u8bM,TRUE,['English'],"This video is considered child-directed because it is a cooking show that is making food that is commonly appealing to children, such as chicken soup and lentil soup.  Additionally, the presenter uses child-friendly language and does not use any mature themes or visuals."
pcOj9k787b0,FALSE,['English'],"The video is a discussion about politics and the 2024 US Presidential election. It includes discussions about Donald Trump and his policies. While the video does not include any inappropriate content, it is not considered child-directed because it is a complex topic that is not suitable for a young audience."
PofMFlw8MJI,FALSE,['English'],"The video is not directed toward children, it is a concert of the band Phish and it is aimed at adults. It has adult themes, and content and is meant to entertain adults. It has no characters, themes, or subject matter commonly appealing to children. There are no child-friendly representations of complex topics like mischief, conflict, or action, and it does not include any child-friendly activities, games, songs, or stories."
pXySTLdiZWE,FALSE,['English'],The video features a discussion about politics and current events which are not considered child-appropriate content.
Q0LdY-6J-_0,FALSE,['English'],"The video features a discussion about a programming language, C++. The content is technical in nature, involving complex concepts and terminology, making it unsuitable for a young audience."
qjVz3edsZAQ,FALSE,['English'],"This video discusses Novak Djokovic's exemption from Australia's Covid-19 vaccination mandate and the backlash he received, it is not designed for a young audience."
QKelyF6VDIM,FALSE,['English'],This video is about a dog who has a persistent dry cough and what the owner can do about it. This is not child-directed content.
R8XyjdWOwF4,FALSE,['English'],"The video is a walkthrough on how to obtain a weapon in a video game. This is likely not designed for a young audience, as the gameplay in the video contains violence and blood. It's not child-appropriate."
R9dYly5blHE,FALSE,['English'],"The video contains political content and is a discussion between adults, therefore it does not meet the criteria for child-directed content."
rBWhaZj0ef4,FALSE,['English'],"The video focuses on the adults' relationships and experiences. The content is not suitable for children because it deals with adult topics such as divorce and relationship issues, and the language used is not appropriate for kids. The video does not show children as the primary viewers, so the focus is on the adults and their lives."
rLdQxxdkbbo,FALSE,['English'],"The video features a chef making black magic chocolate chip cookies and is not directed towards a child audience. It's a food-related video discussing the ingredient (activated charcoal), its potential health benefits, and the process of baking cookies. While the video mentions that black cookies might impress kids, it does not have child-friendly characters, themes, or activities that make it child-directed."
rsBViJborWE,FALSE,"['German', 'English']",The video contains political commentary that is not child-appropriate.
S8H_9EoomyI,FALSE,['English'],"The video discusses various products and companies and delves into the history of some controversial cults. It explores topics like religious practices, sexual abuse, and political ideologies, making it unsuitable for a young audience."
SgtoGsnr-K0,FALSE,['English'],The video is a rugby match between Benetton and the Bulls. It features adult men participating in a competitive sport. The content and language are not child-appropriate. 
sv-kUILhAfo,FALSE,['English'],"This video is a segment from a sports talk show, featuring four sports analysts discussing the performance of the Brooklyn Nets basketball team. The content is not child-appropriate due to the mature themes and discussions, including basketball strategy, player analysis, and professional sports commentary."
