,Video Id,Primary Label,Predicted Label,Response,Languages
24,gTQddBYiHOM,irrelevant,appropriate,"The video is about creative coding and the platform YetiLearn. It shows some coding examples, the platform's interface, and people interacting on the platform. There is no violent, sexual, or otherwise inappropriate content. The language used is English.",['English']
25,5iPuRx1aEP0,irrelevant,appropriate,"The video is an advertisement for a company called Expensia. It shows the features of their product, which is a system for managing professional expenses. There is no violence, self-harm, horror, sexual content, discrimination, profane language, or other inappropriate content. The video is appropriate for children.",['French']
26,YlZCuMfScJI,irrelevant,appropriate,The video shows the process of making wooden tables. There is no inappropriate content. There is no spoken language.,[]
27,QD32dTMemkI,irrelevant,appropriate,"The video demonstrates software capabilities.  It does not contain any violent or graphic content, self-harm or suicide, elements of horror or creepy themes, loud and violent sounds, zombies, skeletons, scary masks, scary clowns, fire in dangerous settings, extremely distressing scenes, extreme stunts, fight sports, first-person shooter and battle games, weapons, sexual content, vulgar dancing, discrimination, profane or explicit language, drinking, drugs, smoking, gambling, crude humour, inappropriate clothing, or significant romantic intimacy. Therefore, it is appropriate.",['English']
28,4XjPFzefWhk,irrelevant,appropriate,The video is about Fimic melt filters.  A man in a business suit describes the benefits of the product. There is no inappropriate content.,['English']
29,yZYuyoWc6ZI,irrelevant,appropriate,"The video is about a software called CheckMK. It shows how the software works and its features. There is no violent or graphic content, self-harm or suicide, elements of horror or creepy themes, loud and violent sounds, zombies, skeletons, scary masks, scary clowns, fire in dangerous settings, extremely distressing scenes (such as car crashes), extreme stunts (depictions of life endangering or high-risk physical activities), fight sports (such as boxing, wrestling, martial arts), first-person shooter and battle games (games intended for children over 13 should be considered inapproprite), weapons (such as firearms, explosives, swords, axes etc.), sexual content (innuendos, overt sexual behavior, nudity, sexual themes, sexual suggestiveness etc.), vulgar dancing (such as twerking etc.), discrimination (based on race/ethnicity/gender/ability), profane or explicit language (from mild words such as ""idiot"" and ""stupid"" to severe swearing, hate speech or signs), drinking, drugs, smoking, gambling, crude humour, inappropriate clothing (with significant skin exposure), significant romantic intimacy. Therefore, it is appropriate for children.",['English']
30,d93BRjX4vOY,irrelevant,appropriate,"The video is about innovations in agriculture, food, and water technology at the Hebrew University of Jerusalem.  It shows animated scenes of agricultural practices, research labs, and scientists. There is no violence, sexual content, or other inappropriate material present. The language used is professional and informative. Therefore, the video is appropriate for children.",['English']
31,H3Uk9WAOI08,irrelevant,appropriate,"The video is an advertisement for Wix.com. It shows how to build an online store using Wix. There is no violence, self-harm, horror, sexual content, discrimination, profane language, or other inappropriate content. The video is appropriate for all ages.",['English']
32,OCL0ew1n-6o,irrelevant,appropriate,"The video shows a watch and its features. There is no violent or graphic content, self-harm or suicide, elements of horror or creepy themes, loud and violent sounds, zombies, skeletons, scary masks, scary clowns, fire in dangerous settings, extremely distressing scenes (such as car crashes), extreme stunts (depictions of life endangering or high-risk physical activities), fight sports (such as boxing, wrestling, martial arts), first-person shooter and battle games (games intended for children over 13 should be considered inapproprite), weapons (such as firearms, explosives, swords, axes etc.), sexual content (innuendos, overt sexual behavior, nudity, sexual themes, sexual suggestiveness etc.), vulgar dancing (such as twerking etc.), discrimination (based on race/ethnicity/gender/ability), profane or explicit language (from mild words such as ""idiot"" and ""stupid"" to severe swearing, hate speech or signs), drinking, drugs, smoking, gambling, crude humour, inappropriate clothing (with significant skin exposure), significant romantic intimacy. Therefore, the video is appropriate for children.",[]
33,_5RG1BhYtz4,irrelevant,appropriate,"The video shows beautiful sceneries of the Philippines, including its islands, cityscapes, and rice fields.  There is no violence, sexual content, or other inappropriate material present. The audio is background music only. Therefore, the video is appropriate.",[]
34,4PG7Y2V7FRc,irrelevant,appropriate,"The video shows a business setting and contains an interview with a man discussing his company's use of Inwi Business's VoIP solution.  There is no violence, sexual content, or other inappropriate material present. The language used is French.",['French']
35,Eq1wBOY25ak,irrelevant,appropriate,The video shows two young men talking about their internship experience. There is no inappropriate content in the video. The language spoken is Hindi.,['Hindi']
36,kUbFzG5dPa8,irrelevant,appropriate,"The video is about KYH Anywhere, a unique education concept in Sweden. It shows students and teachers, and discusses the benefits of the program. There is no violence, sexual content, or other inappropriate material. The language spoken is Swedish.",['Swedish']
37,UrEfux-8OX4,irrelevant,appropriate,"The video showcases women in traditional Pakistani clothing, engaging in activities such as having tea, walking, and posing for photos. The audio is primarily background music, with no explicit or inappropriate language.  There is no violence, sexual content, or other elements that would typically be considered inappropriate for children. Therefore, the video is deemed appropriate.",['Urdu']
38,4rA5ueFbGO0,child directed,appropriate,"The video is about a Lego game called Lego 2K Drive. The video shows gameplay and an interview with the general manager of Visual Concepts. There is no violence, sexual content, or other inappropriate material. The language used is appropriate for all ages. Therefore, the video is appropriate.",['English']
39,erRjQLJR2dU,irrelevant,appropriate,"The video is an advertisement for insurance.  It shows families and individuals, and discusses insurance options for parents, children, health, and funeral expenses. There is no violence, sexual content, or other inappropriate material present. The language used is Arabic.",['Arabic']
40,dg45lxissnc,inappropriate,appropriate,"The video shows a man reviewing collectible cards. The content is not violent, sexual, or discriminatory. The language used is appropriate for all ages. Therefore, the video is appropriate.",['English']
41,SHqsuu1i81c,irrelevant,appropriate,"The video is a fashion show showcasing women's clothing. There is no violence, sexual content, or other inappropriate material present.  Therefore, it is appropriate for children.",[]
42,RQkCycFHoGg,irrelevant,appropriate,"The video shows the preparation of Thai fried rice. It contains no violent or graphic content, self-harm or suicide, elements of horror or creepy themes, loud and violent sounds, zombies, skeletons, scary masks, scary clowns, fire in dangerous settings, extremely distressing scenes, extreme stunts, fight sports, first-person shooter and battle games, weapons, sexual content, vulgar dancing, discrimination, profane or explicit language, drinking, drugs, smoking, gambling, crude humour, inappropriate clothing, or significant romantic intimacy. Therefore, it is appropriate for children.",['English']
43,McqNypaj1uY,irrelevant,appropriate,"The video shows several people talking about their companies.  There is no violence, sexual content, or other inappropriate material present. The language spoken is French.",['French']
44,zDAAofaGMDw,irrelevant,appropriate,"The video is appropriate for children. Although there are scenes of people riding motorcycles, there is no violence or graphic content. The video is mostly about a group of friends traveling and having fun. The music is upbeat and positive. There is no sexual content, vulgar dancing, discrimination, profane or explicit language, drinking, drugs, smoking, gambling, crude humor, inappropriate clothing, or significant romantic intimacy. The video is suitable for all ages.","['French', 'English']"
45,y7sMr3EXLwY,irrelevant,appropriate,"The video is about Grammarly Business, a writing tool.  The video shows a woman talking about the product and its features. There is no violence, sexual content, or other inappropriate material. The language used is professional and appropriate for all audiences.",['English']
46,-tp43AxnO18,child directed,appropriate,"The video is appropriate for children. It's a cartoon and does not contain any violent or graphic content, self-harm or suicide, elements of horror or creepy themes, loud and violent sounds, zombies, skeletons, scary masks, scary clowns, fire in dangerous settings, extremely distressing scenes, extreme stunts, fight sports, first-person shooter and battle games, weapons, sexual content, vulgar dancing, discrimination, profane or explicit language, drinking, drugs, smoking, gambling, crude humour, inappropriate clothing, or significant romantic intimacy.",['English']
47,ZWRkNUWEooU,irrelevant,appropriate,"The video is appropriate for children. There is no violent or graphic content, self-harm, horror, loud or violent sounds, weapons, sexual content, vulgar dancing, discrimination, profane language, drinking, drugs, smoking, gambling, or inappropriate clothing. The video shows a car commercial with scenes of people doing various activities, such as a family celebrating, a couple taking a selfie, and a soccer team playing. The video also shows the car driving on a road at night. The video is not inappropriate for children.",['English']
48,4M3co8W1zZ8,irrelevant,appropriate,"The video showcases scenic landscapes and activities in Eastern Quebec, Canada.  There is no violence, sexual content, or other elements that would make it inappropriate for children. The language used is French, which is clearly spoken and not offensive.",['French']
49,8wYSPQp8jNQ,child directed,appropriate,"The video is appropriate for children. There is no violence, graphic content, self-harm, horror, loud or violent sounds, discrimination, profane language, sexual content, or other inappropriate elements. The characters are cartoonish and the overall tone is lighthearted and playful. The video promotes reading and learning, which are positive messages for children.",['English']
50,ClGLi--xPZ8,irrelevant,appropriate,"The video shows a celebration for a rector's 30th anniversary at a university. There is no violent or graphic content, self-harm, horror, loud or violent sounds, weapons, sexual content, vulgar dancing, discrimination, profane language, drinking, drugs, smoking, gambling, crude humor, inappropriate clothing, or significant romantic intimacy. The overall tone is celebratory and festive. Therefore, the video is appropriate.",['Ukrainian']
51,GIGG71EXHaY,irrelevant,appropriate,"The video shows a projector that can project images onto various surfaces.  There is music playing in the background, and the visuals show people engaging in various activities, such as dancing, exercising, watching sports, and drawing. There is no violence, sexual content, or other inappropriate material present. The song's lyrics are about being a champion and overcoming challenges.  Therefore, the video is appropriate for children.",['English']
52,B8atVx2BjLU,irrelevant,appropriate,"The video shows a classroom setting with a teacher and school supplies.  The audio is the teacher describing his classroom and teaching methods. There is nothing violent, sexual, or otherwise inappropriate in the video or audio.",['English']
53,VH0cyxj_Ro0,irrelevant,appropriate,"The video shows beautiful scenery and cultural highlights of Northern Europe.  There is no violence, sexual content, or other inappropriate material present. The audio is a voiceover describing the sights, and there is background music.  Therefore, the video is appropriate for all ages.",['English']
54,G_g80C3RnAU,irrelevant,appropriate,"The video shows a company's office and employees collaborating. The audio is an interview with the CEO of the company, talking about the importance of in-person collaboration. There is no inappropriate content in the video or audio.",['English']
55,-ZVB73IU35I,irrelevant,appropriate,"The video is about data management software.  The visuals are simple and clean, showing screenshots of the software interface and some abstract graphics related to data processing. The audio is a voiceover explaining the software's features and benefits. There is no violent, graphic, sexual, or discriminatory content. The language used is professional and appropriate for all audiences. Therefore, the video is appropriate for children.",['English']
56,rqHHFnV7hVc,child directed,appropriate,"The video shows children playing with Hot Wheels Track Builder. There is no violent or graphic content, self-harm, horror, loud or violent sounds, weapons, sexual content, discrimination, profane language, drinking, drugs, smoking, gambling, or inappropriate clothing. The special effects used are cartoonish and not disturbing. Therefore, the video is appropriate for children.",['English']
57,iETos7J-3SY,irrelevant,appropriate,"The video shows employees of a company called Compass talking about their work experience. There is no violent or graphic content, self-harm or suicide, elements of horror or creepy themes, loud and violent sounds, zombies, skeletons, scary masks, scary clowns, fire in dangerous settings, extremely distressing scenes (such as car crashes), extreme stunts (depictions of life endangering or high-risk physical activities), fight sports (such as boxing, wrestling, martial arts), first-person shooter and battle games (games intended for children over 13 should be considered inapproprite), weapons (such as firearms, explosives, swords, axes etc.), sexual content (innuendos, overt sexual behavior, nudity, sexual themes, sexual suggestiveness etc.), vulgar dancing (such as twerking etc.), discrimination (based on race/ethnicity/gender/ability), profane or explicit language (from mild words such as ""idiot"" and ""stupid"" to severe swearing, hate speech or signs), drinking, drugs, smoking, gambling, crude humour, inappropriate clothing (with significant skin exposure), significant romantic intimacy. Therefore, the video is appropriate.",['English']
58,adGpfVqKhnI,irrelevant,appropriate,"The video shows the interior and exterior of a school.  There is no violence, sexual content, or other inappropriate material present. The audio is mostly background music, with some brief instances of what sounds like children's voices. Overall, the video is suitable for children.",['French']
59,rTjDJZHZ5oQ,inappropriate,appropriate,"The video is an advertisement for a mobile game called ""Star Trek Fleet Command"".  While it features some sci-fi elements like spaceships and alien characters, there is no violence, graphic content, or any other elements that would make it inappropriate for children. The language used is clean and the overall tone is upbeat and exciting. Therefore, the video is deemed appropriate.",['English']
60,gUrEMgV-rV0,irrelevant,appropriate,"The video shows two women in various outdoor and indoor settings, modeling clothing.  There is no violence, sexual content, or other inappropriate material present. The audio is mostly background music, with no explicit language.",[]
61,T5Mgj5fI6gc,irrelevant,appropriate,"The video shows scuba diving activities.  There is no violence, self-harm, horror, sexual content, discrimination, profane language, or other inappropriate elements. The video is appropriate for children.",['English']
62,SPcyXSmnnEI,irrelevant,appropriate,"The video shows two women going to an apartment. There is no violence, self-harm, horror, or sexual content. The language is Sinhala. Therefore, the video is appropriate.",['Sinhala']
63,dTyc7gG7szc,irrelevant,inappropriate,"The video contains extreme stunts, which are considered inappropriate for children.  The disclaimer at the bottom of the screen does not change this fact. ",[]
64,-Yzi707xf5Y,irrelevant,appropriate,"The video is appropriate for children. There is no violent or graphic content, self-harm, horror, loud or violent sounds, weapons, sexual content, vulgar dancing, discrimination, profane language, drinking, drugs, smoking, gambling, or inappropriate clothing. The video shows a man enjoying a vacation at a resort, interacting with nature, and spending time with friends. The audio is a voiceover that promotes the resort and encourages viewers to live life to the fullest. The video is positive and uplifting, and it is not likely to cause distress or harm to children.",['English']
65,lWqgjDv4txw,child directed,appropriate,"The video is a trailer for the game ""LEGO 2K Drive"".  While there are some instances of cartoonish crashes and explosions, the overall tone is lighthearted and comedic, typical of LEGO-themed content.  The vehicles are whimsical and the violence is not graphic or realistic.  There is no sexual content, hate speech, or other inappropriate elements present. Therefore, the video is appropriate for children.",['English']
66,e8J8u_oE8Ug,irrelevant,appropriate,"The video is about a woman with relapsing multiple sclerosis (RMS) who uses Kesimpta to manage her condition.  The video shows her daily life, including her family, work, and leisure activities. There is no violence, graphic content, self-harm, sexual content, discrimination, profane language, or other inappropriate elements. The video is informative and empowering, and it is appropriate for all audiences.",['English']
67,fJXHJoekXV8,irrelevant,appropriate,"The video is an advertisement for cloud migration services.  It contains simple animations and does not include any of the elements listed in the criteria for inappropriate content for children. Therefore, it is considered appropriate.",['French']
68,e3UpR_EJp_I,irrelevant,appropriate,"The video shows the process of making homemade pasta and a simple pasta dish.  There is no violence, sexual content, or other inappropriate material present. The language used is English, and the overall tone is instructional and culinary.",['English']
69,U_pqPqyJkVQ,inappropriate,inappropriate,"The video contains violent content, weapons, and a monster-like character, making it inappropriate for children.  There is no spoken language in the video.",[]
70,eDbizobB4cY,irrelevant,appropriate,"The video is an advertisement for Shopify Plus, an e-commerce platform.  The content is business-oriented and does not contain any of the elements listed in the criteria for inappropriate content for children. The video shows logos of various brands that use Shopify Plus, screen recordings of the platform's interface, and a presenter speaking about its features. There is no violence, sexual content, discrimination, profane language, or other inappropriate elements present.",['English']
71,63lBBt0lRyo,irrelevant,appropriate,"The video is appropriate for children. There is no violence, self-harm, horror, or sexual content. The language used is clean and appropriate. The video is a commercial for Grammarly, and it uses humor and creative visuals to promote the product. While there is a brief scene of a child handling glitter, it is not presented in a way that is dangerous or harmful. Overall, the video is lighthearted and suitable for children.",['English']
72,ge-4WM2GuiE,irrelevant,appropriate,The video shows a premature baby being massaged by a nurse.  The audio is calming music. There is no inappropriate content present in the video or audio.,['English']
73,62fhnp6Ywug,irrelevant,appropriate,"The video shows a product demonstration of Sonoro Maestro, a HiFi internet receiver.  There is no violent, graphic, sexual, or discriminatory content. The language used is French, and the audio is background music, not speech. Therefore, the video is appropriate for children.",['French']
74,tt9_aWiSW5M,irrelevant,appropriate,"The video is about Chef Infra, a software product.  The video contains screen recordings of code and some simple animations. There is no violent, graphic, sexual, or discriminatory content. The language used is professional and appropriate for all ages. Therefore, the video is appropriate.",['English']
75,NmKL8hq4El0,irrelevant,appropriate,"The video is an advertisement for a business software.  It contains animated graphics and a voiceover explaining the software's features. There is no violent, graphic, sexual, or discriminatory content. The language used is professional and appropriate for all audiences. Therefore, the video is appropriate.",['English']
76,dMbrrm88x0Y,irrelevant,appropriate,"The video is appropriate for children. It shows a software demonstration and includes cartoonish characters and a birthday song. There is no violent, graphic, sexual, or discriminatory content. The language used is English.",['English']
77,g04gRavzaKM,irrelevant,appropriate,"The video is appropriate because it advertises a book. The video shows a beach and the ocean. The audio describes the book and quotes reviews. There is no violence, sexual content, or other inappropriate material.","['English', 'German']"
78,8zIQ9PKYWDE,irrelevant,appropriate,"The video is appropriate for children. It contains cartoonish animation and does not contain any violent or graphic content, self-harm or suicide, elements of horror or creepy themes, loud and violent sounds, zombies, skeletons, scary masks, scary clowns, fire in dangerous settings, extremely distressing scenes, extreme stunts, fight sports, first-person shooter and battle games, weapons, sexual content, vulgar dancing, discrimination, profane or explicit language, drinking, drugs, smoking, gambling, crude humour, inappropriate clothing, or significant romantic intimacy.",['Arabic']
79,FkdBbpzFpqo,irrelevant,inappropriate,The video contains a scene where a man submerges his head in a container of water while doing a handstand.  This could be perceived as a dangerous stunt and therefore inappropriate for children.,['Swedish']
80,8XxFPSUKWrM,irrelevant,appropriate,"The video shows a series of scenes depicting everyday life, including people shopping, working, and spending time with family and friends. There is no violence, sexual content, or other inappropriate material present. The song playing in the background is upbeat and positive. Therefore, the video is appropriate for children.",['Bengali']
81,JuixW8CWOd8,irrelevant,appropriate,"The video is appropriate for children. It shows two famous football players traveling to Istanbul for a football match. The video contains scenes of the city, people, and the players enjoying their time. There is no violence, sexual content, or other inappropriate material present. The language used is English and Turkish. The Turkish words are ""Teşekkürler"" which means ""Thank you"".","['English', 'Turkish']"
82,YHGUnllob6E,irrelevant,appropriate,"The video is about the launch of a new teleprompter app for Zoom. The presenter is speaking in a professional manner and there is no inappropriate content. Therefore, the video is appropriate.",['English']
83,njS2rTp66UI,irrelevant,appropriate,"The video is an advertisement for Equinix, a digital infrastructure company.  The video shows various people using technology in their daily lives and then transitions to show the company's infrastructure. There is no violence, sexual content, or other inappropriate material present. The language used is professional and appropriate for all audiences.",['English']
84,VWnq7XrJ7Ys,inappropriate,appropriate,"The video shows a man preparing and cooking a meal outdoors. He uses a knife to clean and cut fish, vegetables, and a lobster. There is no violence, gore, or inappropriate content. The video is suitable for all ages.",['No speech']
85,QG_UrUXAVT8,irrelevant,appropriate,"The video shows a man assembling and using a long-handled brush to clean windows and solar panels.  There is no violence, sexual content, or other inappropriate material present. The audio consists of background music and voiceover narration describing the product's features. Therefore, the video is appropriate for children.",['English']
86,-CaoOjlpEaM,irrelevant,appropriate,"The video is an advertisement for CreateStudio Pro, a video editing software. The video uses 3D animation to showcase the software's capabilities. While there are some cartoonish characters, there is no violence, gore, sexual content, or other inappropriate elements. The language used is clean and professional. Therefore, the video is appropriate for children.",['English']
87,NLypiQlLgyU,irrelevant,appropriate,"The video is about Wix website design features.  The presenter speaks in English and demonstrates the features using various website examples. There is no violent, graphic, sexual, or discriminatory content. The video is suitable for all ages.",['English']
88,fbrYdYk6mRE,irrelevant,appropriate,"The video shows the daily work of electricians. It contains no violent or graphic content, self-harm or suicide, elements of horror or creepy themes, loud and violent sounds, zombies, skeletons, scary masks, scary clowns, fire in dangerous settings, extremely distressing scenes (such as car crashes), extreme stunts (depictions of life endangering or high-risk physical activities), fight sports (such as boxing, wrestling, martial arts), first-person shooter and battle games (games intended for children over 13 should be considered inapproprite), weapons (such as firearms, explosives, swords, axes etc.), sexual content (innuendos, overt sexual behavior, nudity, sexual themes, sexual suggestiveness etc.), vulgar dancing (such as twerking etc.), discrimination (based on race/ethnicity/gender/ability), profane or explicit language (from mild words such as ""idiot"" and ""stupid"" to severe swearing, hate speech or signs), drinking, drugs, smoking, gambling, crude humour, inappropriate clothing (with significant skin exposure), significant romantic intimacy. Therefore, it is appropriate for children.",['Swedish']
89,BEoOOCd9OKE,irrelevant,appropriate,"The video is an advertisement for a hotel management platform.  It shows various people checking into a hotel, using the platform's features, and the hotel staff using the platform to manage communications and upsells. There is no violence, sexual content, or other inappropriate material present. The language spoken is French.",['French']
90,EW9CtqXZGFg,irrelevant,appropriate,"The video shows an interview with a singer on a red carpet. The content is appropriate for all ages. There is no violence, sexual content, or other inappropriate material present.",['English']
91,AIjDe512JoA,irrelevant,appropriate,"The video is appropriate for children. It shows two men relaxing on a beach and discussing their plans to create a YouTube channel. There is no violence, sexual content, or other inappropriate material present. The language used is Urdu.",['Urdu']
92,atBZePcakXQ,irrelevant,appropriate,"The video shows two young men enjoying various activities in Abu Dhabi. There is no violence, sexual content, or other inappropriate material present. The language used is English, and the overall tone is lighthearted and fun. Therefore, the video is appropriate for children.",['English']
93,2uP7iKtRLRY,irrelevant,appropriate,"The video is appropriate for children. It shows a company's activities and employees. There is no violent or graphic content, self-harm or suicide, elements of horror or creepy themes, loud and violent sounds, zombies, skeletons, scary masks, scary clowns, fire in dangerous settings, extremely distressing scenes, extreme stunts, fight sports, first-person shooter and battle games, weapons, sexual content, vulgar dancing, discrimination, profane or explicit language, drinking, drugs, smoking, gambling, crude humour, inappropriate clothing, or significant romantic intimacy.",['Swedish']
94,X8WkW6zMWTw,irrelevant,appropriate,"The video shows a woman talking about her business. There is no violence, self-harm, horror, sexual content, discrimination, profane language, or other inappropriate content. The video is appropriate for children.",['English']
95,0KRF7JPsQSo,irrelevant,appropriate,The video shows a CNC machine cutting a piece of wood. There is no inappropriate content in the video or audio.,[]
96,iwzxr7UXb7A,irrelevant,appropriate,"The video shows various cityscapes and people reacting to advertisements for a new building in Saudi Arabia. There is no violence, sexual content, or other inappropriate material present. The language used is English and is not offensive.",['English']
97,gWbhoYOWiCg,irrelevant,appropriate,"The video is appropriate for children. It contains a man sitting in a garden talking about a sale. There is no violence, sexual content, or other inappropriate material present.",['English']
98,6cqjBjmORZ4,irrelevant,appropriate,"The video is appropriate for children. Although there are some scenes with dancing and a concert, there is no vulgar dancing or any other inappropriate content. The song is catchy and upbeat, and the overall tone of the video is positive and energetic. The language used is a mix of Hindi and English, both of which are commonly used in many parts of the world.","['Hindi', 'English']"
99,mA2yRfp76_A,irrelevant,appropriate,"The video is an advertisement for a real estate investment company.  The visuals are simple, cartoonish illustrations of buildings, people, and everyday objects. The audio is a voiceover explaining the company's services and investment opportunities. There is no violence, sexual content, or other inappropriate material present. The language used is French.",['French']
100,qSpB2DaWGNc,irrelevant,appropriate,"The video shows a couple enjoying the amenities of a resort. There is no violence, self-harm, horror, or sexual content. The resort has a pool, a water slide, a sauna, and a spa. The couple also goes hiking and mountain biking. The video is appropriate for children.",['German']
101,NWNTcOd33Qs,irrelevant,appropriate,"The video shows a walkthrough of a house's interior. It showcases various rooms, including living areas, bedrooms, and a child's room. The content is entirely family-friendly, with no violence, sexual content, or other inappropriate elements.  There is no spoken language in the video.",[]
102,tWfOXPparbk,irrelevant,appropriate,The video is about a product review of a PTZ camera. The content is purely informational and does not contain any inappropriate elements for children. The language used is English.,['English']
