Video Id,Primary Label,Predicted Label,Response,Languages
UOu943VhPUM,Not Child Directed,Not Child Directed,"The video discusses a complex political event involving alleged fraud and conspiracy, which is not suitable for children. The content includes mature themes, advanced vocabulary, and detailed explanations of legal proceedings, making it inappropriate for a child audience.",['English']
zUbbZBvJYj4,Not Child Directed,Not Child Directed,"The text is a movie review discussing prequels and sequels of popular franchises.  The content is focused on adult themes such as financial aspects of filmmaking, critical analysis of plot and character development, and comparisons between different movies. The language used is sophisticated and the topics discussed are not suitable for children.",['English']
OP-00EwLdiU,Not Child Directed,Not Child Directed,"The lyrics and the overall tone of the song are religious and inspirational, but not specifically designed for children. While the song has a rhythmic quality, it's not a children's song or nursery rhyme. The video shows a large crowd of adults singing along, further indicating that it's not intended for a child audience.",['English']
JOWoB39H3c8,Not Child Directed,Not Child Directed,The video discusses a serious geopolitical event involving military actions and international relations.  The language used is formal and the subject matter is far beyond the comprehension and interest of children.  There are no child-appealing elements present.,['English']
I4HdpWC663k,Not Child Directed,Not Child Directed,"The video is a gardening tutorial focused on growing citrus trees.  The content is instructional and geared towards adults interested in horticulture. It lacks child-appealing elements such as cartoons, animation, or simplified language. The subject matter and presentation style are not suitable for children.",['en']
oaajslA03Qs,Not Child Directed,Not Child Directed,"The content discusses political and economic issues related to pension cuts, which are not suitable for children.  The language used is adult and the topics are complex and not appropriate for a child audience.",['English']
rBWhaZj0ef4,Not Child Directed,Not Child Directed,"The content discusses adult themes such as divorce, relationship issues, and dating.  The language used is mature and the topics are not suitable for children.",['en']
l_sNvO_cLzI,Not Child Directed,Not Child Directed,"The content discusses a war, violence, terrorist attacks, and military actions.  It includes graphic descriptions of weapons and casualties, making it unsuitable for children.",['English']
DfwA3qMzsfo,Not Child Directed,Not Child Directed,"The video discusses SpaceX's Starship program, including technical details about the rocket booster, launch preparations, and future plans.  The content is focused on aerospace engineering and is not designed for children. The visuals, while including images of the rocket, are not cartoonish or child-appealing. The language used is sophisticated and technical, unsuitable for a young audience.",['en']
IDTMXwZgw1Q,Not Child Directed,Not Child Directed,"The provided text is a sports commentary describing exciting moments from various football matches.  The language used, the themes of competition and victory/defeat, and the overall tone are not suitable for children.  There are no child-appealing elements present.",['en']
p6JMqh4u8bM,Not Child Directed,Not Child Directed,"This cooking video shows the preparation of a soup recipe.  While the visuals are not inherently inappropriate for children, the content lacks child-appealing elements such as cartoonish characters or simplified instructions. The focus is on adult cooking techniques and terminology, making it unsuitable for a child audience.",['English']
KBDrJcyloow,Not Child Directed,Not Child Directed,"The text discusses the Blade movie franchise, including its production history, cast changes, and various creative challenges.  The content is filled with adult themes, references to violence and R-rated content, and complex plot details.  It is not suitable for children.",['English']
qjVz3edsZAQ,Not Child Directed,Not Child Directed,"The content discusses a controversial topic related to a professional tennis player's vaccination status and his entry into Australia.  The language used is sophisticated and the subject matter is complex and politically charged, making it unsuitable for children.",['English']
Icw3CfYVMmY,Not Child Directed,Not Child Directed,"The content is a sports commentary discussing a baseball game, specifically a walk-off grand slam in the World Series.  The language used is mature and the subject matter is not geared towards children. While the excitement of the game might appeal to some children, the overall context and vocabulary are inappropriate for a child audience.",['en']
fQqmXyXLHSg,Not Child Directed,Not Child Directed,"The video discusses a serious topic of voter fraud investigation, which is not suitable for children. The content involves legal proceedings, crime details, and adult themes, making it inappropriate for a child audience.",['English']
V8CXjsyqQpI,Not Child Directed,Not Child Directed,"The video discusses NBA players, including a focus on the shortest player in the league.  It mentions gambling and fantasy sports, which are not appropriate for children. The overall tone and subject matter are geared towards adult sports fans.",['en']
aJkTiTKhoB8,Not Child Directed,Not Child Directed,"The content is a late-night talk show monologue that includes adult humor, political commentary, and references to current events.  The language used is sophisticated and includes many colloquialisms and idioms. The themes are not child-appropriate, and the overall tone is not suitable for children.",['en']
lXzEs0IfXmw,Not Child Directed,Not Child Directed,"The video is a commentary on SpaceX's Starbase development.  It features technical details about construction, equipment, and processes, which are not suitable for children. The language used is adult-level and the subject matter is complex and not child-appropriate.",['English']
eWXOTZPdcok,Not Child Directed,Not Child Directed,"The video is a technical discussion about Formula One racing, focusing on car performance, engineering challenges, and race strategies.  The content is complex, uses technical jargon, and is not designed for children.  While the visuals include race footage, they are not cartoonish or child-appealing. The discussion is geared towards adults interested in motorsports and engineering.",['en']
cUiA1mzXs9Y,Not Child Directed,Not Child Directed,"The content contains vulgar language, adult humor, and discussions of mature themes, making it unsuitable for children.",['English']
lzqRBx8H8t4,Not Child Directed,Not Child Directed,"This video discusses the launch and landing of a SpaceX rocket booster.  The content is technical in nature, focusing on engineering details and using terminology that would not be easily understood by children.  There are no child-appealing elements such as cartoons, whimsical themes, or simplified narratives. The video's subject matter and language are not suitable for a child audience.",['English']
xOgzu494ykg,Not Child Directed,Not Child Directed,"This video discusses the arrest of a college professor for allegedly attempting to meet a minor.  The content includes mature themes, discussions of criminal activity, and is not suitable for children.",['English']
R8XyjdWOwF4,Not Child Directed,Not Child Directed,This video is a walkthrough for a video game.  It features violence (killing zombies) and is not designed for children. The gameplay is complex and the language used is not simplified for children.,['en']
KXq887jvlp4,Not Child Directed,Not Child Directed,"The content is a commentary of a football game.  It contains descriptions of plays, strategies, and player performances, which are not suitable for children. The language used is also not appropriate for a child audience.",['en']
Zpkg3nh5tj8,Not Child Directed,Not Child Directed,"The content discusses a serious geopolitical conflict involving accusations of terrorism against journalists.  The themes, vocabulary, and overall tone are inappropriate for children.",['English']
2-xCEz6bEaY,Not Child Directed,Not Child Directed,"This is a news segment discussing a serious crime case, the Menendez brothers' potential resentencing.  The content involves legal proceedings, discussions of abuse, and potential parole, which are not suitable for children. The visuals are of a news anchor and guest, not child-appealing elements.",['en']
OITnzp8ZIrI,Not Child Directed,Not Child Directed,"The video contains a news report discussing political and economic issues, including cuts to winter fuel payments for pensioners and the cost of asylum seekers.  The content is serious in nature, involves complex political discussions, and features interviews with older adults discussing their financial struggles.  These elements are not suitable for a child audience.",['English']
tI9dwinLua0,Not Child Directed,Not Child Directed,"This video is a walkthrough for a video game Easter egg.  The content is focused on gameplay mechanics and strategies, which are not typically appealing to children. The visuals are from a mature-rated video game, and the language used is not child-friendly.",['English']
pXySTLdiZWE,Not Child Directed,Not Child Directed,"The video is a political commentary discussing the Democratic Party's nomination process.  It features an adult speaker, uses complex political terminology, and addresses mature political themes.  These elements make it unsuitable for children.",['en']
_dqLdMDe_DU,Not Child Directed,Not Child Directed,"The content discusses a serious geopolitical event involving military actions and strategic decisions by multiple countries.  The vocabulary, themes, and overall tone are not suitable for children. The discussion of military weaponry, troop deployments, and potential conflicts is inappropriate for a child audience.",['English']
l4gFFKXmYH4,Not Child Directed,Not Child Directed,"The video discusses the life of Mats Sten, a World of Warcraft player who faced adversity due to a muscle disease. While the game is mentioned, the focus is on Mats's life, his impact on the online community, and the fundraising efforts in his memory.  The content includes discussions of death, illness, and overcoming challenges, which are not suitable for children. The visuals include gameplay footage and interviews, which are not inherently child-appealing.",['English']
V9JH0sd-eoU,Not Child Directed,Not Child Directed,"The content discusses geopolitical events, military aid, and international relations, which are not suitable for children.  The language used is sophisticated and the topics are complex, making it inappropriate for a child audience.",['English']
WeB4w-oNrGo,Not Child Directed,Not Child Directed,"This video is about a makeover of a Chucky doll, involving the use of glue, sculpting, and fake blood.  The content is not designed for children and includes elements that are not suitable for a child audience. The use of tools, materials, and the overall theme of making a doll scarier are not appropriate for children.",['en']
a4wyXPUAEc8,Not Child Directed,Not Child Directed,"The content is a political discussion program featuring three comedians discussing news headlines. The topics are mature and deal with complex economic and political issues, making it unsuitable for children.",['English']
7IGKCkcsuew,Not Child Directed,Not Child Directed,"This news report depicts the aftermath of a devastating hurricane, including scenes of destruction, loss, and search and recovery efforts.  The content is serious in tone and deals with mature themes such as loss of life and property, making it unsuitable for children.",['English']
mXICu3oROMQ,Not Child Directed,Not Child Directed,"The provided text is a transcript of a dramatic scene from a period drama, focusing on medical decisions and emotional distress within a hospital setting.  The themes of illness, death, and difficult choices are not suitable for children. The language used is complex and the subject matter is mature, making it inappropriate for a child audience.",['English']
tJIVGrLoYfA,Not Child Directed,Not Child Directed,"The video is a discussion about Marvel Cinematic Universe (MCU) and its characters. The content includes mature themes, complex plot points, and references to other movies and shows, making it unsuitable for children.  The discussion involves multiversal concepts and adult humor, which are not appropriate for a child audience.",['en']
99_TWz5rtX4,Not Child Directed,Not Child Directed,"The video is a soccer game commentary.  The content is focused on sports analysis and does not contain any elements typically appealing to children, such as cartoonish visuals, light-hearted themes, or simplified narratives. The language used is also not suitable for children.",['English']
58BHUsD24vs,Not Child Directed,Not Child Directed,"The video discusses productivity and overcoming distractions, which are not typically topics of interest to children.  The presenter's style and content are geared towards adults interested in self-improvement and time management.",['English']
U2Z-7o69unc,Not Child Directed,Not Child Directed,"The content is a recording of a women's soccer match between England and Germany.  The commentary includes descriptions of the game's events, player actions, and strategic decisions. The language used is not child-directed, and the subject matter is not suitable for children. The video does not contain child-appealing elements.",['English']
UophKAd3qcQ,Not Child Directed,Not Child Directed,"The content is a commentary of a tennis match.  It features sports terminology, descriptions of athletic performance, and names of players. There are no child-appealing elements such as cartoonish visuals, light-hearted themes, or simplified narratives. The language used is appropriate for adults and includes detailed descriptions of the game's technical aspects. Therefore, it is not considered child-directed.",['English']
FWLO4ovfOwY,Not Child Directed,Not Child Directed,"The video discusses ways to make money offering pet care services.  The content is instructional and geared towards adults seeking business opportunities, not children. While it mentions adorable animals, the focus is on the financial aspects of pet care businesses, making it unsuitable for a child audience.",['English']
EjJezkTDI6w,Not Child Directed,Not Child Directed,"The video shows a group of adults working on a construction project. The content includes discussions of tools, techniques, and challenges faced during the work. The language used is not child-appropriate, and the overall theme is not suitable for children. Therefore, it is labeled as ""Not Child Directed"".",['English']
UKD9bDmLqZQ,Not Child Directed,Not Child Directed,"The content is a discussion about basketball trades and players, which is not typically of interest to children.  The language used is sophisticated and the topics discussed are complex, making it unsuitable for a child audience.",['English']
VS_miLF_WMo,Not Child Directed,Not Child Directed,"The video is a political commentary discussing legal proceedings related to Donald Trump.  The content includes mature themes, complex legal terminology, and serious political analysis, making it unsuitable for children.",['English']
A3JGXlPIrk8,Not Child Directed,Not Child Directed,"The news report discusses political unrest, violence, and death in Mozambique following disputed election results.  These are mature and sensitive topics inappropriate for children.",['English']
tlq-oxdcbGc,Not Child Directed,Not Child Directed,"The video contains lyrics expressing emotional struggles, anxieties, and mental health concerns, making it unsuitable for children.  The visuals, while colorful, are part of a performance that is not child-oriented. The themes are too mature for a child audience.",['Tagalog']
UH6mqC44uZQ,Not Child Directed,Not Child Directed,"The content is a soccer game commentary, which includes discussions of players' performances, strategies, and game analysis.  The language used is appropriate for adults and the subject matter is not suitable for children. Therefore, it is not considered child-directed.",['English']
1B2foBjNkf8,Child Directed,Child Directed,"This video features a child celebrating their birthday with Halloween costumes and other child-like activities. The visuals are colorful and cartoonish, and the dialogue is simple and repetitive, making it suitable for a young audience. The presence of some mild peril or conflict is presented appropriately.  The video includes elements commonly enjoyed by children, such as playful themes, whimsical elements, and rhythmic exclamations. Therefore, it meets the criteria for child-directed content.","['English', 'Spanish']"
0nnABlt6Fk0,Child Directed,Child Directed,"This video features child-like speech, playful actions, and cartoonish visuals, making it suitable for a young audience. The presence of animals and toys further reinforces its child-directed nature.",['English']
7530eNE6RT0,Child Directed,Child Directed,"This video features children playing with toys, uses repetitive phrases and simple language, and has bright, colorful visuals.  The overall tone is playful and light-hearted, making it clearly aimed at a young audience.","['Arabic', 'English']"
q-or8NbdEps,Child Directed,Child Directed,"This video features children building a large structure out of colorful blocks, engaging in playful interactions, and using child-like exclamations. The visuals are bright and colorful, and the overall tone is light-hearted and fun, making it clearly child-directed content.",['English']
bY053FYzX9k,Child Directed,Child Directed,"This video features a song about a cow, with simple lyrics and a repetitive structure, making it suitable for young children. The visuals are cartoonish and colorful, further enhancing its appeal to a child audience. The overall tone is light-hearted and playful, without any mature themes or complex concepts.",['Portuguese']
1ttb_Fxcpro,Child Directed,Child Directed,"This video features cartoonish visuals, whimsical themes, and rhythmic elements (songs) that are commonly appealing to children. The lyrics are simple and repetitive, suitable for young viewers.  The overall tone and content are light-hearted and non-violent.",['Vietnamese']
qC4dDmsRkCg,Child Directed,Child Directed,"This cartoon clip features Minnie Mouse, a well-known children's character. The visuals are colorful and cartoonish, the themes are light-hearted, and the dialogue is simple.  The presence of songs and exclamations further enhances its appeal to young viewers. Although there is some mild peril (Minnie Mouse getting covered in perfume), it is presented in a playful and non-threatening manner. Therefore, it meets the criteria for child-directed content.","['Spanish', 'English']"
qEl_Qrslq94,Child Directed,Child Directed,"This video game is child-directed because it features cartoonish characters, simple gameplay, and activities suitable for young children, such as taking a shower, brushing teeth, eating, and cleaning. The language used is Korean, and the overall tone and content are appropriate for a young audience.",['Korean']
TK5DzWV-f3c,Child Directed,Child Directed,"The video features whimsical and playful themes, rhythmic elements (chants and songs), and cartoonish visuals.  The narrative is simple and light-hearted, focusing on animals and their interactions. While some parts might be confusing to very young children, the overall tone and style strongly suggest it's intended for a child audience.",['Vietnamese']
N9mUohifweM,Child Directed,Child Directed,"This video features children as the main characters, engaging in playful activities like buying ice cream and interacting with their father. The visuals are bright and colorful, and the dialogue is simple and easy to understand for children. The overall tone is light-hearted and fun, making it suitable for a young audience.",['Russian']
FLmxxebI3L8,Child Directed,Child Directed,"The video features cartoonish characters, whimsical themes, and simple language, all of which are common elements appealing to children.  The repetitive nature of some phrases also suggests it's designed for young audiences. The content is light-hearted and lacks mature themes or complex dialogue, further supporting its classification as child-directed.",['English']
J_m6FAThjVM,Child Directed,Child Directed,"This video features a child-like exchange between two characters, using simple language and playful interactions. The visuals are bright and colorful, and the overall tone is light-hearted and whimsical.  The content focuses on exchanging toys and treats, which is a common theme in children's entertainment.  The repetitive phrases and exclamations also appeal to young viewers. Therefore, it meets the criteria for child-directed content.",['English']
Cv93i0FHnNk,Child Directed,Child Directed,"The provided text and images strongly suggest that the content is child-directed. The text includes repeated phrases, simple sentences, and playful exclamations, all common in children's media.  The images depict cartoonish characters (a bear and a girl) in a whimsical setting, further reinforcing the child-directed nature of the content. The overall tone and style align with children's animation and storytelling.",['Russian']
L7dPsUHzp9Y,Child Directed,Child Directed,"The video features children playing in a colorful indoor playground, accompanied by a song. The visuals are bright and cartoonish, and the overall tone is light-hearted and playful.  The repeated phrase ""Ngo Xiu Trong Vuong"" suggests a children's song. These elements strongly suggest that the content is designed to appeal to children.",['Vietnamese']
DGoL42o6QTA,Child Directed,Child Directed,"This video features a young girl playing princess, engaging in activities like trampoline jumping and ice cream eating. The visuals are colorful and cartoonish, the language is simple, and the overall tone is light-hearted and playful, all of which are common appeals to young children.  The inclusion of some Arabic words does not detract from its child-directed nature.","['English', 'Arabic']"
Hqxdx4FIcQ0,Child Directed,Child Directed,"This video features children, uses child-like language, and has a playful, whimsical tone. The content is simple and easy to understand for young children. The rhythmic repetition of phrases like ""Yummy, yummy, yummy"" and ""More strawberries?"" is also appealing to young viewers.  The search for strawberries acts as a simple narrative, suitable for children. The inclusion of Arabic phrases does not detract from its child-directed nature, as the overall context remains appropriate for a young audience.","['English', 'Arabic']"
e_04ZrNroTo,Child Directed,Child Directed,"This video is child-directed because it features a children's song about a bus, with simple lyrics and repetitive phrases. The visuals are also cartoonish and colorful, appealing to young children. The song's rhythm and repetition are common elements in children's songs, making it engaging for young audiences.",['English']
HEp4Oe5DV9Q,Child Directed,Child Directed,"This video features cartoonish animation, upbeat music, and simple lyrics, all of which are highly appealing to children. The content is light-hearted and focuses on themes of friendship and play, making it suitable for a young audience. The presence of both English and Vietnamese suggests an intention to reach a broad, potentially international, child audience.","['English', 'Vietnamese']"
YH8Y2qYJN6k,Child Directed,Child Directed,"This video features a child playing a game with their parent, using colorful masks and playful exclamations. The visuals are bright and engaging, and the overall tone is lighthearted and fun, making it suitable for a young audience.",['English']
S0NlS1vwm-c,Child Directed,Child Directed,"This video features children playing, using child-like exclamations, and has a playful tone. The visuals are colorful and cartoonish.  The content is light-hearted and does not contain any mature themes, violence, or complex dialogue. Therefore, it meets the criteria for child-directed content.","['English', 'Spanish']"
PJLrA1NihRs,Child Directed,Child Directed,"This video features Pororo, a popular children's cartoon character, and uses bright colors, simple language, and repetitive phrases commonly found in children's educational content.  The themes are light-hearted and focus on learning colors and playing games. The songs and chants are also typical of children's programming. Therefore, it meets the criteria for child-directed content.",['Korean']
H80fWOyU9bc,Child Directed,Child Directed,"This video features two young girls engaging in playful activities, such as hiding snacks, playing with numerous colorful balls in a pool, and singing children's songs. The visuals are bright and colorful, the narrative is simple and light-hearted, and the overall tone is whimsical and child-friendly.  The repeated exclamations and playful actions are typical of content aimed at young children. The presence of mild peril (e.g., hiding snacks from parents) is presented in a lighthearted and non-threatening way.",['Spanish']
3v1MImP9hIA,Child Directed,Not Child Directed,"The video features a person in a Ghostbusters costume hunting a ghost. While the visuals might appeal to some children, the overall theme of ghost hunting and the use of suspenseful sound effects are not suitable for young audiences.  The repeated exclamations and phrases are not child-like nursery rhymes or chants. The video does not meet the criteria for child-directed content.",['English']
UlXKbfGlNuM,Child Directed,Child Directed,"This animated story features a whimsical plot, colorful visuals, and a light-hearted tone, making it suitable for children. The narrative involves a love story, but it lacks mature themes or complex dialogue, aligning with child-directed content guidelines.",['English']
Q8cK5_UY768,Child Directed,Child Directed,"This video features cartoonish characters, whimsical themes, and simple language, all of which are common elements that appeal to children. The video also includes rhythmic elements such as repetitive phrases and songs, further enhancing its appeal to young viewers. Therefore, it is considered child-directed.",['English']
knssYf9FU7E,Child Directed,Child Directed,"This video features children playing with toys and engaging in playful activities. The visuals are colorful and cartoonish, and the audio includes exclamations and sounds commonly associated with children's play. The content is light-hearted and lacks mature themes or complex dialogue, making it suitable for a young audience.",['Korean']
ODB-0UXe9EM,Child Directed,Child Directed,"This video features children's songs with simple lyrics and repetitive melodies, cartoonish visuals, and bright colors. The themes are light-hearted and playful, making it suitable for a young audience. The video also includes elements like animals and whimsical characters, further enhancing its appeal to children.",['Vietnamese']
